I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-9,-19,-9,14,0,-14,34,29,58,39,-9,14
-4,-9,-4,7,0,-7,29,14,53,34,-4,9
-9,-4,4,7,-7,0,29,24,58,39,-9,14
-4,0,4,2,-4,2,24,24,58,34,-24,9
4,4,0,-4,2,2,24,19,53,39,-24,0
0,0,0,0,0,0,19,14,53,39,-24,4
-9,-14,-4,12,-2,-9,29,29,68,58,-9,14
-14,-19,-4,17,-4,-12,39,34,78,58,0,24
-14,-24,-9,19,-2,-17,29,34,82,63,4,29
-24,-24,0,24,-12,-12,29,29,78,68,4,29
-19,-9,9,14,-14,0,29,14,73,68,0,24
0,9,9,-4,-4,9,24,14,68,68,0,19
14,19,4,-17,4,12,29,39,73,78,4,29
4,14,9,-9,-2,12,29,43,82,82,9,29
0,4,4,-2,-2,4,29,39,82,92,9,34
-9,-9,0,9,-4,-4,29,39,87,87,14,34
-19,-9,9,14,-14,0,43,53,102,102,34,43
-9,-9,0,9,-4,-4,34,43,107,107,34,48
4,0,-4,-2,4,-2,24,48,102,112,34,43
4,14,9,-9,-2,12,29,53,102,117,43,48
4,19,14,-12,-4,17,24,53,102,126,39,39
-14,4,19,4,-17,12,24,53,102,126,39,39
-14,-9,4,12,-9,-2,24,48,107,117,58,48
-14,-14,0,14,-7,-7,39,68,126,136,73,63
-14,-9,4,12,-9,-2,34,73,136,136,68,68
-19,-9,9,14,-14,0,29,68,136,136,58,73
-14,-4,9,9,-12,2,29,58,131,136,63,82
-14,4,19,4,-17,12,29,58,131,141,68,87
4,29,24,-17,-9,26,29,63,126,151,63,78
9,34,24,-21,-7,29,29,63,122,156,68,78
4,19,14,-12,-4,17,29,68,131,161,78,92
0,9,9,-4,-4,9,24,73,141,170,82,92
4,9,4,-7,0,7,29,73,156,175,97,107
9,9,0,-9,4,4,39,82,161,200,112,126
19,29,9,-24,4,19,34,82,175,204,112,131
9,34,24,-21,-7,29,29,73,180,209,112,131
4,34,29,-19,-12,31,19,73,175,200,107,126
4,34,29,-19,-12,31,14,68,170,200,102,122
0,34,34,-17,-17,34,9,78,175,204,97,126
4,29,24,-17,-9,26,14,87,185,200,92,126
9,19,9,-14,0,14,24,87,195,209,102,126
4,19,14,-12,-4,17,24,87,204,229,112,146
9,24,14,-17,-2,19,24,92,209,229,102,156
29,39,9,-34,9,24,29,92,229,229,97,156
43,53,9,-48,17,31,19,82,214,219,82,151
48,53,4,-51,21,29,9,78,204,214,53,141
43,53,9,-48,17,31,9,73,204,214,48,146
48,39,-9,-43,29,14,9,78,219,209,29,136
53,34,-19,-43,36,7,14,102,244,219,34,141
43,34,-9,-39,26,12,24,102,253,224,43,156
48,48,0,-48,24,24,19,97,258,229,39,161
58,53,-4,-56,31,24,14,102,268,244,39,165
58,63,4,-61,26,34,0,102,268,244,29,156
53,63,9,-58,21,36,-9,97,263,239,-4,136
58,68,9,-63,24,39,-4,112,278,248,-9,141
63,63,0,-63,31,31,0,107,287,258,0,146
68,73,4,-70,31,39,0,112,302,263,0,146
53,68,14,-61,19,41,-4,122,317,273,9,161
39,63,24,-51,7,43,0,126,322,283,19,165
48,78,29,-63,9,53,-4,122,331,297,29,165
63,97,34,-80,14,65,-14,117,317,283,19,161
68,92,24,-80,21,58,-24,126,317,273,9,156
73,97,24,-85,24,61,-24,112,317,283,24,165
82,107,24,-95,29,65,-19,122,326,273,34,170
97,107,9,-102,43,58,-19,136,351,278,39,185
97,97,0,-97,48,48,-19,151,375,302,53,219
97,102,4,-100,46,53,-19,151,390,322,73,239
97,97,0,-97,48,48,-24,151,395,322,82,248
107,117,9,-112,48,63,-34,151,409,331,97,253
117,136,19,-126,48,78,-34,151,409,341,117,268
131,151,19,-141,56,85,-43,156,424,361,131,283
126,156,29,-141,48,92,-48,161,424,375,156,287
122,146,24,-134,48,85,-43,175,439,400,195,302
92,141,48,-117,21,95,-39,185,458,414,234,322
102,141,39,-122,31,90,-43,190,478,424,263,346
107,151,43,-129,31,97,-43,200,492,439,283,356
122,170,48,-146,36,109,-53,190,492,453,287,346
122,180,58,-151,31,119,-58,190,497,463,307,356
126,185,58,-156,34,122,-63,195,507,478,322,366
126,200,73,-163,26,136,-63,204,517,492,331,366
126,190,63,-158,31,126,-53,209,536,512,356,385
122,190,68,-156,26,129,-48,204,541,517,380,400
