I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-78,-107,-29,92,-24,-68,-175,-107,-165,-136,-117,-97
-78,-107,-29,92,-24,-68,-175,-107,-165,-136,-117,-97
-78,-107,-29,92,-24,-68,-175,-107,-165,-136,-117,-97
-78,-107,-29,92,-24,-68,-175,-107,-165,-136,-117,-97
-92,-117,-24,104,-34,-70,-165,-92,-156,-151,-131,-112
-97,-117,-19,107,-39,-68,-156,-87,-156,-156,-146,-126
-102,-117,-14,109,-43,-65,-146,-82,-156,-161,-161,-141
-107,-117,-9,112,-48,-63,-136,-78,-156,-165,-175,-156
-107,-126,-19,117,-43,-73,-131,-73,-156,-180,-180,-170
-107,-126,-19,117,-43,-73,-126,-68,-156,-185,-185,-175
-107,-126,-19,117,-43,-73,-122,-63,-156,-190,-190,-180
-107,-126,-19,117,-43,-73,-117,-58,-156,-195,-195,-185
-112,-136,-24,124,-43,-80,-117,-48,-156,-185,-204,-190
-117,-136,-19,126,-48,-78,-117,-48,-156,-185,-204,-195
-122,-136,-14,129,-53,-75,-117,-48,-156,-185,-204,-200
-126,-136,-9,131,-58,-73,-117,-48,-156,-185,-204,-204
-126,-136,-9,131,-58,-73,-112,-39,-151,-185,-195,-195
-126,-136,-9,131,-58,-73,-107,-39,-146,-185,-195,-195
-126,-136,-9,131,-58,-73,-102,-39,-141,-185,-195,-195
-126,-136,-9,131,-58,-73,-97,-39,-136,-185,-195,-195
-117,-136,-19,126,-48,-78,-107,-39,-136,-175,-204,-195
-117,-136,-19,126,-48,-78,-107,-39,-136,-175,-204,-195
-117,-136,-19,126,-48,-78,-107,-39,-136,-175,-204,-195
-117,-136,-19,126,-48,-78,-107,-39,-136,-175,-204,-195
-126,-136,-9,131,-58,-73,-97,-39,-136,-165,-195,-195
-126,-136,-9,131,-58,-73,-97,-39,-136,-165,-195,-195
-126,-136,-9,131,-58,-73,-97,-39,-136,-165,-195,-195
-126,-136,-9,131,-58,-73,-97,-39,-136,-165,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-126,-175,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-126,-175,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-126,-175,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-126,-175,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-126,-165,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-126,-165,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-126,-165,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-126,-165,-195,-195
-117,-136,-19,126,-48,-78,-97,-29,-122,-156,-204,-195
-117,-136,-19,126,-48,-78,-97,-29,-117,-156,-204,-195
-117,-136,-19,126,-48,-78,-97,-29,-112,-156,-204,-195
-117,-136,-19,126,-48,-78,-97,-29,-107,-156,-204,-195
-117,-136,-19,126,-48,-78,-97,-19,-97,-146,-200,-195
-117,-136,-19,126,-48,-78,-97,-19,-97,-146,-195,-195
-117,-136,-19,126,-48,-78,-97,-19,-97,-146,-190,-195
-117,-136,-19,126,-48,-78,-97,-19,-97,-146,-185,-195
-117,-136,-19,126,-48,-78,-97,-19,-87,-136,-185,-195
-117,-136,-19,126,-48,-78,-97,-19,-87,-136,-185,-195
-117,-136,-19,126,-48,-78,-97,-19,-87,-136,-185,-195
-117,-136,-19,126,-48,-78,-97,-19,-87,-136,-185,-195
-107,-136,-29,122,-39,-82,-97,-9,-78,-126,-175,-185
-107,-136,-29,122,-39,-82,-97,-9,-78,-126,-175,-185
-107,-136,-29,122,-39,-82,-97,-9,-78,-126,-175,-185
-107,-136,-29,122,-39,-82,-97,-9,-78,-126,-175,-185
-97,-126,-29,112,-34,-78,-97,0,-73,-122,-165,-175
-97,-126,-29,112,-34,-78,-97,0,-68,-117,-165,-175
-97,-126,-29,112,-34,-78,-97,0,-63,-112,-165,-175
-97,-126,-29,112,-34,-78,-97,0,-58,-107,-165,-175
-97,-136,-39,117,-29,-87,-97,9,-53,-102,-156,-165
-97,-136,-39,117,-29,-87,-97,9,-48,-97,-156,-165
-97,-136,-39,117,-29,-87,-97,9,-43,-92,-156,-165
