I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
107,78,-29,-92,68,24,-68,48,0,29,19,29
107,78,-29,-92,68,24,-68,48,0,29,19,29
107,78,-29,-92,68,24,-68,48,0,29,19,29
107,78,-29,-92,68,24,-68,48,0,29,19,29
97,68,-29,-82,63,19,-63,58,0,29,29,29
97,68,-29,-82,63,19,-58,58,0,29,29,29
97,68,-29,-82,63,19,-53,58,0,29,29,29
97,68,-29,-82,63,19,-48,58,0,29,29,29
87,53,-34,-70,61,9,-39,48,-9,24,24,14
87,48,-39,-68,63,4,-39,48,-9,19,19,9
87,43,-43,-65,65,0,-39,48,-9,14,14,4
87,39,-48,-63,68,-4,-39,48,-9,9,9,0
78,39,-39,-58,58,0,-34,58,-9,9,9,9
78,39,-39,-58,58,0,-29,58,-9,9,9,9
78,39,-39,-58,58,0,-24,58,-9,9,9,9
78,39,-39,-58,58,0,-19,58,-9,9,9,9
63,29,-34,-46,48,-2,-14,58,0,4,0,4
58,29,-29,-43,43,0,-9,58,0,0,0,0
53,29,-24,-41,39,2,-4,58,0,-4,0,-4
48,29,-19,-39,34,4,0,58,0,-9,0,-9
39,19,-19,-29,29,0,-9,48,-4,-19,-4,-24
39,19,-19,-29,29,0,-9,48,-9,-19,-9,-29
39,19,-19,-29,29,0,-9,48,-14,-19,-14,-34
39,19,-19,-29,29,0,-9,48,-19,-19,-19,-39
39,24,-14,-31,26,4,-4,58,-4,-4,-14,-24
39,29,-9,-34,24,9,0,58,0,0,-9,-19
39,34,-4,-36,21,14,4,58,4,4,-4,-14
39,39,0,-39,19,19,9,58,9,9,0,-9
39,24,-14,-31,26,4,9,58,4,0,0,0
39,19,-19,-29,29,0,9,58,0,0,0,0
39,14,-24,-26,31,-4,9,58,-4,0,0,0
39,9,-29,-24,34,-9,9,58,-9,0,0,0
53,9,-43,-31,48,-17,9,48,-19,-14,-4,-9
58,9,-48,-34,53,-19,9,48,-19,-19,-9,-9
63,9,-53,-36,58,-21,9,48,-19,-24,-14,-9
68,9,-58,-39,63,-24,9,48,-19,-29,-19,-9
68,9,-58,-39,63,-24,0,39,-29,-39,-34,-19
68,9,-58,-39,63,-24,0,39,-29,-39,-39,-29
68,9,-58,-39,63,-24,0,39,-29,-39,-43,-39
68,9,-58,-39,63,-24,0,39,-29,-39,-48,-48
48,24,-24,-36,36,0,9,48,-19,-34,-34,-43
39,29,-9,-34,24,9,9,48,-19,-29,-29,-39
