I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-68,-19,48,43,-58,14,68,97,107,58,0,-58
-68,-19,48,43,-58,14,68,97,107,58,0,-58
-68,-19,48,43,-58,14,68,97,107,58,0,-58
-68,-19,48,43,-58,14,68,97,107,58,0,-58
-68,-19,48,43,-58,14,68,97,107,48,0,-58
-68,-19,48,43,-58,14,68,97,107,48,0,-58
-68,-19,48,43,-58,14,68,97,107,48,0,-58
-68,-19,48,43,-58,14,68,97,107,48,0,-58
-68,-19,48,43,-58,14,63,87,97,48,0,-58
-68,-19,48,43,-58,14,58,87,97,48,0,-58
-68,-19,48,43,-58,14,53,87,97,48,0,-58
-68,-19,48,43,-58,14,48,87,97,48,0,-58
-68,-19,48,43,-58,14,58,97,97,39,0,-68
-68,-19,48,43,-58,14,58,97,97,39,0,-68
-68,-19,48,43,-58,14,58,97,97,39,0,-68
-68,-19,48,43,-58,14,58,97,97,39,0,-68
-58,-19,39,39,-48,9,58,87,97,48,9,-58
-58,-19,39,39,-48,9,58,87,97,48,9,-58
-58,-19,39,39,-48,9,58,87,97,48,9,-58
-58,-19,39,39,-48,9,58,87,97,48,9,-58
-48,-19,29,34,-39,4,48,87,97,48,0,-58
-48,-19,29,34,-39,4,48,87,97,48,0,-58
-48,-19,29,34,-39,4,48,87,97,48,0,-58
-48,-19,29,34,-39,4,48,87,97,48,0,-58
-48,-9,39,29,-43,14,48,97,97,39,9,-58
-48,-9,39,29,-43,14,48,97,97,39,9,-58
-48,-9,39,29,-43,14,48,97,97,39,9,-58
-48,-9,39,29,-43,14,48,97,97,39,9,-58
-58,-9,48,34,-53,19,39,107,97,48,9,-48
-58,-9,48,34,-53,19,39,107,97,48,9,-48
-58,-9,48,34,-53,19,39,107,97,48,9,-48
-58,-9,48,34,-53,19,39,107,97,48,9,-48
-58,-19,39,39,-48,9,48,107,97,48,19,-48
-58,-19,39,39,-48,9,48,107,97,48,19,-48
-58,-19,39,39,-48,9,48,107,97,48,19,-48
-58,-19,39,39,-48,9,48,107,97,48,19,-48
-48,-19,29,34,-39,4,39,102,87,48,9,-48
-48,-19,29,34,-39,4,39,97,87,48,9,-48
-48,-19,29,34,-39,4,39,92,87,48,9,-48
-48,-19,29,34,-39,4,39,87,87,48,9,-48
-39,-19,19,29,-29,0,48,97,87,48,9,-48
-39,-19,19,29,-29,0,48,97,87,48,9,-48
-39,-19,19,29,-29,0,48,97,87,48,9,-48
-39,-19,19,29,-29,0,48,97,87,48,9,-48
-48,-19,29,34,-39,4,39,97,87,48,9,-48
-48,-19,29,34,-39,4,39,97,87,48,9,-48
-48,-19,29,34,-39,4,39,97,87,48,9,-48
-48,-19,29,34,-39,4,39,97,87,48,9,-48
-48,-9,39,29,-43,14,39,87,87,48,19,-48
-48,-9,39,29,-43,14,39,87,87,48,19,-48
-48,-9,39,29,-43,14,39,87,87,48,19,-48
-48,-9,39,29,-43,14,39,87,87,48,19,-48
-39,-19,19,29,-29,0,48,97,97,58,19,-48
-39,-19,19,29,-29,0,48,97,97,58,19,-48
-39,-19,19,29,-29,0,48,97,97,58,19,-48
-39,-19,19,29,-29,0,48,97,97,58,19,-48
-39,-19,19,29,-29,0,39,87,87,48,19,-48
-39,-19,19,29,-29,0,39,87,87,48,19,-48
-39,-19,19,29,-29,0,39,87,87,48,19,-48
-39,-19,19,29,-29,0,39,87,87,48,19,-48
-39,-19,19,29,-29,0,39,87,87,48,19,-48
-39,-19,19,29,-29,0,39,87,87,48,19,-48
-39,-19,19,29,-29,0,39,87,87,48,19,-48
-39,-19,19,29,-29,0,39,87,87,48,19,-48
-39,-9,29,24,-34,9,29,87,87,48,19,-48
-39,-9,29,24,-34,9,29,87,87,48,19,-48
-39,-9,29,24,-34,9,29,87,87,48,19,-48
-39,-9,29,24,-34,9,29,87,87,48,19,-48
-29,-9,19,19,-24,4,29,87,78,48,9,-48
-29,-9,19,19,-24,4,29,87,78,48,9,-48
-29,-9,19,19,-24,4,29,87,78,48,9,-48
-29,-9,19,19,-24,4,29,87,78,48,9,-48
-39,-19,19,29,-29,0,39,97,87,48,19,-48
-39,-19,19,29,-29,0,39,97,87,48,19,-48
-39,-19,19,29,-29,0,39,97,87,48,19,-48
