I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
107,136,29,-122,39,82,-19,58,97,97,87,78
107,136,29,-122,39,82,-19,58,97,97,87,78
107,136,29,-122,39,82,-19,58,97,97,87,78
107,136,29,-122,39,82,-19,58,97,97,87,78
102,122,19,-112,41,70,-9,53,87,92,73,63
97,117,19,-107,39,68,-9,48,87,87,68,58
92,112,19,-102,36,65,-9,43,87,82,63,53
87,107,19,-97,34,63,-9,39,87,78,58,48
78,92,14,-85,31,53,-4,29,73,63,43,34
68,87,19,-78,24,53,0,29,68,58,39,29
58,82,24,-70,17,53,4,29,63,53,34,24
48,78,29,-63,9,53,9,29,58,48,29,19
43,68,24,-56,9,46,0,24,48,43,24,14
39,68,29,-53,4,48,0,19,48,39,19,9
34,68,34,-51,0,51,0,14,48,34,14,4
29,68,39,-48,-4,53,0,9,48,29,9,0
24,53,29,-39,-2,41,9,0,39,19,0,-4
19,48,29,-34,-4,39,9,0,39,19,0,-9
14,43,29,-29,-7,36,9,0,39,19,0,-14
9,39,29,-24,-9,34,9,0,39,19,0,-19
4,29,24,-17,-9,26,9,-9,29,9,-4,-19
0,29,29,-14,-14,29,9,-9,29,9,-9,-19
-4,29,34,-12,-19,31,9,-9,29,9,-14,-19
-9,29,39,-9,-24,34,9,-9,29,9,-19,-19
-19,24,43,-2,-31,34,0,-19,19,0,-29,-29
-19,19,39,0,-29,29,0,-19,19,0,-29,-29
-19,14,34,2,-26,24,0,-19,19,0,-29,-29
-19,9,29,4,-24,19,0,-19,19,0,-29,-29
-19,9,29,4,-24,19,9,-19,19,0,-29,-29
-19,9,29,4,-24,19,9,-19,19,0,-29,-29
-19,9,29,4,-24,19,9,-19,19,0,-29,-29
-19,9,29,4,-24,19,9,-19,19,0,-29,-29
-4,24,29,-9,-17,26,19,-9,29,0,-29,-29
0,29,29,-14,-14,29,19,-9,29,0,-29,-29
4,34,29,-19,-12,31,19,-9,29,0,-29,-29
9,39,29,-24,-9,34,19,-9,29,0,-29,-29
19,48,29,-34,-4,39,19,-9,29,0,-19,-19
19,48,29,-34,-4,39,19,-9,29,0,-19,-19
19,48,29,-34,-4,39,19,-9,29,0,-19,-19
19,48,29,-34,-4,39,19,-9,29,0,-19,-19
9,39,29,-24,-9,34,14,-14,24,-9,-24,-24
0,29,29,-14,-14,29,9,-19,19,-9,-29,-29
-9,19,29,-4,-19,24,4,-24,14,-9,-34,-34
-19,9,29,4,-24,19,0,-29,9,-9,-39,-39
-29,4,34,12,-31,19,9,-19,9,-19,-48,-39
-29,0,29,14,-29,14,9,-19,9,-19,-48,-39
-29,-4,24,17,-26,9,9,-19,9,-19,-48,-39
-29,-9,19,19,-24,4,9,-19,9,-19,-48,-39
-19,-4,14,12,-17,4,9,-19,9,-19,-39,-29
-19,0,19,9,-19,9,9,-19,9,-19,-39,-29
-19,4,24,7,-21,14,9,-19,9,-19,-39,-29
-19,9,29,4,-24,19,9,-19,9,-19,-39,-29
-9,9,19,0,-14,14,9,-19,9,-9,-39,-39
-9,9,19,0,-14,14,9,-19,9,-9,-39,-39
-9,9,19,0,-14,14,9,-19,9,-9,-39,-39
-9,9,19,0,-14,14,9,-19,9,-9,-39,-39
-9,9,19,0,-14,14,9,-19,19,-9,-39,-29
-9,9,19,0,-14,14,9,-19,19,-9,-39,-29
-9,9,19,0,-14,14,9,-19,19,-9,-39,-29
-9,9,19,0,-14,14,9,-19,19,-9,-39,-29
