I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-19,-9,9,14,-14,0,-19,19,29,9,-9,-29
-19,-9,9,14,-14,0,-19,19,29,9,-9,-29
-19,-9,9,14,-14,0,-19,19,29,9,-9,-29
-19,-9,9,14,-14,0,-19,19,29,9,-9,-29
-19,-9,9,14,-14,0,-29,9,19,0,-19,-29
-19,-9,9,14,-14,0,-29,9,19,0,-19,-29
-19,-9,9,14,-14,0,-29,9,19,0,-19,-29
-19,-9,9,14,-14,0,-29,9,19,0,-19,-29
-24,-14,9,19,-17,-2,-29,9,19,0,-19,-29
-29,-19,9,24,-19,-4,-29,9,19,0,-19,-29
-34,-24,9,29,-21,-7,-29,9,19,0,-19,-29
-39,-29,9,34,-24,-9,-29,9,19,0,-19,-29
-29,-24,4,26,-17,-9,-29,19,29,9,-9,-29
-29,-19,9,24,-19,-4,-29,19,29,9,-9,-29
-29,-14,14,21,-21,0,-29,19,29,9,-9,-29
-29,-9,19,19,-24,4,-29,19,29,9,-9,-29
-29,-9,19,19,-24,4,-19,19,39,9,-9,-19
-29,-9,19,19,-24,4,-19,19,39,9,-9,-19
-29,-9,19,19,-24,4,-19,19,39,9,-9,-19
-29,-9,19,19,-24,4,-19,19,39,9,-9,-19
-29,0,29,14,-29,14,-19,9,48,19,-9,-19
-29,0,29,14,-29,14,-19,9,48,19,-9,-19
-29,0,29,14,-29,14,-19,9,48,19,-9,-19
-29,0,29,14,-29,14,-19,9,48,19,-9,-19
-29,4,34,12,-31,19,-9,19,58,29,0,-19
-29,9,39,9,-34,24,-9,19,58,29,0,-19
-29,14,43,7,-36,29,-9,19,58,29,0,-19
-29,19,48,4,-39,34,-9,19,58,29,0,-19
-14,34,48,-9,-31,41,0,29,63,34,4,-14
-9,39,48,-14,-29,43,0,29,68,39,9,-9
-4,43,48,-19,-26,46,0,29,73,43,14,-4
0,48,48,-24,-24,48,0,29,78,48,19,0
4,53,48,-29,-21,51,-4,29,87,48,29,9
9,58,48,-34,-19,53,-9,29,87,48,29,9
14,63,48,-39,-17,56,-14,29,87,48,29,9
19,68,48,-43,-14,58,-19,29,87,48,29,9
29,73,43,-51,-7,58,-29,29,92,53,39,19
29,78,48,-53,-9,63,-29,29,97,58,39,19
29,87,58,-58,-14,73,-34,29,102,63,39,19
24,92,68,-58,-21,80,-34,24,107,68,39,19
24,78,53,-51,-14,65,-39,4,97,63,34,19
24,73,48,-48,-12,61,-43,4,92,63,29,14
34,68,34,-51,0,51,-53,0,92,53,29,14
34,63,29,-48,2,46,-58,-4,78,53,29,14
14,53,39,-34,-12,46,-68,-4,87,53,29,14
14,53,39,-34,-12,46,-68,-4,92,58,29,14
24,68,43,-46,-9,56,-68,-4,92,58,39,24
39,78,39,-58,0,58,-73,-4,97,68,48,29
39,92,53,-65,-7,73,-68,-14,92,63,53,29
53,107,53,-80,0,80,-73,-19,97,73,58,34
53,112,58,-82,-2,85,-73,-19,97,78,63,39
53,112,58,-82,-2,85,-73,-14,97,78,63,43
53,112,58,-82,-2,85,-68,-4,97,87,53,43
48,112,63,-80,-7,87,-68,0,97,87,63,43
48,107,58,-78,-4,82,-68,0,97,82,53,39
48,107,58,-78,-4,82,-73,-9,97,78,53,39
53,107,53,-80,0,80,-73,-19,87,78,58,43
58,107,48,-82,4,78,-78,-24,78,73,53,43
63,107,43,-85,9,75,-78,-24,73,68,53,43
73,107,34,-90,19,70,-73,-24,73,68,53,43
73,97,24,-85,24,61,-82,-29,73,63,48,34
68,87,19,-78,24,53,-78,-24,73,63,48,34
58,78,19,-68,19,48,-73,-24,68,53,39,34
48,63,14,-56,17,39,-73,-24,58,43,29,29
48,34,-14,-41,31,9,-82,-24,43,34,19,14
48,19,-29,-34,39,-4,-73,-19,34,19,14,9
43,9,-34,-26,39,-12,-63,-14,34,19,4,4
24,0,-24,-12,24,-12,-63,-14,34,14,4,-4
9,0,-9,-4,9,-4,-63,-14,34,0,-9,-14
0,0,0,0,0,0,-58,-14,29,-4,-14,-19
-9,-14,-4,12,-2,-9,-53,-14,29,-9,-19,-24
-24,-19,4,21,-14,-7,-48,-14,29,-9,-24,-24
-34,-19,14,26,-24,-2,-43,-4,43,0,-19,-19
-34,-19,14,26,-24,-2,-39,-4,43,0,-19,-19
-34,-19,14,26,-24,-2,-34,0,43,0,-14,-19
-34,-24,9,29,-21,-7,-34,0,39,0,-4,-29
-29,-34,-4,31,-12,-19,-34,0,34,-4,-14,-29
-29,-34,-4,31,-12,-19,-34,0,34,-9,-29,-34
-29,-34,-4,31,-12,-19,-34,0,34,-14,-29,-34
-39,-39,0,39,-19,-19,-29,0,34,-14,-34,-34
-58,-48,9,53,-34,-19,-29,0,29,-14,-34,-48
-58,-53,4,56,-31,-24,-29,0,29,-14,-34,-53
-53,-53,0,53,-26,-26,-29,4,29,-14,-34,-53
-48,-48,0,48,-24,-24,-24,4,29,-19,-39,-53
-39,-39,0,39,-19,-19,-19,4,19,-19,-39,-58
-43,-43,0,43,-21,-21,-19,4,19,-19,-39,-58
-43,-43,0,43,-21,-21,-19,9,19,-19,-39,-58
-43,-43,0,43,-21,-21,-19,9,19,-19,-39,-58
-53,-53,0,53,-26,-26,-19,9,29,-19,-39,-48
-53,-58,-4,56,-24,-31,-19,9,29,-19,-39,-48
-53,-58,-4,56,-24,-31,-19,9,29,-19,-39,-48
-53,-63,-9,58,-21,-36,-19,9,29,-19,-39,-53
-63,-73,-9,68,-26,-41,-19,14,29,-19,-39,-63
-68,-68,0,68,-34,-34,-14,14,29,-19,-39,-63
-58,-63,-4,61,-26,-34,-14,14,29,-19,-39,-63
-63,-63,0,63,-31,-31,-14,14,34,-19,-39,-63
-63,-53,9,58,-36,-21,-14,14,34,-24,-39,-53
-68,-53,14,61,-41,-19,-14,9,34,-24,-39,-53
-68,-58,9,63,-39,-24,-14,9,34,-24,-39,-53
-68,-58,9,63,-39,-24,-14,14,34,-24,-39,-53
-58,-58,0,58,-29,-29,-9,14,24,-19,-39,-63
-63,-63,0,63,-31,-31,-9,14,19,-19,-39,-63
-63,-63,0,63,-31,-31,-14,14,19,-19,-39,-63
-58,-58,0,58,-29,-29,-14,14,24,-19,-34,-63
-68,-58,9,63,-39,-24,-4,24,34,-19,-34,-53
-48,-48,0,48,-24,-24,-4,24,34,-19,-34,-53
-53,-53,0,53,-26,-26,-9,19,34,-9,-39,-53
-63,-63,0,63,-31,-31,-4,24,34,-9,-39,-53
-78,-68,9,73,-43,-29,0,34,43,-9,-48,-58
-82,-63,19,73,-51,-21,9,48,43,-14,-48,-68
-78,-63,14,70,-46,-24,29,58,53,-14,-53,-73
-112,-68,43,90,-78,-12,48,68,68,-14,-63,-87
-141,-78,63,109,-102,-7,58,87,87,4,-63,-87
-131,-63,68,97,-100,2,78,92,107,29,-58,-87
-117,-43,73,80,-95,14,78,97,131,53,-34,-63
-107,-19,87,63,-97,34,68,107,151,87,4,-39
-73,4,78,34,-75,41,53,107,180,131,48,9
-9,39,48,-14,-29,43,39,122,209,195,122,63
43,68,24,-56,9,46,39,156,244,273,209,136
102,92,-9,-97,56,41,39,195,283,346,292,195
190,117,-73,-153,131,21,29,224,307,405,375,273
278,151,-126,-214,202,12,-4,214,312,463,468,356
370,195,-175,-283,273,9,-68,175,312,522,580,463
463,258,-204,-361,334,26,-141,117,312,570,692,580
546,317,-229,-431,387,43,-219,39,278,610,775,683
649,395,-253,-522,451,70,-322,-73,248,639,873,785
756,488,-268,-622,512,109,-419,-180,219,673,961,888
834,551,-283,-692,558,134,-522,-278,161,663,1019,961
863,541,-322,-702,592,109,-575,-361,87,580,971,936
834,448,-385,-641,610,31,-556,-390,-9,390,805,824
751,351,-400,-551,575,-24,-541,-458,-146,209,629,678
624,292,-331,-458,478,-19,-600,-610,-268,68,463,561
468,219,-248,-344,358,-14,-658,-766,-405,-112,248,405
307,112,-195,-209,251,-41,-692,-888,-541,-326,-9,200
175,-9,-185,-82,180,-97,-707,-951,-644,-497,-204,29
112,-112,-224,0,168,-168,-707,-971,-697,-590,-312,-78
87,-180,-268,46,178,-224,-697,-956,-736,-644,-366,-151
53,-248,-302,97,178,-275,-673,-917,-761,-697,-424,-219
24,-317,-341,146,183,-329,-624,-868,-775,-732,-463,-273
-9,-351,-341,180,165,-346,-570,-790,-751,-712,-478,-292
-29,-322,-292,175,131,-307,-502,-697,-668,-653,-458,-278
-58,-273,-214,165,78,-244,-424,-614,-575,-585,-419,-268
-78,-234,-156,156,39,-195,-375,-527,-488,-517,-385,-244
-87,-214,-126,151,19,-170,-346,-468,-424,-444,-331,-219
-73,-165,-92,119,9,-129,-336,-409,-356,-366,-273,-185
-39,-102,-63,70,12,-82,-297,-351,-283,-287,-209,-141
-34,-58,-24,46,-4,-41,-273,-292,-219,-224,-156,-97
-14,-43,-29,29,7,-36,-244,-239,-165,-175,-122,-78
0,-24,-24,12,12,-24,-190,-165,-122,-131,-97,-63
9,-24,-34,7,21,-29,-141,-112,-92,-112,-87,-58
9,-29,-39,9,24,-34,-117,-73,-73,-102,-82,-58
-9,-48,-39,29,14,-43,-87,-43,-58,-87,-78,-68
-29,-58,-29,43,0,-43,-73,-24,-34,-73,-68,-63
-39,-48,-9,43,-14,-29,-58,-24,-24,-58,-53,-53
-34,-39,-4,36,-14,-21,-58,-19,-4,-48,-43,-48
-43,-48,-4,46,-19,-26,-48,-19,4,-48,-43,-48
-53,-39,14,46,-34,-12,-43,-4,9,-43,-43,-58
-53,-39,14,46,-34,-12,-34,4,9,-43,-48,-58
-48,-39,9,43,-29,-14,-24,14,9,-39,-48,-58
-48,-43,4,46,-26,-19,-14,29,14,-34,-48,-58
-53,-53,0,53,-26,-26,-14,29,19,-29,-48,-48
-48,-53,-4,51,-21,-29,-19,29,19,-24,-48,-53
-39,-48,-9,43,-14,-29,-19,29,24,-19,-39,-53
-34,-48,-14,41,-9,-31,-14,29,34,-14,-39,-48
-34,-43,-9,39,-12,-26,0,39,39,-24,-29,-48
-34,-43,-9,39,-12,-26,0,43,39,-24,-34,-43
-34,-43,-9,39,-12,-26,4,48,39,-24,-34,-43
-34,-43,-9,39,-12,-26,9,53,39,-19,-34,-48
-34,-34,0,34,-17,-17,4,43,39,-19,-39,-48
-39,-34,4,36,-21,-14,4,43,43,-19,-39,-48
-39,-34,4,36,-21,-14,0,48,43,-14,-39,-48
-39,-34,4,36,-21,-14,0,48,48,-14,-34,-43
-34,-43,-9,39,-12,-26,9,53,39,-14,-29,-53
-34,-43,-9,39,-12,-26,9,53,39,-9,-29,-53
-34,-43,-9,39,-12,-26,9,58,39,-9,-34,-53
-34,-43,-9,39,-12,-26,9,63,39,-14,-39,-53
-39,-43,-4,41,-17,-24,4,63,48,-14,-29,-53
-39,-39,0,39,-19,-19,9,63,53,-14,-29,-53
-43,-39,4,41,-24,-17,9,63,53,-14,-29,-53
-43,-39,4,41,-24,-17,4,63,53,-14,-29,-53
-43,-39,4,41,-24,-17,14,63,53,-9,-24,-43
-43,-39,4,41,-24,-17,14,63,53,-9,-24,-43
-43,-39,4,41,-24,-17,14,63,53,-9,-24,-39
-34,-39,-4,36,-14,-21,14,68,53,-9,-24,-39
-34,-29,4,31,-19,-12,9,58,53,0,-24,-43
-43,-29,14,36,-29,-7,9,58,53,-4,-29,-43
-43,-29,14,36,-29,-7,9,58,53,-4,-29,-43
-43,-29,14,36,-29,-7,9,58,53,0,-24,-39
-39,-29,9,34,-24,-9,19,63,63,0,-24,-29
-24,-29,-4,26,-9,-17,19,63,63,-4,-24,-34
-19,-29,-9,24,-4,-19,19,68,63,-4,-24,-34
-19,-29,-9,24,-4,-19,19,78,63,0,-24,-34
-29,-29,0,29,-14,-14,19,68,53,-9,-24,-43
-24,-24,0,24,-12,-12,19,68,58,-9,-24,-39
-24,-24,0,24,-12,-12,19,68,58,-4,-19,-39
-29,-24,4,26,-17,-9,19,68,58,-4,-19,-43
-43,-39,4,41,-24,-17,14,68,53,-9,-24,-53
-43,-48,-4,46,-19,-26,9,68,53,-9,-24,-53
-43,-39,4,41,-24,-17,4,68,53,-9,-24,-53
-24,-24,0,24,-12,-12,0,68,53,-4,-24,-53
-34,-34,0,34,-17,-17,9,58,53,-4,-24,-43
-39,-39,0,39,-19,-19,9,58,53,-9,-24,-43
-39,-39,0,39,-19,-19,9,58,53,-9,-24,-43
-34,-34,0,34,-17,-17,9,63,53,-9,-24,-43
-29,-24,4,26,-17,-9,9,73,53,-9,-34,-53
-29,-29,0,29,-14,-14,9,73,53,-9,-34,-58
-24,-29,-4,26,-9,-17,9,73,53,-9,-34,-58
-19,-24,-4,21,-7,-14,14,78,53,-9,-34,-53
-29,-34,-4,31,-12,-19,14,78,53,-9,-24,-43
-24,-34,-9,29,-7,-21,14,78,53,-9,-24,-43
-24,-34,-9,29,-7,-21,14,73,53,-9,-24,-43
-24,-34,-9,29,-7,-21,9,73,53,-9,-24,-43
-24,-24,0,24,-12,-12,9,78,43,-9,-24,-53
-24,-24,0,24,-12,-12,9,78,43,-9,-24,-53
-24,-24,0,24,-12,-12,9,78,43,-9,-24,-53
-24,-24,0,24,-12,-12,9,78,43,-9,-24,-53
-34,-34,0,34,-17,-17,19,78,53,-9,-24,-43
-34,-34,0,34,-17,-17,19,78,53,-9,-24,-43
-34,-39,-4,36,-14,-21,19,78,53,-9,-29,-43
-39,-39,0,39,-19,-19,19,78,53,-9,-29,-43
-29,-34,-4,31,-12,-19,9,78,53,-9,-29,-43
-24,-34,-9,29,-7,-21,9,78,53,-9,-29,-43
-24,-34,-9,29,-7,-21,9,82,53,-9,-29,-43
-19,-34,-14,26,-2,-24,9,82,53,-9,-29,-48
-19,-24,-4,21,-7,-14,9,82,53,-9,-29,-48
-24,-24,0,24,-12,-12,9,87,53,-9,-29,-43
-24,-24,0,24,-12,-12,9,87,53,-9,-29,-43
-24,-24,0,24,-12,-12,9,87,53,-9,-29,-43
-14,-24,-9,19,-2,-17,19,87,63,0,-29,-43
-14,-24,-9,19,-2,-17,19,87,63,0,-29,-43
-14,-24,-9,19,-2,-17,19,87,63,0,-29,-43
-14,-24,-9,19,-2,-17,19,87,63,0,-29,-43
-4,-9,-4,7,0,-7,24,92,63,0,-29,-43
0,-4,-4,2,2,-4,24,92,68,0,-29,-43
4,0,-4,-2,4,-2,24,92,68,0,-29,-43
4,4,0,-4,2,2,24,92,63,0,-29,-43
-9,-9,0,9,-4,-4,14,92,58,-9,-29,-43
-9,-14,-4,12,-2,-9,14,97,58,-9,-19,-39
-9,-14,-4,12,-2,-9,14,97,53,-4,-19,-39
-14,-14,0,14,-7,-7,14,97,53,-4,-19,-39
-4,-4,0,4,-2,-2,4,97,53,-4,-19,-39
-9,-4,4,7,-7,0,4,92,53,-4,-19,-39
-9,-9,0,9,-4,-4,4,92,53,-4,-19,-34
-9,-9,0,9,-4,-4,4,97,48,-4,-14,-34
4,9,4,-7,0,7,14,97,58,9,-14,-24
4,9,4,-7,0,7,14,97,58,9,-14,-24
4,9,4,-7,0,7,9,102,58,9,-14,-19
4,19,14,-12,-4,17,4,102,63,9,-9,-19
19,19,0,-19,9,9,-4,102,53,9,-4,-24
19,19,0,-19,9,9,-4,102,58,9,0,-19
19,24,4,-21,7,14,-4,97,58,9,0,-19
19,34,14,-26,2,24,-9,97,58,9,4,-14
24,34,9,-29,7,21,0,97,53,14,9,-9
24,34,9,-29,7,21,0,97,58,14,14,-4
19,29,9,-24,4,19,0,97,58,19,14,-4
19,29,9,-24,4,19,-9,92,53,19,14,0
19,39,19,-29,0,29,-14,82,53,14,9,0
19,39,19,-29,0,29,-24,82,58,14,14,9
19,43,24,-31,-2,34,-29,82,58,19,19,9
19,48,29,-34,-4,39,-39,82,58,19,19,14
19,43,24,-31,-2,34,-34,73,53,19,14,9
29,48,19,-39,4,34,-34,73,53,19,19,9
29,53,24,-41,2,39,-34,73,53,24,24,14
39,63,24,-51,7,43,-39,73,58,34,29,24
43,73,29,-58,7,51,-43,73,68,39,34,24
43,73,29,-58,7,51,-48,63,68,39,34,29
48,73,24,-61,12,48,-53,63,68,39,39,34
53,73,19,-63,17,46,-53,63,73,39,43,34
53,82,29,-68,12,56,-53,53,73,43,53,48
53,82,29,-68,12,56,-58,53,68,43,53,48
53,92,39,-73,7,65,-63,48,68,43,53,53
58,97,39,-78,9,68,-63,43,68,48,63,53
68,102,34,-85,17,68,-68,48,68,48,63,53
68,102,34,-85,17,68,-73,48,68,43,63,58
68,107,39,-87,14,73,-78,43,68,43,63,58
68,107,39,-87,14,73,-78,39,68,48,63,63
68,107,39,-87,14,73,-73,29,68,48,53,53
63,107,43,-85,9,75,-78,19,68,43,53,48
63,107,43,-85,9,75,-78,19,68,43,53,48
63,107,43,-85,9,75,-78,14,68,43,53,48
53,97,43,-75,4,70,-87,9,58,34,48,48
