I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-9,-204,-195,107,92,-200,48,146,-19,-136,-175,-165
-9,-204,-195,107,92,-200,48,146,-19,-136,-175,-165
-9,-204,-195,107,92,-200,48,146,-19,-136,-175,-165
-9,-204,-195,107,92,-200,48,146,-19,-136,-175,-165
34,-156,-190,61,112,-173,43,195,53,-53,-107,-107
68,-117,-185,24,126,-151,39,244,126,19,-48,-58
102,-78,-180,-12,141,-129,34,292,200,92,9,-9
136,-39,-175,-48,156,-107,29,341,273,165,68,39
185,39,-146,-112,165,-53,-4,331,317,273,190,141
234,117,-117,-175,175,0,-29,331,361,380,302,244
283,195,-87,-239,185,53,-53,331,405,488,414,346
331,273,-58,-302,195,107,-78,331,448,595,527,448
361,385,24,-373,168,204,-136,224,419,692,649,580
390,497,107,-444,141,302,-195,126,400,790,771,702
419,610,190,-514,114,400,-253,29,380,888,893,824
448,722,273,-585,87,497,-312,-68,361,985,1015,946
448,746,297,-597,75,522,-380,-185,239,966,1049,995
448,761,312,-605,68,536,-439,-292,117,956,1083,1044
448,775,326,-612,61,551,-497,-400,-4,946,1117,1093
448,790,341,-619,53,566,-556,-507,-126,936,1151,1141
395,624,229,-509,82,427,-566,-531,-297,717,956,995
341,458,117,-400,112,287,-566,-546,-468,507,771,849
287,292,4,-290,141,148,-566,-561,-639,297,585,702
234,126,-107,-180,170,9,-566,-575,-810,87,400,556
126,39,-87,-82,107,-24,-507,-634,-873,-87,219,390
29,-48,-78,9,53,-63,-458,-683,-936,-263,39,224
-68,-136,-68,102,0,-102,-409,-732,-1000,-439,-141,58
-165,-224,-58,195,-53,-141,-361,-780,-1063,-614,-322,-107
-146,-214,-68,180,-39,-141,-317,-697,-941,-561,-307,-126
-136,-204,-68,170,-34,-136,-283,-614,-819,-507,-302,-146
-126,-195,-68,161,-29,-131,-248,-531,-697,-453,-297,-165
-117,-185,-68,151,-24,-126,-214,-448,-575,-400,-292,-185
-92,-161,-68,126,-12,-114,-175,-351,-468,-331,-239,-151
-68,-146,-78,107,4,-112,-146,-263,-370,-263,-195,-126
-43,-131,-87,87,21,-109,-117,-175,-273,-195,-151,-102
-19,-117,-97,68,39,-107,-87,-87,-175,-126,-107,-78
-29,-102,-73,65,21,-87,-73,-68,-136,-107,-87,-68
-29,-87,-58,58,14,-73,-58,-48,-107,-87,-78,-58
-29,-73,-43,51,7,-58,-43,-29,-78,-68,-68,-48
-29,-58,-29,43,0,-43,-29,-9,-48,-48,-58,-39
-29,-68,-39,48,4,-53,-19,-14,-34,-43,-53,-39
-29,-68,-39,48,4,-53,-9,-19,-29,-39,-48,-39
-29,-68,-39,48,4,-53,0,-24,-24,-34,-43,-39
-29,-68,-39,48,4,-53,9,-29,-19,-29,-39,-39
-43,-68,-24,56,-9,-46,9,-39,-9,-39,-43,-39
-48,-68,-19,58,-14,-43,9,-39,-9,-39,-48,-39
-53,-68,-14,61,-19,-41,9,-39,-9,-39,-53,-39
-58,-68,-9,63,-24,-39,9,-39,-9,-39,-58,-39
-48,-63,-14,56,-17,-39,4,-39,-9,-29,-58,-39
-48,-58,-9,53,-19,-34,0,-39,-9,-29,-58,-39
-48,-53,-4,51,-21,-29,-4,-39,-9,-29,-58,-39
-48,-48,0,48,-24,-24,-9,-39,-9,-29,-58,-39
-48,-39,9,43,-29,-14,-4,-39,0,-39,-58,-39
-48,-39,9,43,-29,-14,0,-39,0,-39,-58,-39
-48,-39,9,43,-29,-14,4,-39,0,-39,-58,-39
-48,-39,9,43,-29,-14,9,-39,0,-39,-58,-39
-39,-39,0,39,-19,-19,0,-29,9,-34,-48,-29
-39,-39,0,39,-19,-19,-9,-29,9,-29,-48,-29
-39,-39,0,39,-19,-19,-19,-29,9,-24,-48,-29
-39,-39,0,39,-19,-19,-29,-29,9,-19,-48,-29
-39,-43,-4,41,-17,-24,-19,-29,19,-19,-39,-29
-39,-48,-9,43,-14,-29,-9,-29,19,-19,-39,-29
-39,-53,-14,46,-12,-34,0,-29,19,-19,-39,-29
-39,-58,-19,48,-9,-39,9,-29,19,-19,-39,-29
-39,-43,-4,41,-17,-24,4,-39,9,-29,-48,-39
-39,-39,0,39,-19,-19,0,-39,9,-29,-48,-39
-39,-34,4,36,-21,-14,-4,-39,9,-29,-48,-39
-39,-29,9,34,-24,-9,-9,-39,9,-29,-48,-39
-39,-34,4,36,-21,-14,-19,-24,14,-19,-39,-29
-39,-39,0,39,-19,-19,-19,-19,19,-19,-39,-29
-39,-43,-4,41,-17,-24,-19,-14,24,-19,-39,-29
-39,-48,-9,43,-14,-29,-19,-9,29,-19,-39,-29
-39,-43,-4,41,-17,-24,-29,-19,29,-19,-29,-29
-39,-39,0,39,-19,-19,-29,-19,29,-19,-29,-29
-39,-34,4,36,-21,-14,-29,-19,29,-19,-29,-29
-39,-29,9,34,-24,-9,-29,-19,29,-19,-29,-29
-29,-19,9,24,-19,-4,-14,-19,29,-9,-29,-29
-29,-19,9,24,-19,-4,-9,-19,29,-9,-29,-29
-29,-19,9,24,-19,-4,-4,-19,29,-9,-29,-29
-29,-19,9,24,-19,-4,0,-19,29,-9,-29,-29
-29,-19,9,24,-19,-4,9,-9,39,0,-29,-19
-29,-19,9,24,-19,-4,9,-9,39,0,-29,-19
-29,-19,9,24,-19,-4,9,-9,39,0,-29,-19
-29,-19,9,24,-19,-4,9,-9,39,0,-29,-19
-29,-24,4,26,-17,-9,4,-4,48,9,-19,-9
-29,-29,0,29,-14,-14,0,0,48,9,-19,-9
-29,-34,-4,31,-12,-19,-4,4,48,9,-19,-9
-29,-39,-9,34,-9,-24,-9,9,48,9,-19,-9
-29,-24,4,26,-17,-9,-19,9,39,0,-29,-19
