I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-39,29,68,4,-53,48,0,-9,-19,-19,0,0
-39,29,68,4,-53,48,0,-9,-19,-19,0,0
-39,29,68,4,-53,48,0,-9,-19,-19,0,0
-39,29,68,4,-53,48,0,-9,-19,-19,0,0
-39,39,78,0,-58,58,9,-9,-9,-19,9,0
-39,39,78,0,-58,58,9,-9,-9,-19,9,0
-39,39,78,0,-58,58,9,-9,-9,-19,9,0
-39,39,78,0,-58,58,9,-9,-9,-19,9,0
-39,29,68,4,-53,48,0,-19,-19,-19,9,0
-39,29,68,4,-53,48,0,-19,-19,-19,9,0
-39,29,68,4,-53,48,0,-19,-19,-19,9,0
-39,29,68,4,-53,48,0,-19,-19,-19,9,0
-29,19,48,4,-39,34,-9,-24,-29,-29,0,0
-29,19,48,4,-39,34,-19,-29,-29,-29,0,0
-29,19,48,4,-39,34,-29,-34,-29,-29,0,0
-29,19,48,4,-39,34,-39,-39,-29,-29,0,0
-39,9,48,14,-43,29,-48,-48,-39,-29,0,-9
-39,9,48,14,-43,29,-48,-48,-39,-29,0,-9
-39,9,48,14,-43,29,-48,-48,-39,-29,0,-9
-39,9,48,14,-43,29,-48,-48,-39,-29,0,-9
-29,9,39,9,-34,24,-48,-48,-39,-29,-9,-9
-29,9,39,9,-34,24,-48,-48,-39,-29,-9,-9
-29,9,39,9,-34,24,-48,-48,-39,-29,-9,-9
-29,9,39,9,-34,24,-48,-48,-39,-29,-9,-9
-29,4,34,12,-31,19,-48,-58,-48,-34,-19,-19
-29,0,29,14,-29,14,-48,-58,-48,-39,-19,-19
-29,-4,24,17,-26,9,-48,-58,-48,-43,-19,-19
-29,-9,19,19,-24,4,-48,-58,-48,-48,-19,-19
-29,-14,14,21,-21,0,-39,-68,-58,-58,-29,-29
-29,-19,9,24,-19,-4,-39,-68,-58,-58,-29,-29
-29,-24,4,26,-17,-9,-39,-68,-58,-58,-29,-29
-29,-29,0,29,-14,-14,-39,-68,-58,-58,-29,-29
-29,-29,0,29,-14,-14,-39,-58,-58,-48,-29,-29
-29,-29,0,29,-14,-14,-39,-58,-58,-48,-29,-29
-29,-29,0,29,-14,-14,-39,-58,-58,-48,-29,-29
-29,-29,0,29,-14,-14,-39,-58,-58,-48,-29,-29
-29,-14,14,21,-21,0,-29,-58,-58,-48,-29,-19
-29,-9,19,19,-24,4,-29,-58,-58,-48,-29,-19
-29,-4,24,17,-26,9,-29,-58,-58,-48,-29,-19
-29,0,29,14,-29,14,-29,-58,-58,-48,-29,-19
-19,0,19,9,-19,9,-29,-48,-48,-43,-19,-9
-19,0,19,9,-19,9,-29,-48,-48,-39,-19,-9
-19,0,19,9,-19,9,-29,-48,-48,-34,-19,-9
-19,0,19,9,-19,9,-29,-48,-48,-29,-19,-9
-19,0,19,9,-19,9,-29,-39,-39,-39,-9,0
-19,0,19,9,-19,9,-29,-39,-39,-39,-9,0
-19,0,19,9,-19,9,-29,-39,-39,-39,-9,0
-19,0,19,9,-19,9,-29,-39,-39,-39,-9,0
-29,4,34,12,-31,19,-19,-39,-39,-29,-9,-9
-29,9,39,9,-34,24,-19,-39,-39,-29,-9,-9
-29,14,43,7,-36,29,-19,-39,-39,-29,-9,-9
-29,19,48,4,-39,34,-19,-39,-39,-29,-9,-9
-29,29,58,0,-43,43,-14,-29,-29,-29,-9,0
-29,29,58,0,-43,43,-9,-29,-29,-29,-9,0
-29,34,63,-2,-46,48,-4,-29,-29,-29,-14,0
-29,34,63,-2,-46,48,0,-34,-29,-29,-14,0
-19,48,68,-14,-43,58,14,-29,-19,-24,0,9
-19,53,73,-17,-46,63,14,-19,-19,-19,0,9
-19,48,68,-14,-43,58,14,-14,-14,-14,0,4
-19,53,73,-17,-46,63,19,-9,-14,-9,0,4
-19,68,87,-24,-53,78,29,-4,-4,0,4,4
-19,68,87,-24,-53,78,29,-4,-4,0,4,4
-19,68,87,-24,-53,78,29,-4,-4,0,9,4
-19,68,87,-24,-53,78,29,-4,-4,-4,9,4
-24,63,87,-19,-56,75,48,4,-4,-4,14,14
-24,63,87,-19,-56,75,48,4,-4,-4,14,14
-29,63,92,-17,-61,78,48,9,-4,-4,14,14
-29,63,92,-17,-61,78,48,9,-4,-4,14,14
-34,73,107,-19,-70,90,58,19,9,0,14,14
-34,73,107,-19,-70,90,63,19,9,4,14,14
-34,73,107,-19,-70,90,73,19,9,4,14,14
-34,73,107,-19,-70,90,78,14,4,0,14,14
-39,82,122,-21,-80,102,78,19,14,9,14,14
-43,82,126,-19,-85,104,82,24,14,9,14,14
-48,82,131,-17,-90,107,87,29,14,4,14,14
-48,82,131,-17,-90,107,87,34,19,4,24,14
-48,82,131,-17,-90,107,73,24,19,4,14,14
-48,82,131,-17,-90,107,68,24,9,9,9,14
-53,82,136,-14,-95,109,63,24,9,14,9,14
-53,87,141,-17,-97,114,58,19,14,14,9,14
-48,87,136,-19,-92,112,39,14,9,9,0,4
-43,82,126,-19,-85,104,29,9,4,4,0,4
-39,78,117,-19,-78,97,19,0,0,0,0,4
-34,73,107,-19,-70,90,9,-4,-4,-4,0,9
-34,63,97,-14,-65,80,0,-19,-9,-9,-9,0
-39,53,92,-7,-65,73,-4,-19,-14,-14,-9,0
-43,43,87,0,-65,65,-9,-24,-19,-19,-9,0
-53,34,87,9,-70,61,-14,-29,-24,-24,-9,0
-43,24,68,9,-56,46,-29,-39,-24,-24,-9,-9
-43,24,68,9,-56,46,-34,-39,-24,-24,-9,-9
-43,24,68,9,-56,46,-34,-34,-24,-24,-9,-9
-43,24,68,9,-56,46,-39,-34,-24,-24,-9,-9
