I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-39,-68,-29,53,-4,-48,-48,19,-9,-78,-29,-117
-39,-68,-29,53,-4,-48,-48,19,-9,-78,-29,-117
-39,-68,-29,53,-4,-48,-48,19,-9,-78,-29,-117
-39,-68,-29,53,-4,-48,-48,19,-9,-78,-29,-117
-43,-58,-14,51,-14,-36,-39,19,-9,-68,-24,-117
-48,-58,-9,53,-19,-34,-39,19,-9,-68,-19,-117
-53,-58,-4,56,-24,-31,-39,19,-9,-68,-14,-117
-58,-58,0,58,-29,-29,-39,19,-9,-68,-9,-117
-53,-48,4,51,-29,-21,-29,24,0,-58,-19,-112
-48,-48,0,48,-24,-24,-29,29,0,-58,-19,-107
-43,-48,-4,46,-19,-26,-29,34,0,-58,-19,-102
-39,-48,-9,43,-14,-29,-29,39,0,-58,-19,-97
-39,-39,0,39,-19,-19,-34,29,-9,-48,-9,-107
-39,-39,0,39,-19,-19,-39,29,-9,-48,-9,-107
-39,-39,0,39,-19,-19,-43,29,-9,-48,-9,-107
-39,-39,0,39,-19,-19,-48,29,-9,-48,-9,-107
-34,-48,-14,41,-9,-31,-48,19,-9,-63,-24,-107
-29,-48,-19,39,-4,-34,-48,19,-9,-68,-29,-107
-24,-48,-24,36,0,-36,-48,19,-9,-73,-34,-107
-19,-48,-29,34,4,-39,-48,19,-9,-78,-39,-107
-24,-58,-34,41,4,-46,-43,24,0,-63,-24,-97
-29,-58,-29,43,0,-43,-39,29,0,-58,-19,-97
-34,-58,-24,46,-4,-41,-34,34,0,-53,-14,-97
-39,-58,-19,48,-9,-39,-29,39,0,-48,-9,-97
-34,-48,-14,41,-9,-31,-34,29,-9,-63,-24,-102
-29,-48,-19,39,-4,-34,-39,29,-9,-68,-29,-107
-24,-48,-24,36,0,-36,-43,29,-9,-73,-34,-112
-19,-48,-29,34,4,-39,-48,29,-9,-78,-39,-117
-19,-43,-24,31,2,-34,-48,39,0,-68,-34,-112
-19,-39,-19,29,0,-29,-48,39,0,-68,-29,-107
-19,-34,-14,26,-2,-24,-48,39,0,-68,-24,-102
-19,-29,-9,24,-4,-19,-48,39,0,-68,-19,-97
-19,-39,-19,29,0,-29,-39,29,-9,-68,-19,-97
-19,-39,-19,29,0,-29,-39,29,-9,-68,-19,-97
-19,-39,-19,29,0,-29,-39,29,-9,-68,-19,-97
-19,-39,-19,29,0,-29,-39,29,-9,-68,-19,-97
-19,-34,-14,26,-2,-24,-48,39,0,-53,-9,-97
-19,-29,-9,24,-4,-19,-48,39,0,-48,-9,-97
-19,-24,-4,21,-7,-14,-48,39,0,-43,-9,-97
-19,-19,0,19,-9,-9,-48,39,0,-39,-9,-97
-9,-9,0,9,-4,-4,-43,48,4,-48,-9,-92
-9,-9,0,9,-4,-4,-39,48,9,-48,-9,-87
-9,-9,0,9,-4,-4,-34,48,14,-48,-9,-82
-9,-9,0,9,-4,-4,-29,48,19,-48,-9,-78
-14,-14,0,14,-7,-7,-39,39,9,-58,-9,-78
-19,-19,0,19,-9,-9,-39,39,9,-58,-9,-78
-24,-24,0,24,-12,-12,-39,39,9,-58,-9,-78
-29,-29,0,29,-14,-14,-39,39,9,-58,-9,-78
-14,-19,-4,17,-4,-12,-39,39,19,-53,0,-68
-9,-9,0,9,-4,-4,-39,39,19,-48,0,-68
