I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-58,-43,14,51,-36,-14,-48,4,-29,-53,-43,-34
-58,-43,14,51,-36,-14,-48,9,-29,-48,-43,-34
-58,-43,14,51,-36,-14,-48,19,-19,-43,-43,-34
-58,-43,14,51,-36,-14,-43,24,-19,-43,-43,-34
-39,-43,-4,41,-17,-24,-34,29,-14,-43,-43,-43
-39,-43,-4,41,-17,-24,-34,34,-9,-34,-34,-43
-29,-43,-14,36,-7,-29,-24,43,0,-29,-29,-39
-24,-39,-14,31,-4,-26,-24,53,19,-14,-24,-29
-24,-39,-14,31,-4,-26,-24,68,39,-4,-14,-24
-29,-29,0,29,-14,-14,-19,78,53,4,0,-19
-24,-24,0,24,-12,-12,-19,87,63,14,4,-14
-19,-24,-4,21,-7,-14,-24,97,73,24,9,-4
-19,-14,4,17,-12,-4,-34,87,68,34,14,-4
-9,-9,0,9,-4,-4,-34,92,78,34,14,0
-9,0,9,4,-9,4,-34,92,82,39,19,4
-9,9,19,0,-14,14,-34,102,92,43,29,9
-9,4,14,2,-12,9,-24,107,97,58,29,4
-9,4,14,2,-12,9,-24,112,97,58,34,4
-4,4,9,0,-7,7,-24,112,97,63,34,4
4,4,0,-4,2,2,-24,112,92,63,34,4
4,4,0,-4,2,2,-34,102,73,53,19,4
0,0,0,0,0,0,-34,97,48,34,19,4
0,-4,-4,2,2,-4,-34,92,29,19,14,4
-4,-4,0,4,-2,-2,-39,78,9,9,4,-4
-19,-14,4,17,-12,-4,-58,63,-9,-9,-4,-14
-29,-14,14,21,-21,0,-63,43,-29,-29,-24,-19
-39,-14,24,26,-31,4,-73,14,-48,-48,-39,-29
-43,-19,24,31,-34,2,-87,-4,-53,-53,-43,-34
-48,-19,29,34,-39,4,-82,-14,-63,-53,-43,-39
-53,-19,34,36,-43,7,-82,-29,-63,-58,-43,-43
-58,-29,29,43,-43,0,-82,-34,-68,-63,-48,-48
