I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-9,-48,-39,29,14,-43,-9,-34,-39,-53,-34,-34
-9,-48,-39,29,14,-43,-9,-34,-39,-48,-34,-29
-9,-48,-39,29,14,-43,-14,-39,-39,-53,-34,-29
-9,-53,-43,31,17,-48,-14,-39,-43,-53,-34,-29
-9,-53,-43,31,17,-48,-14,-43,-43,-53,-34,-29
-9,-53,-43,31,17,-48,-14,-43,-43,-58,-34,-34
-9,-58,-48,34,19,-53,-14,-43,-48,-58,-34,-34
-9,-63,-53,36,21,-58,-14,-48,-48,-58,-34,-34
-14,-63,-48,39,17,-56,-14,-48,-48,-63,-39,-34
-14,-68,-53,41,19,-61,-9,-48,-48,-63,-39,-34
-14,-73,-58,43,21,-65,-9,-48,-53,-68,-43,-39
-19,-78,-58,48,19,-68,-9,-48,-53,-68,-43,-39
-14,-82,-68,48,26,-75,-9,-48,-53,-73,-48,-39
-14,-82,-68,48,26,-75,0,-48,-53,-73,-43,-39
-14,-82,-68,48,26,-75,0,-43,-53,-73,-43,-39
-9,-78,-68,43,29,-73,-9,-43,-53,-73,-43,-39
-9,-78,-68,43,29,-73,-9,-48,-53,-73,-43,-39
-14,-73,-58,43,21,-65,-9,-43,-53,-68,-43,-34
-14,-73,-58,43,21,-65,0,-43,-53,-68,-39,-34
-14,-68,-53,41,19,-61,0,-43,-53,-68,-39,-34
-19,-68,-48,43,14,-58,0,-43,-53,-68,-39,-34
-19,-68,-48,43,14,-58,4,-43,-48,-68,-39,-29
-24,-68,-43,46,9,-56,4,-48,-48,-68,-34,-29
-29,-68,-39,48,4,-53,9,-48,-48,-68,-39,-29
-34,-68,-34,51,0,-51,9,-48,-48,-68,-39,-34
-39,-68,-29,53,-4,-48,9,-48,-48,-68,-39,-34
-43,-73,-29,58,-7,-51,14,-48,-48,-68,-39,-34
-48,-73,-24,61,-12,-48,19,-48,-48,-68,-43,-34
-53,-82,-29,68,-12,-56,19,-48,-48,-73,-43,-39
-53,-87,-34,70,-9,-61,24,-48,-53,-73,-48,-39
-58,-92,-34,75,-12,-63,24,-48,-53,-78,-53,-43
-63,-92,-29,78,-17,-61,24,-48,-53,-78,-53,-48
-63,-97,-34,80,-14,-65,24,-48,-53,-78,-58,-48
-58,-97,-39,78,-9,-68,19,-53,-58,-78,-58,-53
-63,-97,-34,80,-14,-65,19,-53,-58,-82,-63,-53
-63,-97,-34,80,-14,-65,19,-53,-58,-82,-63,-58
-63,-92,-29,78,-17,-61,19,-53,-58,-82,-63,-58
-63,-92,-29,78,-17,-61,19,-53,-58,-78,-63,-58
-63,-92,-29,78,-17,-61,19,-53,-58,-78,-63,-58
-63,-97,-34,80,-14,-65,14,-58,-58,-78,-63,-58
-63,-97,-34,80,-14,-65,19,-58,-58,-82,-63,-58
-63,-97,-34,80,-14,-65,19,-58,-53,-82,-63,-58
-63,-97,-34,80,-14,-65,19,-58,-53,-78,-58,-53
-63,-97,-34,80,-14,-65,19,-53,-53,-78,-58,-53
-63,-102,-39,82,-12,-70,19,-53,-53,-78,-53,-53
