I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
9,97,87,-53,-39,92,146,156,126,19,-9,9
9,97,87,-53,-39,92,146,156,126,19,-9,9
9,97,87,-53,-39,92,146,156,126,19,-9,9
9,97,87,-53,-39,92,146,156,126,19,-9,9
4,97,92,-51,-43,95,131,141,117,14,-14,4
0,97,97,-48,-48,97,126,136,107,9,-19,0
-4,97,102,-46,-53,100,122,131,97,4,-24,-4
-9,97,107,-43,-58,102,117,126,87,0,-29,-9
-14,82,97,-34,-56,90,107,122,78,-14,-34,-14
-19,68,87,-24,-53,78,107,117,68,-19,-39,-19
-24,53,78,-14,-51,65,107,112,58,-24,-43,-24
-29,39,68,-4,-48,53,107,107,48,-29,-48,-29
-43,24,68,9,-56,46,102,102,43,-39,-53,-34
-48,9,58,19,-53,34,97,97,39,-39,-58,-39
-53,-4,48,29,-51,21,92,92,34,-39,-63,-43
-58,-19,39,39,-48,9,87,87,29,-39,-68,-48
-58,-4,53,31,-56,24,73,73,24,-43,-78,-58
-58,0,58,29,-58,29,68,68,19,-48,-78,-58
-58,4,63,26,-61,34,63,63,14,-53,-78,-58
-58,9,68,24,-63,39,58,58,9,-58,-78,-58
-73,-4,68,39,-70,31,58,58,4,-68,-68,-68
-78,-19,58,48,-68,19,58,58,0,-68,-68,-68
-82,-34,48,58,-65,7,58,58,-4,-68,-68,-68
-87,-48,39,68,-63,-4,58,58,-9,-68,-68,-68
-87,-53,34,70,-61,-9,58,48,-9,-58,-78,-58
-87,-58,29,73,-58,-14,58,48,-9,-58,-78,-58
-87,-63,24,75,-56,-19,58,48,-9,-58,-78,-58
-87,-68,19,78,-53,-24,58,48,-9,-58,-78,-58
-97,-58,39,78,-68,-9,48,39,-14,-73,-82,-63
-97,-58,39,78,-68,-9,48,39,-19,-78,-87,-68
-97,-58,39,78,-68,-9,48,39,-24,-82,-92,-73
-97,-58,39,78,-68,-9,48,39,-29,-87,-97,-78
-92,-53,39,73,-65,-7,39,34,-29,-78,-87,-78
-87,-48,39,68,-63,-4,39,29,-29,-78,-87,-78
-82,-43,39,63,-61,-2,39,24,-29,-78,-87,-78
-78,-39,39,58,-58,0,39,19,-29,-78,-87,-78
-82,-48,34,65,-58,-7,43,29,-19,-78,-78,-78
-87,-48,39,68,-63,-4,48,29,-19,-78,-78,-78
-92,-48,43,70,-68,-2,53,29,-19,-78,-78,-78
-97,-48,48,73,-73,0,58,29,-19,-78,-78,-78
-107,-48,58,78,-82,4,58,19,-24,-82,-82,-87
-107,-48,58,78,-82,4,58,19,-29,-87,-87,-87
-107,-48,58,78,-82,4,58,19,-34,-92,-92,-87
-107,-48,58,78,-82,4,58,19,-39,-97,-97,-87
-92,-48,43,70,-68,-2,58,29,-29,-97,-97,-87
-87,-48,39,68,-63,-4,58,29,-29,-97,-97,-87
-82,-48,34,65,-58,-7,58,29,-29,-97,-97,-87
-78,-48,29,63,-53,-9,58,29,-29,-97,-97,-87
-87,-48,39,68,-63,-4,63,29,-29,-107,-97,-97
-97,-48,48,73,-73,0,68,29,-29,-107,-97,-97
-107,-48,58,78,-82,4,73,29,-29,-107,-97,-97
-117,-48,68,82,-92,9,78,29,-29,-107,-97,-97
-117,-58,58,87,-87,0,68,19,-39,-117,-107,-102
-117,-58,58,87,-87,0,68,19,-39,-117,-107,-107
-117,-58,58,87,-87,0,68,19,-39,-117,-107,-112
-117,-58,58,87,-87,0,68,19,-39,-117,-107,-117
-126,-68,58,97,-92,-4,68,19,-29,-117,-107,-117
-126,-68,58,97,-92,-4,68,19,-29,-117,-107,-117
-126,-68,58,97,-92,-4,68,19,-29,-117,-107,-117
-126,-68,58,97,-92,-4,68,19,-29,-117,-107,-117
-136,-82,53,109,-95,-14,68,19,-19,-117,-107,-117
-136,-87,48,112,-92,-19,68,19,-19,-117,-107,-117
-136,-92,43,114,-90,-24,68,19,-19,-117,-107,-117
-136,-97,39,117,-87,-29,68,19,-19,-117,-107,-117
-146,-107,39,126,-92,-34,58,19,-19,-117,-107,-126
-146,-107,39,126,-92,-34,58,19,-19,-117,-107,-126
-146,-107,39,126,-92,-34,58,19,-19,-117,-107,-126
-146,-107,39,126,-92,-34,58,19,-19,-117,-107,-126
-146,-117,29,131,-87,-43,58,9,-19,-117,-117,-126
-146,-117,29,131,-87,-43,58,9,-19,-117,-117,-126
-146,-117,29,131,-87,-43,58,9,-19,-117,-117,-126
-146,-117,29,131,-87,-43,58,9,-19,-117,-117,-126
-146,-117,29,131,-87,-43,53,0,-9,-117,-117,-136
-146,-117,29,131,-87,-43,48,0,-9,-117,-117,-136
-146,-117,29,131,-87,-43,43,0,-9,-117,-117,-136
-146,-117,29,131,-87,-43,39,0,-9,-117,-117,-136
-151,-117,34,134,-92,-41,39,9,-9,-112,-112,-131
-156,-117,39,136,-97,-39,39,9,-9,-107,-107,-126
-161,-117,43,139,-102,-36,39,9,-9,-102,-102,-122
-165,-117,48,141,-107,-34,39,9,-9,-97,-97,-117
-161,-117,43,139,-102,-36,29,0,-19,-97,-107,-117
-156,-117,39,136,-97,-39,29,0,-19,-97,-107,-117
-151,-117,34,134,-92,-41,29,0,-19,-97,-107,-117
-146,-117,29,131,-87,-43,29,0,-19,-97,-107,-117
-156,-117,39,136,-97,-39,19,-9,-19,-97,-107,-107
-156,-117,39,136,-97,-39,19,-9,-19,-97,-107,-107
-156,-117,39,136,-97,-39,19,-9,-19,-97,-107,-107
-156,-117,39,136,-97,-39,19,-9,-19,-97,-107,-107
-151,-107,43,129,-97,-31,19,-9,-29,-87,-97,-107
-146,-107,39,126,-92,-34,19,-9,-29,-87,-97,-107
-141,-107,34,124,-87,-36,19,-9,-29,-87,-97,-107
-136,-107,29,122,-82,-39,19,-9,-29,-87,-97,-107
-126,-97,29,112,-78,-34,9,-19,-29,-78,-87,-97
-126,-97,29,112,-78,-34,9,-19,-29,-78,-87,-97
-126,-97,29,112,-78,-34,9,-19,-29,-78,-87,-97
-126,-97,29,112,-78,-34,9,-19,-29,-78,-87,-97
-126,-107,19,117,-73,-43,9,-9,-29,-87,-87,-97
-126,-107,19,117,-73,-43,9,-9,-29,-87,-87,-97
-126,-107,19,117,-73,-43,9,-9,-29,-87,-87,-97
-126,-107,19,117,-73,-43,9,-9,-29,-87,-87,-97
-112,-102,9,107,-61,-46,0,-19,-34,-87,-92,-112
-107,-97,9,102,-58,-43,0,-19,-39,-87,-97,-117
-102,-92,9,97,-56,-41,0,-19,-43,-87,-102,-122
-97,-87,9,92,-53,-39,0,-19,-48,-87,-107,-126
-107,-97,9,102,-58,-43,4,-14,-34,-73,-92,-112
-107,-97,9,102,-58,-43,9,-9,-29,-68,-87,-107
-107,-97,9,102,-58,-43,14,-4,-24,-63,-82,-102
-107,-97,9,102,-58,-43,19,0,-19,-58,-78,-97
-97,-87,9,92,-53,-39,9,-9,-9,-58,-78,-107
-97,-78,19,87,-58,-29,9,-9,-9,-58,-78,-107
-97,-68,29,82,-63,-19,9,-9,-9,-58,-78,-107
-97,-58,39,78,-68,-9,9,-9,-9,-58,-78,-107
-92,-63,29,78,-61,-17,19,0,-9,-58,-78,-102
-87,-68,19,78,-53,-24,19,0,-9,-58,-78,-97
-82,-73,9,78,-46,-31,19,0,-9,-58,-78,-92
-78,-78,0,78,-39,-39,19,0,-9,-58,-78,-87
-73,-63,9,68,-41,-26,19,9,-9,-58,-68,-78
-68,-58,9,63,-39,-24,19,9,-9,-58,-68,-78
-63,-53,9,58,-36,-21,19,9,-9,-58,-68,-78
-58,-48,9,53,-34,-19,19,9,-9,-58,-68,-78
-43,-34,9,39,-26,-12,19,19,0,-48,-68,-68
-39,-29,9,34,-24,-9,19,19,0,-48,-68,-68
-34,-24,9,29,-21,-7,19,19,0,-48,-68,-68
-29,-19,9,24,-19,-4,19,19,0,-48,-68,-68
-39,-19,19,29,-29,0,29,19,-9,-48,-68,-68
-39,-19,19,29,-29,0,29,19,-9,-48,-68,-68
-39,-19,19,29,-29,0,29,19,-9,-48,-68,-68
-39,-19,19,29,-29,0,29,19,-9,-48,-68,-68
-24,-9,14,17,-19,2,29,19,0,-39,-58,-68
-19,-9,9,14,-14,0,29,19,0,-39,-58,-68
-14,-9,4,12,-9,-2,29,19,0,-39,-58,-68
-9,-9,0,9,-4,-4,29,19,0,-39,-58,-68
-14,-19,-4,17,-4,-12,39,29,0,-39,-48,-58
-19,-19,0,19,-9,-9,39,29,0,-39,-48,-58
-24,-19,4,21,-14,-7,39,29,0,-39,-48,-58
-29,-19,9,24,-19,-4,39,29,0,-39,-48,-58
-14,-14,0,14,-7,-7,29,19,-4,-43,-53,-68
-9,-9,0,9,-4,-4,29,19,-9,-48,-58,-68
-4,-4,0,4,-2,-2,29,19,-14,-53,-63,-68
0,0,0,0,0,0,29,19,-19,-58,-68,-68
0,4,4,-2,-2,4,29,19,-19,-48,-68,-78
0,9,9,-4,-4,9,29,19,-19,-48,-68,-78
0,14,14,-7,-7,14,29,19,-19,-48,-68,-78
0,19,19,-9,-9,19,29,19,-19,-48,-68,-78
0,9,9,-4,-4,9,39,19,-9,-48,-58,-68
0,9,9,-4,-4,9,39,19,-9,-48,-58,-68
0,9,9,-4,-4,9,39,19,-9,-48,-58,-68
0,9,9,-4,-4,9,39,19,-9,-48,-58,-68
-9,9,19,0,-14,14,48,29,0,-39,-58,-68
-9,9,19,0,-14,14,48,29,0,-39,-58,-68
-9,9,19,0,-14,14,48,29,0,-39,-58,-68
-9,9,19,0,-14,14,48,29,0,-39,-58,-68
-24,19,43,2,-34,31,63,29,9,-29,-48,-58
-29,19,48,4,-39,34,68,29,9,-29,-48,-58
-34,19,53,7,-43,36,73,29,9,-29,-48,-58
-39,19,58,9,-48,39,78,29,9,-29,-48,-58
-48,14,63,17,-56,39,82,39,19,-29,-48,-58
