I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-53,-58,-4,56,-24,-31,19,-87,-73,-87,-87,-53
-53,-58,-4,56,-24,-31,19,-87,-73,-87,-87,-53
-53,-58,-4,56,-24,-31,19,-87,-73,-87,-87,-53
-48,-58,-9,53,-19,-34,19,-92,-73,-87,-87,-53
-58,-58,0,58,-29,-29,24,-92,-73,-78,-78,-53
-58,-58,0,58,-29,-29,24,-92,-68,-78,-78,-53
-58,-58,0,58,-29,-29,24,-92,-68,-78,-78,-53
-53,-58,-4,56,-24,-31,24,-87,-68,-73,-78,-48
-43,-58,-14,51,-14,-36,14,-87,-63,-82,-87,-58
-48,-58,-9,53,-19,-34,19,-87,-63,-82,-87,-58
-48,-58,-9,53,-19,-34,19,-87,-63,-82,-82,-58
-48,-58,-9,53,-19,-34,19,-87,-63,-82,-82,-58
-58,-48,9,53,-34,-19,19,-78,-63,-73,-73,-48
-58,-43,14,51,-36,-14,24,-78,-63,-68,-73,-48
-58,-43,14,51,-36,-14,29,-78,-63,-68,-73,-48
-58,-43,14,51,-36,-14,34,-73,-63,-68,-63,-48
-68,-43,24,56,-46,-9,34,-73,-53,-58,-53,-43
-68,-43,24,56,-46,-9,34,-73,-53,-58,-53,-43
-68,-43,24,56,-46,-9,34,-73,-53,-58,-53,-43
-68,-43,24,56,-46,-9,39,-73,-48,-53,-53,-43
-58,-53,4,56,-31,-24,34,-78,-53,-68,-58,-53
-48,-53,-4,51,-21,-29,29,-87,-58,-73,-63,-58
-39,-53,-14,46,-12,-34,24,-92,-63,-82,-68,-58
-24,-48,-24,36,0,-36,19,-97,-68,-87,-73,-53
-14,-39,-24,26,4,-31,19,-102,-68,-78,-73,-43
-53,-39,14,46,-34,-12,34,-87,-53,-63,-58,-34
-58,-39,19,48,-39,-9,43,-73,-48,-58,-58,-29
-48,-34,14,41,-31,-9,34,-63,-48,-63,-48,-39
-53,-34,19,43,-36,-7,48,-58,-39,-53,-43,-39
-63,-43,19,53,-41,-12,58,-39,-24,-39,-39,-29
-73,-43,29,58,-51,-7,63,-19,-4,-34,-29,-24
-63,-43,19,53,-41,-12,73,-9,19,-9,-14,-4
-53,-43,9,48,-31,-17,92,14,53,29,14,4
-34,-43,-9,39,-12,-26,102,48,87,68,43,34
-29,-43,-14,36,-7,-29,117,82,146,126,117,92
-29,-24,4,26,-17,-9,117,107,219,224,219,204
0,9,9,-4,-4,9,102,112,273,307,326,326
63,29,-34,-46,48,-2,63,102,297,370,419,448
112,48,-63,-80,87,-7,43,97,322,414,497,556
141,63,-78,-102,109,-7,19,82,322,453,575,663
195,73,-122,-134,158,-24,-39,24,278,453,624,751
273,87,-185,-180,229,-48,-107,-43,214,439,649,829
346,92,-253,-219,300,-80,-156,-97,165,405,658,873
390,92,-297,-241,344,-102,-200,-156,63,307,595,854
390,82,-307,-236,348,-112,-239,-248,-165,97,439,732
351,102,-248,-226,300,-73,-278,-400,-458,-170,219,580
307,146,-161,-226,234,-7,-331,-575,-736,-419,24,453
278,190,-87,-234,183,51,-370,-712,-980,-644,-151,346
278,234,-43,-256,161,95,-390,-775,-1195,-849,-322,224
278,244,-34,-261,156,104,-390,-790,-1361,-1024,-502,92
253,219,-34,-236,143,92,-370,-810,-1503,-1205,-688,-73
204,151,-53,-178,129,48,-336,-834,-1615,-1376,-907,-297
170,92,-78,-131,124,7,-307,-888,-1747,-1571,-1146,-536
156,9,-146,-82,151,-68,-317,-1000,-1883,-1747,-1351,-751
112,-112,-224,0,168,-168,-312,-1107,-1961,-1834,-1493,-932
53,-234,-287,90,170,-261,-253,-1132,-1952,-1859,-1566,-1049
-4,-336,-331,170,163,-334,-190,-1107,-1917,-1869,-1610,-1146
-63,-414,-351,239,143,-383,-165,-1083,-1878,-1849,-1629,-1200
