I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0,19,19,-9,-9,19,39,9,29,136,39,-68
0,19,19,-9,-9,19,39,9,29,136,39,-68
0,19,19,-9,-9,19,39,9,29,136,39,-68
0,19,19,-9,-9,19,39,9,29,136,39,-68
0,24,24,-12,-12,24,48,24,43,141,43,-63
0,29,29,-14,-14,29,48,29,48,146,48,-58
0,34,34,-17,-17,34,48,34,53,151,53,-53
0,39,39,-19,-19,39,48,39,58,156,58,-48
-4,19,24,-7,-14,21,43,29,39,141,43,-53
-9,9,19,0,-14,14,39,19,29,136,39,-58
-14,0,14,7,-14,7,34,9,19,131,34,-63
-19,-9,9,14,-14,0,29,0,9,126,29,-68
4,0,-4,-2,4,-2,24,-4,-4,122,14,-73
19,9,-9,-14,14,0,24,-9,-9,117,9,-78
29,9,-19,-19,24,-4,24,-14,-9,117,9,-78
24,9,-14,-17,19,-2,24,-19,-14,112,4,-82
39,9,-29,-24,34,-9,24,-19,-29,112,4,-87
39,9,-29,-24,34,-9,24,-19,-29,112,4,-87
39,9,-29,-24,34,-9,24,-19,-29,112,4,-87
39,9,-29,-24,34,-9,24,-19,-24,112,4,-87
29,4,-24,-17,26,-9,34,-4,-14,126,14,-68
4,14,9,-9,-2,12,34,0,4,131,19,-68
14,14,0,-14,7,7,39,9,14,131,19,-68
4,24,19,-14,-7,21,39,14,24,131,24,-68
29,48,19,-39,4,34,58,29,19,151,39,-53
39,68,29,-53,4,48,78,48,29,170,53,-43
58,82,24,-70,17,53,87,53,43,175,63,-34
73,97,24,-85,24,61,102,68,63,185,68,-14
82,107,24,-95,29,65,102,87,82,200,87,-4
78,112,34,-95,21,73,112,107,97,214,97,4
73,112,39,-92,17,75,117,122,112,214,97,4
68,102,34,-85,17,68,122,136,136,224,102,14
97,122,24,-109,36,73,122,126,131,219,107,4
112,131,19,-122,46,75,122,131,126,214,107,9
126,141,14,-134,56,78,117,136,136,219,112,14
156,165,9,-161,73,87,97,131,126,224,107,19
161,185,24,-173,68,104,97,141,141,234,112,29
156,185,29,-170,63,107,87,151,151,239,122,34
156,190,34,-173,61,112,82,161,156,248,136,43
151,195,43,-173,53,119,58,161,161,258,146,48
146,190,43,-168,51,117,34,156,165,258,146,48
151,190,39,-170,56,114,19,156,165,258,141,48
141,195,53,-168,43,124,14,141,161,258,141,43
112,180,68,-146,21,124,9,131,156,258,141,43
117,161,43,-139,36,102,9,112,146,239,136,34
117,141,24,-129,46,82,-4,97,112,219,112,19
122,122,0,-122,61,61,-9,63,78,200,87,9
136,112,-24,-124,80,43,-24,43,48,180,73,-4
107,97,-9,-102,58,43,-29,29,43,170,63,-9
87,78,-9,-82,48,34,-29,4,34,151,53,-19
73,68,-4,-70,39,31,-29,-4,14,146,53,-24
68,58,-9,-63,39,24,-24,-19,19,141,48,-24
78,58,-19,-68,48,19,-24,-34,-4,131,29,-34
82,53,-29,-68,56,12,-24,-39,-4,122,29,-39
87,43,-43,-65,65,0,-24,-39,-4,122,24,-43
87,34,-53,-61,70,-9,-24,-43,-14,112,14,-53
78,19,-58,-48,68,-19,-29,-53,-19,97,4,-63
73,14,-58,-43,65,-21,-29,-58,-19,92,0,-73
68,4,-63,-36,65,-29,-29,-63,-39,92,0,-73
58,4,-53,-31,56,-24,-24,-63,-39,92,-9,-73
48,-14,-63,-17,56,-39,-24,-68,-53,82,-14,-82
