I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
256,107,-149,-182,202,-21,-70,419,468,514,273,108
262,127,-135,-194,198,-4,-70,412,488,556,317,142
267,162,-106,-214,186,28,-74,403,480,580,356,164
276,193,-83,-234,179,55,-84,369,449,558,343,155
253,191,-62,-222,157,64,-79,317,409,519,341,153
230,181,-49,-205,139,66,-65,271,341,440,310,147
205,154,-51,-180,127,52,-53,219,270,341,240,124
149,100,-48,-124,98,26,-38,168,191,242,165,90
105,60,-45,-82,74,8,-25,125,122,153,97,50
72,27,-45,-49,59,-9,-15,84,62,75,38,17
41,-2,-43,-19,42,-22,-5,40,-6,-5,-18,-12
18,-21,-39,2,29,-30,5,3,-48,-59,-56,-38
3,-37,-40,17,22,-38,15,-14,-71,-94,-77,-55
-11,-51,-40,31,14,-45,23,-26,-72,-108,-87,-60
-18,-58,-40,38,12,-49,31,-26,-64,-103,-86,-60
-15,-55,-40,35,13,-47,35,-20,-58,-98,-80,-60
-20,-55,-35,38,8,-45,38,-17,-50,-92,-76,-60
-20,-55,-35,38,8,-45,42,-11,-45,-86,-71,-60
-21,-55,-34,38,7,-44,45,-8,-38,-81,-67,-56
-26,-55,-30,40,3,-42,49,-1,-35,-77,-62,-49
-21,-52,-30,36,5,-41,50,4,-33,-73,-60,-42
-20,-47,-28,34,4,-38,50,10,-29,-69,-60,-36
-23,-44,-21,34,-1,-32,54,14,-27,-66,-57,-29
-27,-41,-14,34,-6,-27,56,9,-23,-61,-54,-26
-28,-36,-8,32,-10,-22,53,3,-32,-62,-56,-36
-36,-36,0,36,-17,-18,50,-1,-49,-67,-59,-37
-45,-40,4,42,-24,-18,48,-8,-57,-78,-62,-34
-47,-40,7,43,-27,-16,45,-12,-61,-89,-64,-35
-50,-40,10,45,-30,-15,42,-18,-71,-92,-68,-35
-53,-40,13,46,-33,-14,39,-24,-83,-104,-73,-35
-55,-40,15,47,-35,-12,37,-29,-86,-113,-70,-36
-58,-43,15,50,-36,-14,34,-35,-95,-118,-70,-45
-61,-46,15,53,-37,-15,31,-40,-101,-124,-90,-47
-59,-44,15,51,-37,-15,28,-40,-99,-125,-102,-44
-62,-47,15,54,-38,-16,25,-40,-100,-125,-99,-45
-64,-49,15,56,-40,-17,24,-40,-100,-125,-100,-40
-70,-55,15,62,-43,-20,20,-40,-100,-124,-100,-40
-83,-63,20,73,-51,-21,21,-41,-99,-127,-100,-39
