I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
49,4,-44,-26,46,-20,-110,338,488,358,190,89
45,10,-35,-27,40,-12,-109,302,441,330,183,80
29,23,-7,-26,18,8,-105,229,319,254,140,64
-3,14,17,-6,-10,15,-88,158,199,159,78,37
-16,-3,14,9,-15,5,-59,88,91,64,28,6
-34,-24,10,29,-22,-7,-19,43,15,-1,-16,-23
-56,-49,7,52,-31,-21,6,20,-35,-33,-42,-37
-72,-70,2,71,-37,-34,19,8,-73,-63,-56,-49
-79,-79,0,79,-39,-39,32,-2,-85,-79,-61,-65
-84,-78,6,81,-45,-36,30,-8,-86,-81,-60,-63
-75,-72,4,73,-39,-33,30,-12,-85,-78,-61,-59
-69,-63,7,65,-38,-28,27,-17,-85,-90,-60,-56
-56,-55,1,55,-28,-27,24,-21,-86,-97,-60,-51
-44,-47,-3,46,-20,-25,27,-26,-83,-91,-60,-49
-69,-42,27,55,-48,-7,23,-18,-80,-90,-60,-45
-67,-37,30,52,-48,-4,33,-8,-81,-86,-60,-46
-57,-35,23,45,-39,-6,46,2,-77,-84,-60,-43
-52,-30,22,41,-37,-4,45,12,-75,-81,-60,-40
-42,-27,15,34,-28,-6,45,19,-75,-78,-60,-40
-38,-24,15,30,-26,-4,45,25,-68,-76,-55,-37
-36,-28,9,32,-22,-9,45,33,-59,-72,-50,-32
-39,-33,6,35,-22,-13,47,39,-51,-71,-45,-29
-9,-7,2,8,-6,-2,51,34,-42,-67,-42,-26
0,-2,-2,1,1,-1,54,27,-40,-65,-35,-21
-11,-16,-5,14,-3,-10,58,21,-40,-65,-39,-21
3,-14,-17,6,11,-15,60,15,-40,-62,-46,-28
5,-15,-20,6,13,-17,56,6,-40,-59,-45,-34
-1,-15,-14,8,7,-15,53,9,-39,-61,-45,-35
-3,-15,-12,9,5,-13,51,22,-51,-75,-45,-35
-8,-15,-7,12,0,-11,47,18,-61,-86,-45,-35
-11,-14,-3,13,-3,-9,45,12,-62,-89,-47,-35
-21,-24,-2,22,-9,-13,42,9,-65,-91,-50,-35
-30,-26,4,28,-17,-10,40,4,-69,-89,-50,-36
-4,-22,-18,13,7,-20,40,0,-73,-90,-50,-40
22,-20,-42,-1,32,-31,40,5,-78,-90,-50,-40
17,-16,-33,0,25,-24,40,3,-79,-90,-51,-40
14,-15,-29,1,22,-22,40,-15,-75,-90,-54,-40
12,-11,-22,0,17,-17,45,-14,-75,-90,-56,-40
7,-11,-17,2,12,-14,45,-11,-75,-90,-60,-40
8,-8,-16,1,12,-12,46,-9,-75,-89,-58,-39
5,-13,-17,4,11,-15,51,-5,-75,-91,-54,-40
