I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
4,74,71,-39,-34,72,-11,-126,-125,-141,-130,41
-1,67,68,-33,-35,68,-16,-132,-132,-146,-132,51
-14,59,74,-22,-44,66,-24,-140,-146,-153,-139,65
-29,50,78,-11,-54,64,-30,-144,-155,-155,-136,71
-2,42,43,-20,-23,42,-30,-147,-155,-155,-135,74
3,44,41,-23,-19,42,-30,-150,-155,-160,-135,64
-3,47,50,-22,-27,49,-30,-156,-157,-164,-130,55
-4,49,53,-23,-28,50,-30,-158,-165,-169,-130,47
-3,53,56,-26,-30,54,-28,-154,-169,-168,-130,44
0,55,55,-28,-28,55,-21,-152,-165,-164,-130,45
-5,55,60,-25,-33,57,-14,-149,-160,-162,-130,41
-4,56,60,-26,-33,57,-8,-145,-155,-159,-130,39
-8,53,61,-23,-35,56,1,-146,-152,-156,-130,42
-11,66,77,-28,-44,72,3,-132,-145,-154,-131,43
-15,87,102,-36,-59,94,48,-120,-147,-151,-123,67
-2,103,106,-51,-54,104,77,-120,-151,-144,-105,87
15,111,96,-63,-41,104,34,-120,-155,-144,-106,87
21,110,89,-66,-34,99,-4,-119,-157,-133,-104,101
5,86,81,-46,-38,83,-40,-122,-162,-145,-110,97
-24,49,73,-13,-49,61,-65,-149,-190,-181,-132,113
-24,40,65,-8,-45,52,-65,-163,-206,-189,-138,135
-22,36,58,-7,-40,46,-65,-157,-210,-202,-147,138
-21,29,51,-4,-36,40,-65,-164,-221,-208,-151,152
-24,26,50,-1,-38,38,-63,-143,-222,-201,-150,169
-30,19,49,5,-40,34,-43,-113,-212,-193,-149,207
-28,17,45,5,-37,31,-25,-125,-210,-199,-152,185
-34,11,45,11,-40,27,-25,-134,-198,-189,-147,148
-37,9,46,14,-41,27,-17,-124,-197,-195,-151,146
-28,24,51,2,-40,37,-18,-130,-187,-185,-140,139
-25,25,50,0,-38,37,-9,-119,-184,-191,-144,135
-37,21,58,8,-48,39,-11,-129,-188,-185,-137,126
-38,17,55,10,-47,36,-11,-114,-173,-177,-133,131
-49,15,63,17,-57,39,-7,-124,-192,-195,-140,157
-57,-4,53,30,-55,24,1,-100,-153,-156,-119,195
-65,-21,43,43,-54,11,182,125,-108,-246,-214,161
92,63,-29,-78,60,17,173,246,229,169,58,314
482,341,-141,-411,311,100,-336,-144,616,952,711,798
584,747,163,-666,211,455,-846,-811,887,1803,1368,1274
292,646,354,-469,-32,500,-676,-690,821,1607,1128,1096
33,159,126,-96,-47,143,-162,-193,65,198,131,473
-34,34,68,0,-51,51,-7,-102,-146,-97,-67,324
-40,18,58,11,-49,37,22,-58,-76,-86,-90,304
-65,-8,56,36,-60,24,35,-49,-188,-245,-196,232
-72,-19,52,45,-62,16,43,-50,-146,-183,-156,247
-70,-21,49,45,-60,14,75,-37,-190,-254,-199,225
-61,-29,32,45,-47,2,69,-35,-155,-201,-167,233
-46,-162,-115,104,35,-138,75,-115,-94,-156,-178,221
-36,-162,-125,99,45,-143,68,-142,-68,-114,-166,220
-28,-114,-86,71,29,-100,71,-83,-66,-128,-163,209
-21,-113,-92,67,36,-103,65,-77,-63,-125,-162,190
-31,-94,-63,62,16,-78,65,-58,-52,-122,-150,179
-21,-78,-57,50,18,-68,66,-41,-53,-129,-148,170
6,-46,-52,20,29,-49,64,0,-32,-104,-137,167
11,-38,-49,14,30,-44,66,38,-11,-82,-131,161
18,-28,-46,5,33,-37,64,61,14,-55,-106,154
25,-16,-42,-4,34,-29,78,100,42,-40,-91,152
34,-6,-40,-14,37,-23,94,155,79,-9,-73,152
66,26,-40,-46,53,-7,103,216,138,42,-36,162
87,50,-37,-68,62,7,105,275,196,99,-7,197
111,77,-34,-93,73,21,113,325,260,169,36,243
136,100,-36,-117,86,32,117,364,320,243,93,299
156,122,-34,-138,95,44,106,386,353,291,128,338
193,149,-44,-170,118,52,99,376,375,327,158,373
196,155,-40,-175,118,57,87,358,378,349,183,395
181,164,-18,-172,99,73,67,317,344,324,180,382
152,167,15,-159,68,91,37,241,268,257,153,371
97,134,37,-116,30,85,14,162,199,193,117,360
58,93,35,-76,11,64,7,93,129,125,73,343
40,74,34,-58,3,54,-3,34,40,38,25,317
28,59,31,-44,-2,45,-11,-27,-26,-29,-20,280
19,47,28,-33,-5,37,-18,-58,-67,-71,-58,248
3,38,36,-20,-17,37,-24,-70,-94,-103,-79,227
-18,27,46,-5,-32,36,-22,-90,-116,-118,-90,209
-19,21,40,-1,-29,30,-19,-91,-119,-120,-95,193
-22,14,35,3,-29,25,-16,-95,-114,-120,-94,172
-24,8,31,8,-28,19,-13,-93,-116,-120,-98,142
-26,0,26,12,-26,13,-11,-85,-114,-120,-100,116
-31,-5,26,18,-28,11,-9,-82,-115,-120,-100,101
-32,4,36,14,-34,20,-4,-75,-115,-113,-96,94
-36,18,54,9,-46,36,2,-70,-108,-102,-89,87
-30,20,50,5,-40,35,5,-65,-98,-93,-85,81
-30,15,45,7,-38,30,10,-60,-87,-86,-79,73
-24,15,39,4,-32,27,15,-57,-83,-82,-74,71
-20,13,33,3,-27,23,11,-53,-85,-75,-69,75
-19,10,30,4,-25,20,10,-50,-88,-70,-65,75
-6,8,14,-1,-10,11,10,-44,-91,-65,-65,75
-11,21,32,-5,-22,26,5,-49,-94,-66,-63,75
-17,25,42,-4,-29,33,5,-62,-95,-77,-60,74
-14,9,23,2,-19,16,4,-67,-95,-81,-60,78
-17,0,17,8,-17,8,-1,-70,-95,-78,-63,81
-22,-8,14,14,-18,3,-4,-78,-97,-83,-65,85
-29,-14,16,21,-22,1,-7,-85,-108,-98,-66,89
-37,-22,15,29,-26,-3,-12,-85,-117,-101,-73,90
-41,-26,15,33,-28,-5,-15,-87,-121,-100,-79,99
-39,-25,14,31,-26,-5,-15,-95,-124,-105,-77,101
-33,-25,8,29,-20,-9,-15,-99,-128,-104,-74,122
-27,-25,3,26,-14,-11,-15,-104,-130,-106,-75,150
-23,-25,-3,24,-9,-14,-15,-103,-130,-110,-75,154
-14,-22,-8,18,-3,-15,-15,-99,-130,-110,-75,165
-5,-20,-15,13,5,-17,-14,-100,-130,-110,-74,171
-6,-17,-10,12,2,-13,-7,-100,-130,-110,-68,169
-12,-14,-3,13,-4,-8,-3,-100,-131,-110,-62,173
-15,-11,5,13,-10,-3,5,-100,-126,-104,-57,175
-21,-9,11,15,-16,1,6,-91,-114,-91,-51,175
-28,10,37,9,-33,23,30,-73,-92,-81,-46,179
-18,48,65,-15,-42,56,75,-41,-68,-62,-48,190
-15,48,64,-17,-40,56,57,-23,-65,-51,-51,206
-10,53,63,-22,-37,58,15,-55,-66,-50,-50,211
3,33,30,-18,-14,32,-25,-91,-81,-53,-51,202
-32,-27,4,29,-18,-12,-50,-113,-116,-85,-49,203
-47,-44,3,45,-24,-21,-50,-121,-134,-105,-52,186
-41,-51,-11,46,-15,-31,-55,-115,-144,-111,-63,154
-28,-62,-34,46,3,-48,-54,-110,-145,-114,-65,143
-15,-75,-60,45,23,-67,-48,-104,-141,-106,-66,139
-44,-82,-38,63,-3,-60,-45,-98,-136,-94,-64,135
-51,-79,-28,65,-12,-53,-38,-96,-132,-96,-67,129
-43,-80,-37,62,-3,-58,-37,-109,-126,-86,-63,127
-48,-80,-33,64,-7,-56,-28,-98,-122,-87,-67,118
-51,-79,-28,65,-12,-54,-28,-99,-120,-82,-64,107
-46,-74,-28,60,-9,-51,-25,-90,-109,-76,-64,95
-47,-65,-18,56,-14,-41,-23,-88,-116,-100,-69,77
-37,-59,-22,48,-7,-41,-25,-87,-101,-79,-57,57
-33,-51,-18,42,-7,-34,-10,-77,-119,-117,-80,20
-24,-45,-21,34,-1,-32,-34,-88,-102,-65,-55,2
-62,-76,-14,69,-23,-45,116,92,-95,-160,-155,-99
-6,-7,-1,6,-2,-4,184,261,137,60,-19,-49
376,221,-156,-298,266,32,-237,4,531,776,550,252
587,627,39,-607,274,333,-851,-680,770,1569,1215,624
379,723,344,-551,17,533,-867,-749,905,1799,1301,599
86,247,161,-167,-38,204,-266,-175,293,561,396,-52
-35,34,70,1,-53,51,-13,-29,-149,-90,-42,-388
-41,36,77,2,-59,56,3,2,-50,-1,-16,-398
-84,-31,54,57,-69,11,49,31,-159,-186,-131,-456
-92,-26,66,59,-79,20,39,14,-135,-134,-103,-456
-106,-61,45,83,-75,-8,60,37,-137,-173,-128,-505
-110,-66,45,88,-77,-10,57,30,-133,-151,-108,-514
-94,-63,31,78,-62,-16,68,44,-116,-150,-108,-515
-91,-67,23,79,-57,-22,72,48,-124,-153,-104,-515
-78,-62,16,70,-47,-23,79,67,-104,-138,-92,-479
-83,-69,14,76,-48,-27,87,75,-105,-140,-111,-445
-93,-77,16,84,-54,-30,90,84,-86,-110,-101,-420
-83,-74,9,78,-46,-32,98,97,-67,-108,-94,-390
-73,-63,11,68,-42,-26,107,115,-41,-86,-78,-361
-67,-58,9,63,-38,-25,120,141,-21,-69,-65,-349
-51,-50,1,51,-26,-25,126,181,13,-31,-49,-334
-38,-44,-7,41,-15,-25,133,214,53,4,-23,-311
-22,-38,-16,30,-3,-26,149,263,103,51,2,-281
-7,-29,-21,18,7,-25,163,321,166,103,24,-247
19,-14,-33,-2,26,-24,179,376,237,164,68,-195
63,19,-44,-41,53,-12,183,431,311,243,116,-151
94,46,-48,-70,71,-1,173,467,376,316,163,-98
113,49,-64,-81,88,-7,168,493,436,383,214,-34
124,59,-65,-91,94,-3,159,487,455,426,248,14
139,74,-65,-106,102,4,153,471,450,442,274,60
139,69,-70,-104,104,0,143,427,441,440,273,86
127,57,-70,-92,98,-7,125,360,402,408,256,81
117,49,-68,-83,92,-9,110,285,328,347,239,70
70,23,-47,-46,58,-12,82,195,244,275,196,60
26,-8,-34,-9,30,-21,61,125,166,194,145,51
9,-26,-36,9,23,-31,58,67,95,123,101,50
-12,-46,-34,30,11,-40,54,33,40,76,62,49
-30,-65,-36,48,3,-50,50,19,10,40,41,46
-41,-75,-34,58,-3,-54,47,-5,0,19,36,44
-43,-79,-37,61,-3,-58,43,-28,-10,14,32,48
-41,-82,-41,61,0,-61,40,-32,-18,15,27,63
-39,-85,-46,62,4,-65,40,-26,-15,11,23,72
-36,-85,-49,61,7,-67,40,-22,-15,9,18,76
-38,-85,-47,62,5,-66,40,-18,-15,11,16,83
-46,-85,-39,66,-3,-62,40,-12,-15,15,12,89
-50,-85,-35,68,-7,-59,44,-9,-15,20,10,90
-56,-85,-29,71,-13,-57,45,-5,-11,24,7,92
-76,-90,-15,83,-30,-52,46,-3,-5,28,3,94
-66,-98,-32,82,-17,-65,53,0,0,34,19,109
-52,-100,-49,76,-2,-74,52,3,7,33,32,126
-57,-100,-43,79,-7,-71,49,5,8,29,29,124
-56,-100,-44,78,-6,-71,50,16,5,30,33,125
-61,-100,-39,81,-11,-70,45,14,0,30,35,124
-59,-100,-40,80,-10,-70,45,-1,-2,30,35,127
-52,-95,-44,74,-4,-69,44,-9,-7,30,31,135
-50,-95,-45,73,-2,-70,38,-15,-10,23,30,139
-48,-94,-46,71,0,-70,33,-21,-14,15,30,144
-39,-89,-50,64,6,-70,27,-26,-37,7,25,147
-37,-91,-53,64,8,-72,21,-31,-47,-1,25,159
-31,-88,-57,60,13,-72,16,-47,-44,-7,24,165
-24,-84,-60,54,19,-71,15,-51,-46,-12,19,184
-42,-98,-56,71,7,-77,15,-49,-49,-18,14,211
-52,-106,-54,80,2,-80,15,-51,-53,-21,10,218
-44,-100,-55,73,6,-77,15,-50,-58,-26,5,223
-43,-98,-55,71,6,-76,16,-50,-64,-31,0,227
-38,-93,-55,66,9,-74,13,-50,-69,-34,3,231
-36,-89,-54,63,9,-71,10,-50,-76,-36,8,235
-41,-91,-50,66,4,-70,9,-50,-80,-33,10,238
-41,-88,-47,65,3,-67,11,-49,-75,-41,10,241
-53,-96,-43,75,-5,-69,10,-51,-66,-46,10,244
-52,-93,-41,73,-5,-67,10,-43,-57,-34,9,246
-36,-63,-28,50,-4,-45,23,-27,-48,-18,21,250
-31,-31,0,31,-15,-16,68,-16,-25,9,41,260
-10,-11,-1,10,-4,-5,112,10,-12,17,47,275
-12,-21,-10,17,-1,-15,79,7,-23,6,38,286
-30,-40,-10,35,-10,-25,29,-28,-26,4,26,282
-23,-61,-37,42,7,-49,-9,-60,-56,-8,14,273
-18,-83,-65,51,23,-73,-38,-98,-91,-38,7,268
-28,-95,-67,62,20,-81,-30,-99,-97,-57,0,258
-51,-113,-61,82,5,-87,-27,-91,-99,-57,-1,252
-26,-117,-91,72,32,-103,-22,-89,-95,-58,-10,250
-2,-97,-95,50,47,-96,-17,-83,-90,-38,-7,248
