I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-24,-39,-15,32,-4,-27,80,71,75,11,-9,-30
-15,-29,-14,23,0,-21,81,83,79,18,-3,-26
-5,-14,-9,10,3,-12,84,99,93,36,7,-19
5,-3,-7,-1,6,-5,88,116,117,60,23,-13
8,7,-1,-7,4,3,89,146,147,72,36,-6
15,13,-1,-14,8,6,97,173,179,102,44,0
41,23,-18,-32,29,2,117,208,218,133,60,9
46,28,-18,-37,32,5,132,252,264,169,87,22
50,43,-7,-46,29,18,138,304,317,206,103,30
65,61,-4,-63,34,28,147,346,363,244,125,42
66,72,6,-70,30,39,166,381,402,288,159,57
78,86,8,-82,34,46,174,409,429,305,164,58
75,82,7,-79,34,44,174,403,442,318,155,51
60,78,18,-70,21,48,170,388,432,321,146,47
57,75,18,-66,19,46,162,346,396,289,137,41
61,71,10,-66,26,40,139,270,331,241,129,35
59,64,5,-62,27,35,106,190,239,183,111,30
38,39,0,-39,19,19,79,114,153,124,78,21
36,17,-19,-26,27,-1,65,63,92,78,40,9
30,3,-27,-16,29,-12,60,31,45,33,8,-4
7,-17,-24,6,16,-20,52,3,5,-10,-13,-15
-7,-32,-24,20,9,-28,44,-13,-21,-41,-31,-26
-11,-30,-19,20,4,-24,37,-22,-32,-53,-48,-38
-6,-27,-21,16,8,-23,40,-33,-38,-54,-52,-44
-7,-24,-17,16,6,-20,42,-37,-51,-66,-45,-49
-6,-21,-15,14,4,-17,39,-33,-54,-68,-40,-48
-4,-19,-15,12,6,-17,40,-27,-46,-60,-35,-44
-4,-15,-11,10,4,-13,35,-25,-44,-57,-28,-45
-5,-15,-10,10,3,-12,35,-18,-38,-49,-27,-41
-4,-14,-10,9,3,-11,34,-17,-35,-46,-35,-40
11,-10,-22,0,16,-16,27,-33,-40,-49,-35,-40
17,-9,-27,-3,22,-18,23,-36,-40,-50,-35,-40
12,-13,-25,1,18,-18,17,-34,-41,-50,-35,-40
3,-21,-24,9,14,-22,11,-36,-46,-50,-34,-40
-8,-28,-20,18,6,-24,6,-34,-45,-53,-38,-40
-14,-33,-19,24,3,-26,9,-36,-47,-55,-40,-40
-10,-36,-26,23,8,-30,21,-39,-54,-62,-43,-42
-2,-34,-32,18,15,-33,25,-42,-60,-72,-46,-46
-7,-35,-28,22,11,-31,25,-45,-65,-79,-44,-45
-21,-46,-25,34,2,-36,25,-47,-67,-85,-49,-45
-26,-48,-22,38,-1,-35,25,-51,-75,-85,-65,-55
-20,-39,-20,29,0,-29,25,-54,-79,-85,-72,-57
-18,-36,-18,27,0,-27,22,-55,-82,-85,-75,-54
-23,-35,-12,29,-5,-23,16,-55,-85,-85,-80,-56
-25,-32,-7,29,-8,-19,11,-55,-87,-85,-76,-55
-41,-45,-4,44,-19,-24,8,-56,-91,-85,-75,-55
-52,-51,2,51,-27,-25,2,-53,-87,-85,-75,-53
-48,-44,5,45,-26,-19,1,-62,-84,-93,-71,-49
-43,-43,1,43,-22,-21,10,-71,-80,-96,-69,-50
-36,-36,-1,36,-17,-18,21,-63,-77,-94,-71,-50
