I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-56,-35,21,45,-38,-6,115,740,709,136,132,152
-45,-27,18,36,-32,-4,113,735,702,141,145,168
-41,-13,28,27,-34,8,118,723,693,134,144,170
-55,0,55,27,-55,27,131,712,685,130,146,170
-59,16,75,21,-67,45,133,699,676,124,158,194
-78,38,116,20,-97,77,130,673,652,118,161,204
-60,64,124,-2,-92,94,121,621,608,114,159,194
-88,86,174,1,-131,129,117,565,557,98,162,213
-90,115,204,-13,-147,159,106,505,494,78,165,228
-70,137,207,-34,-138,172,86,434,427,63,160,220
-78,143,221,-33,-150,182,41,365,377,50,155,217
-60,147,207,-43,-134,176,-5,297,328,34,149,212
-60,142,202,-41,-131,171,-39,254,299,22,143,207
-46,141,187,-48,-116,164,-94,242,301,8,140,204
-30,127,157,-49,-94,142,-115,251,305,18,147,199
-28,92,120,-32,-74,106,-123,288,323,51,159,196
-41,67,109,-13,-75,88,-133,328,355,48,155,190
-46,48,94,-1,-70,71,-129,372,402,64,150,180
-23,33,56,-5,-40,44,-126,421,442,86,145,170
-13,20,34,-4,-24,27,-119,456,473,79,138,160
-11,11,21,0,-16,16,-115,484,496,92,134,153
-12,5,16,4,-14,10,-107,503,511,96,128,150
-12,-3,9,7,-10,3,-107,516,526,94,124,145
-14,-11,4,12,-9,-3,-109,528,532,96,119,141
-5,-18,-13,12,4,-15,-115,529,546,94,115,136
11,-17,-28,3,20,-22,-130,543,552,104,110,129
9,-15,-24,3,17,-19,-130,558,547,105,107,122
6,-15,-21,5,14,-18,-130,561,546,105,104,116
4,-15,-19,6,12,-17,-130,565,544,103,101,109
0,-15,-15,8,8,-15,-130,560,545,99,98,105
-1,-16,-15,9,7,-16,-130,556,544,101,95,105
3,-20,-23,9,13,-21,-131,554,545,96,93,105
0,-23,-24,12,12,-23,-128,549,541,95,90,105
-8,-26,-18,17,6,-22,-138,546,534,95,90,105
-10,-24,-14,17,3,-19,-152,542,529,90,90,102
3,-29,-32,13,18,-30,-148,536,520,90,90,99
7,-36,-42,14,25,-39,-159,531,510,89,90,96
2,-35,-36,17,20,-35,-173,526,498,85,87,93
1,-35,-35,18,19,-35,-180,519,499,85,84,90
-5,-35,-31,20,13,-33,-189,515,484,83,81,88
-3,-34,-31,19,15,-32,-196,509,459,79,78,85
-16,-38,-22,27,3,-30,-201,502,455,80,75,80
-21,-41,-19,31,-1,-30,-207,496,450,76,74,78
-10,-39,-29,24,10,-34,-220,489,444,70,68,73
-4,-50,-46,28,21,-48,-220,482,439,65,62,69
1,-56,-58,28,30,-57,-223,477,433,59,57,76
0,-54,-54,28,27,-54,-237,467,426,54,51,79
0,-55,-55,28,28,-55,-239,457,419,49,46,70
0,-56,-55,28,28,-55,-240,447,412,45,50,64
-3,-57,-54,31,26,-56,-247,437,404,43,64,57
-4,-55,-51,29,24,-52,-256,431,397,39,63,51
-6,-55,-49,30,22,-52,-254,424,390,37,57,50
-5,-55,-50,30,23,-52,-257,416,384,34,54,49
-5,-55,-50,30,23,-52,-272,409,380,32,48,52
-5,-56,-50,31,23,-53,-277,402,374,29,46,56
-9,-59,-50,34,20,-54,-278,398,368,26,49,53
-21,-71,-50,46,15,-60,-282,395,364,24,50,49
-29,-74,-45,52,8,-59,-285,391,356,19,50,46
-20,-65,-45,43,13,-55,-284,387,349,24,50,41
-15,-59,-44,38,15,-51,-292,384,342,35,50,38
-13,-53,-39,33,13,-46,-301,380,334,35,48,31
-4,-45,-41,25,19,-43,-299,374,327,35,44,18
-16,-52,-36,34,10,-44,-300,370,320,35,45,30
-23,-61,-38,42,8,-50,-303,366,315,35,45,51
-9,-56,-47,33,19,-51,-306,361,310,33,45,42
-11,-55,-44,33,17,-50,-309,357,304,28,44,35
-10,-55,-45,33,18,-50,-310,349,299,25,41,30
-10,-55,-45,33,18,-50,-310,342,293,22,38,14
-11,-55,-44,33,17,-50,-309,335,290,17,35,25
-1,-56,-54,29,27,-55,-315,326,287,15,32,43
-14,-65,-51,40,19,-58,-314,323,285,22,29,33
-25,-70,-45,48,10,-57,-323,324,281,21,32,28
-25,-70,-45,48,10,-57,-337,316,280,20,36,21
-27,-70,-44,49,8,-57,-333,307,276,19,35,13
-10,-66,-57,38,24,-61,-330,299,269,14,35,12
-6,-65,-58,36,27,-61,-328,295,265,16,35,16
-16,-65,-49,41,17,-57,-324,293,259,12,34,35
-19,-65,-46,42,14,-55,-328,289,253,9,42,42
-25,-65,-40,45,8,-52,-328,287,249,10,43,36
-19,-64,-45,42,14,-55,-324,284,245,10,37,34
1,-55,-56,27,29,-55,-321,286,243,10,32,29
-4,-45,-41,25,19,-43,-317,284,239,10,26,27
-15,-34,-19,25,2,-26,-314,286,237,17,21,19
