I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
199,259,60,-229,70,159,-39,278,469,555,393,204
179,235,57,-207,61,146,-34,245,409,493,361,186
151,202,51,-176,49,126,-27,182,298,358,272,138
136,181,46,-159,45,114,-21,128,192,207,159,79
90,130,40,-110,25,85,-8,85,128,115,85,30
36,71,35,-54,1,53,12,44,68,44,34,-10
10,41,30,-26,-10,35,16,17,22,-5,-17,-38
1,31,30,-16,-15,30,14,2,4,-46,-53,-57
-5,25,30,-10,-18,27,19,-14,-2,-68,-62,-61
-15,15,30,0,-23,22,20,-16,-6,-67,-69,-60
-20,10,30,5,-25,20,20,-15,-13,-77,-82,-77
-14,18,32,-2,-24,25,25,-14,-18,-81,-85,-91
-45,-9,36,26,-40,13,25,-9,-21,-77,-88,-89
-70,-35,35,52,-52,0,27,-11,-20,-74,-91,-92
-53,-18,35,35,-44,9,31,-7,-20,-70,-90,-95
-40,-5,35,22,-37,15,30,-5,-20,-66,-90,-95
-35,0,35,17,-35,17,30,-4,-20,-65,-90,-93
-35,5,40,15,-38,22,30,0,-21,-65,-91,-88
-38,6,44,16,-41,25,29,-1,-24,-65,-88,-85
-37,12,49,12,-43,30,25,-5,-28,-65,-85,-82
-33,15,48,9,-41,31,19,-10,-31,-65,-85,-78
-31,13,44,8,-38,29,16,-15,-34,-75,-85,-74
-14,31,45,-9,-30,38,11,-18,-37,-85,-85,-71
2,43,41,-22,-20,42,7,-24,-42,-90,-85,-70
-8,32,40,-12,-24,35,2,-27,-45,-96,-92,-70
-39,1,40,19,-40,20,-4,-36,-52,-103,-103,-73
-17,23,40,-3,-28,31,1,-50,-60,-110,-106,-76
11,51,40,-31,-15,45,3,-50,-63,-115,-109,-75
-18,22,40,-2,-29,31,-1,-49,-68,-118,-112,-75
-14,26,40,-6,-28,33,-3,-46,-73,-123,-116,-75
-14,25,40,-5,-27,32,-6,-45,-71,-125,-120,-74
-24,18,42,3,-33,30,-9,-44,-69,-126,-120,-78
-22,24,46,-2,-34,34,-10,-39,-76,-130,-120,-80
-33,11,45,10,-39,28,-4,-40,-81,-129,-120,-80
-3,42,45,-20,-24,43,2,-40,-80,-126,-121,-75
-2,43,45,-21,-23,43,6,-40,-78,-125,-117,-70
-46,-1,45,23,-46,22,13,-40,-76,-125,-116,-67
-40,5,45,17,-43,25,18,-44,-73,-124,-125,-59
-41,4,45,18,-43,24,18,-60,-89,-126,-125,-73
-23,23,46,0,-34,34,11,-60,-103,-123,-121,-87
-26,18,44,4,-35,30,4,-55,-96,-117,-119,-84
-57,-11,47,34,-52,18,-1,-53,-96,-114,-116,-83
-69,-27,42,47,-55,7,-11,-46,-88,-108,-115,-80
-52,5,58,23,-55,31,-1,-48,-76,-106,-106,-81
-32,47,79,-7,-56,62,1,-30,-60,-91,-92,-74
-41,42,83,-1,-62,62,26,-22,-53,-79,-83,-57
20,127,107,-73,-44,116,48,-11,-35,-66,-78,-46
31,139,108,-86,-38,123,-17,-38,-40,-65,-82,-38
10,110,100,-60,-45,105,-60,-83,-73,-85,-77,-34
31,127,95,-79,-32,111,-84,-91,-88,-103,-84,-30
22,100,78,-62,-28,89,-93,-108,-105,-118,-102,-24
8,59,50,-34,-22,54,-42,-70,-85,-107,-95,-22
-17,17,34,0,-26,25,-19,-60,-88,-105,-91,-19
-46,-28,18,37,-31,-5,1,-57,-94,-122,-127,-64
-54,-38,16,46,-35,-11,0,-55,-99,-142,-155,-81
-70,-57,13,64,-42,-22,7,-52,-92,-131,-149,-83
-90,-88,1,89,-45,-43,10,-48,-95,-164,-160,-103
-93,-82,12,87,-52,-35,10,-52,-90,-136,-136,-95
-62,-84,-22,74,-20,-52,23,-29,-84,-139,-172,-118
-39,14,53,12,-46,33,-12,-20,-42,-100,-113,-74
75,84,9,-80,33,46,-17,68,88,151,204,138
392,400,8,-396,192,204,-398,-386,-355,302,1071,708
393,481,87,-437,153,284,-651,-866,-779,459,1559,908
37,-122,-159,43,98,-141,-308,-663,-751,-42,381,235
-157,-328,-171,243,7,-250,-109,-537,-789,-700,-474,-174
-130,-178,-48,154,-41,-113,-16,-309,-461,-425,-288,-142
-80,-102,-22,91,-29,-62,19,-61,-125,-154,-211,-127
-72,-56,17,64,-44,-19,28,-17,-57,-99,-146,-110
-63,-66,-4,64,-29,-35,53,28,-11,-57,-139,-111
-79,-62,17,70,-47,-22,32,22,-9,-64,-136,-99
-52,-32,20,42,-35,-6,61,57,13,-41,-126,-95
-61,-42,18,51,-39,-12,39,67,27,-44,-129,-89
-80,-64,16,71,-47,-24,21,62,35,-32,-116,-83
-53,-41,12,47,-32,-14,35,70,41,-31,-119,-80
-52,-42,9,47,-30,-16,54,58,40,-16,-104,-74
-32,-15,17,23,-25,1,57,71,66,-3,-98,-71
-60,-23,37,41,-48,7,53,99,99,9,-89,-66
