I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
295,94,-201,-195,248,-53,-150,-144,-200,-198,-86,-120
322,88,-235,-205,278,-73,-142,-153,-202,-183,-90,-120
317,45,-272,-181,294,-113,-133,-174,-203,-145,-89,-120
206,-19,-224,-93,215,-121,-122,-158,-195,-111,-82,-119
194,-31,-225,-81,209,-127,-120,-155,-199,-113,-98,-127
246,-32,-278,-107,262,-155,-115,-170,-199,-105,-137,-165
215,-18,-232,-98,224,-125,-72,-153,-218,-114,-147,-170
194,-16,-210,-89,202,-113,-70,-118,-196,-105,-141,-165
108,-107,-214,0,161,-160,-58,-132,-195,-129,-181,-184
35,-113,-148,39,92,-131,-35,-117,-179,-124,-178,-160
72,-49,-120,-11,96,-84,-24,-95,-169,-134,-178,-174
54,-64,-118,6,86,-91,18,-112,-249,-204,-189,-178
7,-56,-63,25,35,-59,135,53,-101,-168,-200,-223
156,76,-80,-116,117,-2,213,489,448,327,158,6
752,429,-323,-590,538,53,-204,1037,1894,1841,1393,923
938,534,-403,-736,670,65,-740,254,1627,1793,1588,1241
476,180,-296,-328,385,-58,-786,-1197,-732,-130,347,559
98,-84,-182,-7,140,-132,-550,-1164,-1166,-658,-198,80
-74,-6,68,40,-71,31,-246,-621,-636,-415,-186,-28
-51,84,135,-16,-94,109,-46,-276,-403,-280,-146,-64
-106,-48,59,77,-82,6,46,-54,-141,-157,-101,-92
-123,-113,10,118,-66,-51,111,-36,-120,-157,-111,-86
-109,-143,-34,126,-37,-88,129,-15,-116,-225,-101,-106
-97,-126,-28,112,-34,-77,130,-4,-208,-350,-91,-116
-111,-119,-8,115,-51,-64,130,36,-281,-353,-67,-101
-215,-147,68,181,-141,-39,144,53,-383,-369,-58,-113
-95,-84,11,89,-53,-36,120,65,-401,-334,-47,-109
35,-92,-127,29,81,-109,105,44,-356,-293,-96,-128
45,-76,-121,15,83,-98,114,29,-279,-186,-106,-126
1,-60,-60,30,31,-60,106,63,-149,-50,-98,-115
-49,-74,-24,62,-12,-49,113,84,-55,89,-91,-107
-94,-87,8,90,-51,-39,106,99,5,204,-55,-84
-148,-67,82,107,-115,7,121,177,220,233,-46,-79
-96,-28,68,61,-82,20,167,251,541,255,-28,-68
-80,-50,31,65,-55,-9,182,310,580,254,-6,-45
-84,-17,67,51,-76,25,205,372,442,264,51,-14
-1,54,55,-27,-28,54,212,421,340,272,96,19
10,43,33,-26,-12,38,197,473,294,269,93,24
-98,-3,95,50,-97,46,191,477,323,268,132,56
-70,76,146,-3,-108,110,180,482,372,291,194,130
-10,104,113,-48,-62,108,162,438,354,282,185,138
-102,56,158,22,-130,107,138,360,298,235,134,95
-150,65,216,42,-183,140,129,269,232,171,92,56
