I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-117,-210,-94,164,-12,-151,497,514,407,150,-80,-100
-130,-206,-75,168,-27,-140,513,515,416,150,-91,-110
-136,-189,-53,163,-41,-121,530,523,415,150,-111,-127
-135,-161,-26,149,-54,-93,544,518,413,149,-109,-131
-134,-119,15,126,-74,-52,528,505,410,151,-111,-127
-133,-93,40,113,-86,-26,504,483,408,155,-111,-122
-135,-79,56,107,-95,-11,451,435,391,150,-126,-118
-126,-73,53,99,-89,-10,388,374,344,132,-129,-112
-112,-74,38,93,-74,-18,320,288,282,116,-104,-93
-102,-77,26,89,-64,-25,253,215,239,111,-80,-66
-67,-72,-5,70,-30,-39,192,160,189,106,-28,-23
-25,-79,-54,52,15,-66,126,113,137,102,16,20
-8,-82,-74,45,33,-78,95,83,106,98,46,52
-4,-88,-84,47,41,-86,89,60,94,93,74,65
4,-76,-80,37,42,-78,87,59,90,83,81,65
61,-17,-78,-21,70,-48,84,61,82,70,84,79
67,-41,-108,-13,88,-74,81,59,76,61,80,78
35,-76,-111,20,73,-94,79,61,70,47,75,70
42,-66,-108,12,75,-87,80,58,74,62,73,69
35,-72,-106,19,71,-89,79,65,76,84,68,61
40,-64,-104,13,72,-84,86,68,73,84,65,62
40,-65,-105,13,73,-85,96,73,79,91,62,67
31,-66,-97,18,65,-81,93,85,72,88,57,65
26,-70,-96,22,61,-82,101,83,80,95,54,60
13,-76,-89,31,52,-82,106,79,96,105,51,58
30,-71,-101,20,65,-85,99,76,87,97,46,53
53,-67,-120,8,86,-93,96,71,81,91,44,50
51,-61,-112,5,82,-86,91,69,74,84,35,45
46,-58,-104,6,75,-81,86,62,67,77,25,37
44,-52,-96,5,70,-74,82,56,62,69,15,31
42,-48,-90,3,66,-69,76,49,55,62,5,23
30,-70,-101,20,66,-85,71,42,51,56,-3,16
19,-83,-101,32,60,-92,66,36,42,48,-9,9
21,-79,-100,29,60,-90,60,35,33,40,-16,2
21,-78,-99,29,60,-89,55,35,24,32,-21,7
8,-94,-102,43,55,-98,50,35,16,24,-19,13
9,-105,-114,48,62,-109,50,35,6,16,-23,18
17,-96,-112,39,65,-103,49,36,7,8,-25,25
11,-94,-105,42,59,-99,45,33,24,0,-26,21
10,-92,-102,41,56,-97,45,30,24,-8,-20,12
7,-87,-94,41,50,-90,43,30,18,-16,-18,5
4,-86,-90,41,48,-88,39,30,17,-18,-38,-13
21,-83,-103,31,62,-93,35,30,10,-11,-32,-22
37,-69,-106,16,72,-87,32,30,11,-7,-15,-15
48,-54,-102,4,75,-78,26,34,17,-1,-7,-9
51,-56,-107,3,80,-81,26,33,22,5,-2,-4
52,-52,-105,0,79,-78,34,44,29,9,0,1
99,-12,-111,-44,105,-61,24,57,25,32,4,7
123,12,-110,-68,116,-49,9,50,15,41,9,13
107,3,-104,-55,105,-50,-8,43,6,31,9,18
108,-27,-135,-40,121,-80,-18,37,-5,27,2,16
83,-42,-125,-20,104,-83,-12,29,-9,19,-3,3
48,-43,-91,-2,70,-67,-8,26,-13,13,-9,-4
0,-87,-87,44,44,-87,-3,33,-14,7,-13,-17
-30,-105,-75,68,22,-89,1,30,-26,-1,-31,-48
-37,-101,-64,69,14,-82,6,30,-31,-9,-49,-63
-48,-109,-61,78,7,-84,13,28,-24,-17,-49,-63
-45,-101,-56,73,6,-78,25,23,-25,-23,-55,-62
-61,-117,-56,90,-2,-87,15,28,-16,-32,-55,-57
-56,-106,-50,81,-3,-78,14,17,-17,-40,-54,-53
-37,-87,-50,62,7,-68,9,25,-19,-42,-57,-52
-79,-130,-51,104,-14,-90,1,11,-37,-34,-51,-43
-57,-105,-48,81,-5,-76,7,23,-23,-32,-60,-49
-32,-86,-53,59,11,-69,-8,3,-37,-20,-68,-61
-32,-143,-111,87,40,-126,69,135,82,44,-69,-76
101,-153,-254,26,178,-203,221,553,548,388,95,-30
208,-35,-244,-86,226,-139,192,423,625,768,403,167
548,219,-330,-383,439,-55,-717,-476,138,975,968,634
806,502,-305,-654,555,99,-1858,-1565,-647,1066,1669,1253
573,692,119,-633,227,405,-1928,-2063,-1456,269,1538,1470
524,645,121,-585,201,383,-1477,-1621,-1417,-409,1098,1416
489,503,14,-496,237,259,-1037,-1014,-879,-195,949,1274
239,356,118,-298,60,237,-605,-570,-514,-154,562,861
70,183,113,-126,-22,148,-308,-271,-295,-155,160,409
-50,113,163,-32,-106,138,-127,-134,-202,-125,-59,98
-109,52,161,28,-135,106,-12,-5,-106,-104,-131,-29
-125,2,127,61,-126,64,59,61,-49,-60,-152,-90
-135,-27,108,81,-121,40,98,96,-18,-65,-179,-124
-115,-85,30,100,-73,-27,135,144,34,-39,-171,-128
-105,-120,-16,112,-44,-68,171,180,51,-36,-173,-140
-103,-136,-33,119,-34,-84,182,187,49,-20,-168,-146
-92,-135,-43,114,-24,-89,179,191,50,-13,-165,-151
-98,-133,-35,116,-31,-84,181,208,51,-5,-166,-150
-92,-130,-38,112,-27,-83,179,213,48,-5,-174,-157
-108,-130,-22,119,-43,-76,182,226,60,-5,-181,-165
-121,-128,-7,125,-56,-68,171,215,55,-6,-193,-180
-85,-123,-38,104,-23,-80,180,224,69,-23,-203,-181
-82,-121,-39,102,-22,-80,195,250,95,-14,-199,-178
-98,-115,-18,107,-39,-67,208,256,100,3,-201,-174
-84,-115,-30,100,-27,-72,228,284,120,-1,-200,-183
-72,-107,-34,90,-19,-70,243,309,141,5,-200,-214
-102,-128,-26,115,-37,-77,275,334,167,16,-211,-222
-139,-161,-22,150,-58,-92,295,346,183,11,-210,-222
-134,-148,-14,141,-60,-81,323,343,197,22,-204,-228
-90,-97,-7,94,-42,-52,358,365,232,38,-196,-246
-97,-94,3,95,-50,-45,377,395,263,51,-201,-254
-145,-135,10,140,-77,-62,400,412,286,63,-232,-258
-144,-117,27,130,-86,-44,425,425,308,63,-243,-258
-144,-92,52,117,-98,-19,432,426,308,58,-244,-259
-153,-72,81,112,-117,4,421,415,298,50,-252,-285
-169,-52,116,110,-142,32,417,408,293,45,-265,-293
-160,-46,114,102,-136,34,407,397,283,37,-268,-282
-138,-36,102,87,-120,33,366,349,279,32,-252,-271
-118,-22,95,70,-106,36,309,276,256,22,-243,-254
-106,-20,85,63,-95,33,240,211,209,3,-232,-230
-64,9,73,27,-68,41,163,136,156,-11,-203,-208
12,48,36,-30,-12,42,105,72,110,-19,-155,-176
46,41,-5,-44,25,18,61,33,79,-31,-105,-135
81,42,-39,-62,60,1,41,7,59,-39,-65,-97
82,43,-38,-63,60,3,31,-9,43,-41,-36,-76
83,34,-49,-59,66,-7,20,-25,30,-54,-24,-74
106,33,-73,-69,89,-20,20,-36,25,-58,-25,-71
98,31,-66,-65,82,-17,19,-37,20,-76,-25,-68
111,26,-85,-69,98,-29,16,-34,14,-101,-25,-64
138,42,-96,-90,117,-27,14,-31,8,-100,-30,-68
132,41,-90,-87,111,-24,17,-29,6,-99,-34,-77
77,-10,-88,-33,82,-48,16,-25,12,-96,-39,-74
54,-30,-84,-12,69,-56,15,-26,18,-95,-37,-71
84,5,-79,-44,81,-37,14,-33,23,-94,-29,-68
79,-1,-80,-39,80,-41,11,-32,34,-88,-22,-65
66,-39,-105,-13,86,-72,9,-29,36,-84,-16,-66
39,-55,-95,8,67,-75,11,-27,35,-79,-14,-72
34,-65,-99,16,67,-82,20,-23,33,-75,-15,-79
63,-65,-127,1,96,-96,22,-21,29,-70,-14,-80
49,-64,-114,8,82,-89,18,-19,30,-70,-16,-80
33,-66,-99,17,67,-83,16,-23,27,-70,-14,-80
30,-63,-94,17,62,-78,13,-28,21,-70,-19,-80
18,-68,-86,25,53,-77,10,-35,17,-70,-31,-81
8,-76,-84,34,46,-80,9,-45,12,-70,-31,-78
-14,-89,-75,52,31,-82,4,-45,8,-71,-26,-66
-35,-106,-71,70,19,-88,1,-44,3,-75,-24,-51
-10,-104,-94,57,43,-99,-2,-45,-8,-87,-20,-41
-4,-99,-95,52,46,-97,-7,-44,-10,-91,-15,-37
-23,-99,-76,61,27,-87,-10,-46,-14,-89,-17,-34
-24,-93,-69,59,23,-81,-10,-50,-20,-87,-24,-30
-39,-99,-60,69,11,-79,-10,-50,-26,-84,-29,-27
-61,-116,-55,89,-3,-85,-10,-51,-29,-85,-34,-23
-73,-120,-47,96,-13,-83,-10,-55,-25,-80,-31,-11
-65,-109,-45,87,-10,-77,-10,-55,-23,-76,-26,4
-57,-102,-45,80,-6,-73,-10,-53,-20,-74,-24,14
-53,-94,-41,74,-6,-67,-10,-46,-16,-69,-19,21
-47,-87,-40,67,-3,-63,-10,-41,-15,-66,-16,27
-45,-85,-40,65,-2,-62,-10,-36,-11,-62,-12,35
-33,-69,-36,51,2,-52,-10,-30,-10,-54,-8,38
-15,-47,-32,31,9,-39,-10,-26,-10,-44,-3,36
-4,-34,-30,19,13,-32,-15,-31,-10,-37,0,32
12,-11,-23,0,17,-16,-30,-37,-10,-40,5,48
46,3,-42,-24,44,-19,-51,-43,-11,-41,9,65
50,-32,-81,-9,66,-56,-50,-57,-25,-40,13,57
17,-76,-93,30,55,-85,-39,-60,-31,-40,19,50
28,-61,-90,17,59,-75,-34,-59,-29,-42,16,45
12,-67,-79,28,46,-72,-25,-65,-31,-52,4,35
-31,-103,-72,67,21,-87,-18,-64,-28,-67,-20,20
-27,-101,-74,65,24,-87,-9,-66,-41,-83,-36,8
-19,-94,-75,57,28,-84,0,-59,-45,-86,-34,4
-13,-90,-77,52,32,-83,6,-57,-45,-84,-43,-5
-5,-84,-79,45,37,-81,16,-54,-49,-86,-48,-10
7,-76,-82,35,45,-79,16,-48,-49,-83,-42,-18
-25,-99,-74,62,25,-86,19,-49,-52,-86,-49,-32
-30,-103,-73,67,22,-88,10,-36,-41,-78,-40,-26
-61,-118,-57,90,-2,-88,16,-43,-47,-75,-61,-49
-60,-122,-62,91,1,-92,6,-12,-28,-66,-65,-58
-25,-96,-71,61,23,-83,19,-23,-43,-69,-56,-51
4,-171,-174,84,89,-172,128,219,199,59,-32,-64
142,-127,-269,-7,205,-197,291,576,640,506,201,16
339,105,-235,-222,287,-65,7,123,464,771,541,253
747,370,-376,-558,561,-3,-1174,-931,-147,991,1229,825
807,623,-185,-715,496,219,-2007,-1899,-983,864,1732,1369
571,720,149,-646,211,434,-1788,-2067,-1592,-110,1351,1436
578,623,45,-600,266,334,-1320,-1468,-1268,-424,1038,1356
442,480,37,-461,203,258,-873,-920,-742,-174,851,1123
209,315,106,-262,51,210,-486,-516,-458,-181,404,660
56,177,120,-117,-32,148,-233,-284,-290,-151,75,251
-33,98,132,-33,-83,115,-70,-150,-190,-149,-78,27
-80,30,110,25,-95,70,21,-30,-96,-102,-133,-61
-73,19,92,27,-83,55,72,7,-53,-71,-144,-113
-77,-40,38,58,-57,-1,113,63,-11,-61,-138,-130
-93,-105,-12,99,-40,-58,138,113,31,-33,-136,-134
-93,-141,-48,117,-22,-95,140,127,55,-17,-134,-146
-122,-190,-69,156,-26,-129,157,147,58,-4,-129,-159
-118,-189,-71,154,-24,-130,167,171,73,-5,-132,-161
-122,-190,-68,156,-27,-129,163,174,76,3,-135,-160
-126,-190,-65,159,-31,-127,182,185,77,6,-135,-167
-127,-189,-62,158,-33,-125,197,199,99,11,-139,-162
-132,-191,-60,161,-36,-125,201,200,99,15,-151,-177
-132,-188,-56,161,-38,-122,210,224,114,14,-160,-192
