I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
48,101,53,-75,-3,77,-34,133,179,213,118,92
32,63,31,-48,0,46,-18,101,119,168,86,53
16,23,7,-20,5,15,19,52,54,87,32,-4
39,43,4,-41,17,23,42,40,22,56,-5,-34
76,74,-2,-75,39,36,53,28,1,48,-19,-43
75,64,-11,-69,43,26,73,18,-3,37,-25,-37
78,41,-37,-59,57,2,76,-10,-18,24,-36,-47
57,10,-47,-33,51,-18,65,-43,-35,-2,-43,-65
6,-31,-37,12,22,-34,55,-53,-45,-20,-58,-75
-37,-73,-36,55,0,-54,43,-59,-67,-30,-72,-79
-75,-104,-29,90,-22,-66,26,-69,-79,-43,-77,-87
-97,-122,-25,110,-36,-73,10,-76,-82,-52,-88,-100
-113,-150,-37,132,-38,-93,5,-75,-85,-56,-95,-103
-116,-157,-41,137,-37,-99,3,-75,-83,-55,-98,-105
-114,-151,-36,133,-39,-93,0,-75,-79,-55,-103,-105
-115,-149,-34,133,-40,-91,-4,-75,-77,-67,-105,-111
-131,-161,-31,146,-50,-96,-5,-72,-74,-71,-101,-113
-153,-182,-29,168,-62,-106,-2,-67,-71,-66,-97,-106
-142,-168,-26,155,-58,-96,1,-64,-69,-64,-93,-101
-116,-141,-25,129,-45,-83,3,-61,-66,-61,-90,-96
-93,-116,-24,105,-34,-70,7,-56,-65,-59,-85,-89
-78,-98,-20,88,-29,-59,9,-56,-63,-63,-88,-87
-64,-83,-19,74,-23,-51,13,-60,-61,-74,-95,-102
-41,-67,-26,54,-7,-47,32,-60,-58,-76,-95,-106
-50,-86,-36,69,-7,-61,43,-60,-71,-74,-95,-104
-58,-93,-35,76,-11,-63,38,-60,-88,-71,-95,-105
-46,-80,-35,64,-5,-57,36,-59,-90,-69,-95,-105
-42,-77,-35,60,-3,-56,33,-67,-94,-71,-95,-104
-33,-68,-35,51,1,-51,30,-73,-92,-80,-90,-100
-31,-64,-33,48,1,-49,31,-69,-88,-82,-90,-98
-29,-58,-29,44,0,-44,35,-66,-87,-79,-89,-95
-22,-53,-31,38,4,-41,34,-63,-83,-80,-85,-91
-17,-47,-30,32,6,-38,38,-60,-81,-80,-85,-90
-17,-47,-30,32,7,-38,40,-61,-78,-80,-83,-87
-9,-59,-50,34,21,-54,40,-65,-75,-79,-78,-82
-15,-61,-46,39,16,-53,36,-65,-75,-75,-75,-80
-28,-49,-20,39,-4,-34,27,-65,-72,-76,-72,-76
-17,-28,-11,23,-3,-19,21,-64,-70,-73,-68,-72
-19,-9,10,14,-14,0,13,-65,-70,-69,-65,-69
-15,4,19,6,-17,11,6,-68,-66,-71,-69,-65
3,11,8,-7,-3,9,-1,-71,-60,-66,-71,-66
23,25,2,-24,10,13,-7,-73,-54,-60,-69,-62
41,29,-13,-35,27,8,-10,-77,-49,-54,-72,-60
57,26,-31,-41,44,-3,-16,-80,-47,-53,-67,-59
43,-11,-54,-16,49,-32,-4,-79,-86,-98,-82,-67
-14,-65,-52,40,19,-58,17,-82,-113,-115,-100,-82
-38,-83,-45,61,3,-63,27,-77,-104,-107,-101,-99
-40,-82,-42,61,1,-62,26,-84,-119,-139,-117,-110
-49,-80,-31,65,-8,-56,31,-74,-107,-130,-115,-101
-41,-112,-71,77,16,-91,30,-86,-127,-149,-128,-111
-35,-106,-71,71,18,-89,29,-71,-96,-114,-105,-98
-26,-112,-86,69,30,-98,34,-78,-118,-142,-124,-113
3,-72,-76,35,40,-74,22,-74,-93,-111,-101,-98
-11,-104,-93,58,41,-99,45,-40,-89,-112,-111,-103
24,-82,-105,29,65,-93,24,6,-9,-56,-80,-85
153,76,-77,-114,115,-1,-43,113,198,199,153,106
463,417,-46,-440,254,185,-403,-405,-116,470,851,787
587,1135,548,-861,19,842,-731,-1127,-230,1111,1758,1617
122,916,794,-519,-336,855,-500,-1479,-880,166,836,934
-148,144,291,2,-219,217,-310,-1248,-1363,-988,-367,-85
-105,-21,84,63,-94,31,-161,-441,-519,-395,-199,-102
-87,-56,31,71,-58,-13,15,-59,-123,-147,-136,-105
-32,-38,-6,35,-12,-22,38,63,20,-74,-93,-92
-40,-56,-16,49,-12,-36,71,140,116,-9,-78,-84
-29,-72,-43,51,7,-57,69,148,111,-5,-80,-91
-16,-54,-38,35,12,-46,71,183,154,45,-45,-72
-15,-56,-41,35,13,-48,69,187,130,14,-59,-78
-3,-53,-49,28,23,-51,77,232,184,54,-27,-52
13,-48,-61,17,37,-54,88,241,207,65,-31,-51
36,-15,-51,-10,44,-33,83,265,254,105,2,-30
40,-8,-48,-16,44,-28,84,300,297,125,21,-14
48,7,-41,-28,44,-16,78,349,354,179,55,16
74,37,-37,-55,55,0,81,405,417,231,95,44
103,79,-24,-90,63,28,74,450,487,270,126,73
115,118,2,-117,56,60,61,523,577,339,184,123
123,147,24,-135,49,85,50,585,649,411,238,169
158,197,39,-178,59,118,33,619,692,470,292,223
186,250,64,-218,61,157,17,627,687,486,329,268
179,266,87,-223,46,176,-3,611,678,486,344,283
188,272,84,-230,52,178,-30,554,638,473,352,281
189,282,93,-236,48,187,-54,433,520,392,321,271
