I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
83,179,96,-132,-6,137,33,382,367,300,164,125
70,154,84,-112,-8,119,16,323,317,264,142,113
15,73,58,-44,-22,66,-8,200,203,167,89,82
-31,3,34,13,-32,18,-20,111,108,90,44,54
-9,-31,-22,20,7,-26,-27,46,41,10,32,49
-52,-75,-23,64,-14,-49,-40,20,-22,-13,22,51
-54,-79,-25,66,-14,-52,-32,-3,-45,-6,9,25
-33,-59,-26,46,-3,-42,-12,-38,-59,-45,-10,-12
-107,-70,37,88,-71,-17,0,-38,-71,-46,-17,-28
-105,-48,56,76,-80,4,10,-35,-61,-39,-12,-18
-51,7,58,22,-55,32,19,-17,-41,-13,20,2
-14,69,84,-28,-49,76,34,41,0,43,51,13
-5,95,100,-45,-53,98,32,48,13,51,42,22
-17,84,101,-34,-59,92,-8,-9,-20,39,33,20
-38,56,94,-9,-66,75,-41,-40,-43,17,19,11
-52,17,69,17,-61,43,-40,-51,-55,-21,-3,7
-3,36,39,-16,-21,37,-41,-79,-62,-50,-22,-2
16,31,14,-24,1,22,-46,-87,-59,-60,-31,-7
-15,-13,2,13,-8,-5,-45,-84,-60,-67,-34,-16
-67,-70,-3,69,-31,-37,-42,-86,-60,-86,-46,-41
-64,-117,-54,91,-5,-85,-39,-83,-59,-99,-50,-44
-65,-141,-76,103,5,-108,-36,-108,-90,-112,-70,-54
-95,-184,-90,140,-2,-137,-34,-115,-103,-121,-85,-69
-77,-120,-44,99,-16,-82,-30,-107,-89,-89,-53,-46
-101,-112,-11,107,-45,-62,-16,-106,-94,-94,-64,-57
-113,-75,38,94,-75,-18,-1,-77,-69,-58,-44,-30
-124,-125,-1,124,-61,-62,53,1,-13,-18,-43,-43
159,-65,-224,-47,192,-144,-103,90,266,198,167,134
531,296,-235,-413,383,31,-490,-275,184,229,439,438
492,-80,-572,-206,532,-326,-601,-965,-677,-594,-96,96
266,-373,-639,54,453,-506,-429,-923,-893,-855,-446,-218
-16,-141,-125,79,55,-133,-173,-350,-381,-320,-159,-87
-103,-120,-18,111,-42,-69,6,-80,-152,-133,-107,-72
-109,-59,50,84,-79,-5,44,-18,-89,-67,-90,-65
-118,-32,86,74,-101,26,67,10,-48,-38,-63,-40
-49,18,67,15,-58,42,65,14,-23,-45,-62,-35
-68,19,86,24,-77,52,64,20,-17,-32,-47,-33
-57,-15,41,36,-49,13,67,31,-18,-39,-53,-38
-62,-23,39,42,-50,8,63,50,-11,-30,-36,-30
-67,-55,12,61,-39,-22,67,63,18,-6,-40,-24
-68,-47,21,58,-44,-13,62,74,58,23,-26,-12
-89,-28,62,58,-75,17,69,113,97,46,-13,-2
-89,-14,75,51,-82,31,85,164,149,85,-1,8
-80,3,83,38,-82,43,96,223,204,131,47,25
-7,62,69,-28,-38,65,106,302,266,177,71,28
19,113,95,-66,-38,104,129,386,353,259,120,66
23,168,145,-95,-61,156,138,458,428,332,179,130
59,187,127,-123,-34,157,121,463,428,351,189,145
60,180,120,-120,-30,149,108,426,412,341,201,134
65,183,119,-124,-28,151,86,379,363,291,175,119
32,138,106,-85,-37,122,54,265,236,213,115,94
11,122,111,-67,-50,116,21,135,132,122,64,58
59,133,74,-96,-8,103,2,82,88,66,40,24
42,82,40,-62,1,61,-5,36,37,13,-3,-4
-20,36,57,-8,-39,46,-13,-22,12,-34,-47,-18
5,22,17,-13,-6,19,-21,-78,-3,-65,-66,-43
-24,-35,-11,30,-6,-23,-22,-94,-20,-79,-75,-54
-95,-87,8,91,-51,-39,-7,-79,-20,-57,-62,-38
-86,-49,37,68,-61,-6,4,-73,-9,-38,-50,-32
-82,-5,77,43,-79,36,33,-1,43,29,-3,-24
-1,21,22,-10,-12,21,44,40,55,70,40,-20
9,-3,-12,-3,10,-7,7,9,23,31,20,-12
-50,-54,-3,52,-23,-28,-24,-36,-36,-5,-4,-15
-12,-62,-50,37,19,-56,-21,-73,-85,-22,-12,-31
-32,-61,-30,46,-1,-45,-22,-70,-87,-33,-33,-30
-36,-45,-9,41,-13,-27,-37,-68,-113,-48,-52,-29
-17,-56,-39,36,11,-47,-33,-76,-133,-55,-59,-32
-114,-108,6,111,-60,-51,-16,-90,-134,-72,-74,-26
-72,-129,-57,101,-7,-93,-21,-115,-143,-98,-103,-41
31,-55,-86,12,59,-70,-40,-134,-139,-103,-109,-50
-37,-78,-41,57,2,-59,-25,-125,-105,-104,-98,-38
-27,-89,-62,58,17,-75,-21,-115,-64,-80,-67,-7
-34,-96,-63,65,14,-79,3,-87,-40,-84,-67,-16
-110,-82,28,96,-69,-27,40,-55,-14,-53,-44,-16
-140,-102,38,121,-89,-32,85,15,48,-7,-28,-19
180,-53,-233,-63,207,-143,-81,58,281,161,145,144
611,295,-316,-453,464,-10,-516,-411,112,136,342,410
507,-115,-622,-196,565,-369,-632,-1078,-720,-656,-183,57
272,-508,-780,118,526,-644,-417,-940,-878,-895,-516,-243
58,-201,-259,72,159,-230,-143,-344,-342,-319,-197,-72
-96,-121,-25,109,-35,-73,18,-94,-141,-109,-104,-44
-93,-61,32,77,-62,-14,41,-48,-100,-57,-81,-13
-120,-86,33,103,-76,-26,67,-28,-77,-32,-69,-12
-184,-115,70,149,-127,-22,43,-44,-86,-37,-68,-12
-177,-50,128,113,-152,39,87,-41,-65,37,-35,6
-64,-46,18,55,-41,-14,81,-63,-124,6,-100,-70
-53,12,65,20,-59,39,61,-30,-87,-14,-70,-42
25,50,26,-37,-1,38,74,102,30,26,-19,-11
42,57,15,-50,13,36,62,146,59,35,-18,-23
-52,59,111,-4,-82,85,89,127,98,68,19,15
-87,38,125,25,-107,81,99,176,183,109,54,47
-65,43,108,11,-87,76,96,226,248,150,58,56
17,82,65,-50,-24,74,83,294,316,195,82,51
-62,125,186,-32,-124,155,128,439,454,313,171,118
-71,186,257,-57,-164,221,147,518,502,374,201,165
-19,206,225,-94,-122,215,147,514,481,378,213,152
-3,185,187,-91,-95,186,152,499,466,381,229,151
-3,168,171,-83,-87,169,121,392,360,319,182,142
-23,131,153,-54,-88,142,79,258,241,248,134,133
-65,83,148,-9,-106,115,49,178,157,164,109,112
-99,34,132,32,-116,83,55,91,65,158,53,58
50,2,-48,-26,49,-23,-11,-48,-63,56,-34,-19
45,-41,-86,-2,66,-64,-66,-147,-150,-95,-101,-71
3,-34,-37,16,20,-35,-39,-113,-136,-71,-86,-46
13,15,1,-14,6,8,-10,-61,-91,-52,-45,12
-75,-11,64,43,-70,26,1,-43,-56,-29,-50,19
-49,34,83,7,-66,58,25,-38,-16,2,-25,21
74,115,42,-95,16,78,47,-6,34,24,4,37
59,87,27,-73,16,57,41,36,64,61,16,58
-70,49,119,11,-95,83,31,11,68,74,40,69
-84,31,114,27,-99,72,15,-38,27,35,17,43
-97,5,102,45,-100,53,5,-74,-36,-16,-19,24
-81,0,80,40,-81,40,9,-90,-54,-22,-20,20
-67,-63,5,65,-36,-28,0,-103,-74,-49,-35,5
-126,-113,13,119,-69,-49,1,-90,-99,-72,-61,-6
-133,-106,27,120,-80,-40,16,-77,-91,-59,-57,-7
-120,-120,0,120,-60,-59,14,-93,-87,-61,-49,-20
-31,-123,-92,77,31,-108,12,-145,-142,-114,-104,-69
26,-136,-162,55,94,-149,21,-166,-164,-136,-125,-95
-45,-93,-48,70,2,-70,7,-128,-115,-80,-73,-47
-102,-130,-27,116,-37,-78,-2,-133,-118,-101,-86,-43
-123,-50,73,86,-98,11,30,-125,-104,-72,-71,-35
-164,-73,91,118,-128,9,84,-29,-21,-16,-73,-43
141,-67,-208,-37,175,-138,-114,29,221,136,103,121
589,294,-295,-441,442,-1,-534,-403,102,119,293,374
474,-71,-546,-201,510,-308,-638,-1100,-715,-610,-177,82
183,-386,-569,102,376,-477,-432,-1006,-884,-810,-447,-167
3,-144,-147,71,75,-145,-148,-376,-336,-283,-179,-69
-105,-111,-6,108,-49,-58,10,-108,-131,-110,-90,-56
-123,-74,50,98,-86,-12,19,-78,-103,-87,-81,-40
-141,-80,61,110,-101,-10,55,-44,-65,-55,-78,-29
-113,-83,30,98,-72,-26,55,-24,-73,-38,-77,-23
-177,-70,108,123,-142,19,64,-8,-81,-21,-70,-43
-202,-61,141,131,-171,40,84,17,-72,-20,-70,-47
-141,-43,98,91,-119,27,81,48,-71,2,-65,-30
-110,-9,101,59,-105,46,88,74,-44,7,-51,-24
-99,10,109,44,-104,59,105,96,6,21,-11,-13
-87,15,102,35,-95,59,117,163,78,69,33,6
-40,67,107,-14,-74,86,125,228,145,100,45,39
-26,84,109,-29,-68,96,142,282,217,144,42,50
-2,125,127,-62,-65,126,142,365,313,196,71,49
49,176,127,-112,-40,151,133,431,394,255,99,59
75,205,129,-140,-27,167,128,499,472,338,143,93
63,209,146,-136,-42,177,120,497,465,346,154,99
45,176,131,-111,-43,153,102,455,430,313,135,87
10,128,117,-69,-54,122,69,391,381,279,134,83
-6,105,111,-50,-59,108,45,252,249,204,99,76
-13,92,105,-40,-59,98,21,124,110,100,32,51
-56,29,84,13,-70,56,11,56,17,31,-10,14
-55,-20,34,37,-44,7,37,26,-20,4,-23,2
-72,-32,39,52,-55,3,35,-17,-50,-28,-16,-6
-51,-26,26,38,-38,0,25,-50,-85,-55,-35,-21
-39,-23,16,31,-27,-4,19,-44,-91,-72,-71,-33
-65,-21,44,43,-55,11,10,-38,-87,-71,-59,-28
-56,-12,43,34,-49,15,32,-30,-45,-21,-42,-16
-47,-15,31,31,-39,8,43,-25,-10,-1,-27,-11
8,38,30,-24,-11,34,35,-16,-8,-5,-10,-2
25,76,52,-51,-14,64,38,12,16,14,0,-4
67,107,40,-87,13,73,58,48,52,37,20,15
65,115,50,-90,7,82,55,64,65,57,30,44
19,70,52,-45,-17,61,19,15,31,29,13,34
50,46,-4,-48,27,21,-4,-30,-13,-9,-24,13
-11,-9,2,10,-7,-3,-14,-63,-65,-48,-65,-29
-17,-43,-26,31,4,-34,-24,-61,-75,-66,-85,-42
-26,-83,-57,55,15,-70,-28,-60,-86,-88,-102,-52
-129,-98,30,114,-79,-34,-22,-104,-126,-102,-105,-88
-68,-121,-54,95,-7,-87,-12,-109,-126,-103,-101,-114
17,-105,-122,45,70,-113,-10,-112,-115,-127,-95,-137
-27,-84,-58,56,15,-71,6,-102,-113,-125,-93,-146
-41,-95,-55,68,7,-75,15,-69,-102,-110,-87,-145
-57,-83,-26,70,-15,-54,15,-54,-98,-103,-76,-142
-77,-108,-31,93,-23,-69,16,-42,-90,-78,-77,-143
-100,-76,24,88,-62,-25,67,-8,-64,-37,-59,-134
45,-110,-155,33,100,-132,43,109,93,56,11,-78
489,179,-310,-334,399,-65,-291,60,352,310,310,248
565,213,-352,-389,458,-69,-560,-543,-176,-105,163,253
275,-270,-545,-3,410,-407,-476,-978,-875,-788,-392,-179
147,-146,-293,0,220,-220,-238,-568,-547,-490,-298,-173
35,-1,-36,-17,36,-18,-29,-134,-146,-111,-94,-80
-22,-53,-31,38,4,-42,37,-50,-58,-58,-99,-103
-32,-23,9,27,-20,-7,77,5,-26,-31,-68,-98
-98,-77,21,87,-59,-28,115,38,-34,-61,-90,-131
-55,-49,6,52,-30,-22,87,14,-37,-47,-90,-106
-27,-69,-43,48,8,-56,77,-17,-79,-50,-114,-119
-81,-86,-5,84,-38,-45,82,13,-59,-42,-117,-122
-92,-53,40,72,-66,-6,78,46,-54,-32,-101,-109
-81,-43,38,62,-60,-3,82,76,-20,-19,-81,-99
-87,-28,59,57,-73,15,83,95,24,5,-42,-82
-93,-21,72,57,-82,25,88,130,65,37,-31,-69
-59,9,68,25,-63,38,102,210,140,83,-11,-29
-27,31,59,-2,-43,45,108,265,191,127,29,7
7,52,45,-30,-19,48,101,341,265,189,80,31
7,86,79,-47,-36,82,127,426,351,268,132,48
-4,103,107,-50,-55,105,171,472,400,311,168,76
52,150,98,-101,-24,124,169,459,392,302,168,91
80,174,94,-127,-7,134,162,438,379,299,163,98
69,159,90,-114,-11,124,126,382,334,269,161,112
77,121,43,-99,17,82,78,249,221,163,98,73
45,27,-18,-36,31,5,57,137,117,63,27,20
32,-10,-41,-11,36,-25,44,59,39,3,-8,-17
19,-24,-43,3,31,-33,38,14,-10,-37,-30,-35
-61,-18,43,39,-52,13,30,7,-32,-47,-27,-38
-6,43,50,-19,-28,46,25,1,-47,-47,-3,-56
16,29,14,-23,1,21,15,-4,-43,-36,-2,-59
-53,6,59,23,-56,32,24,-8,-44,-36,13,-65
-5,-2,4,3,-4,1,27,-19,-51,-43,19,-59
-55,-15,40,35,-48,13,39,37,-13,4,8,-32
-84,26,110,29,-97,67,55,66,21,52,54,-13
-17,34,51,-9,-35,43,23,23,25,68,78,4
-39,7,46,16,-42,26,17,11,-5,33,64,-3
-103,-50,53,77,-78,2,16,-28,-73,-40,22,-32
-112,-98,14,105,-63,-42,6,-68,-112,-82,-12,-62
-147,-78,69,113,-108,-5,36,-62,-105,-88,-6,-50
-136,-101,36,118,-86,-33,20,-64,-112,-96,-35,-54
11,-94,-105,41,58,-99,-7,-83,-108,-110,-57,-65
-9,-108,-99,59,46,-103,25,-85,-84,-108,-55,-54
-32,-127,-95,79,32,-111,41,-76,-95,-121,-48,-90
-59,-140,-81,100,11,-110,40,-74,-105,-133,-53,-98
-108,-118,-10,113,-49,-64,39,-61,-94,-109,-40,-75
-84,-102,-18,93,-33,-59,42,-61,-99,-119,-50,-93
-109,-109,0,109,-55,-54,42,-40,-93,-95,-41,-78
-110,-121,-11,116,-50,-66,88,10,-77,-53,-33,-87
109,-63,-172,-23,141,-117,-27,97,174,170,154,70
420,331,-89,-375,254,121,-376,-101,260,343,479,428
401,69,-333,-235,367,-132,-518,-757,-520,-378,48,178
193,-337,-530,72,362,-433,-391,-885,-908,-810,-366,-199
46,-92,-138,23,93,-115,-137,-371,-427,-325,-140,-93
-93,-103,-10,98,-41,-57,55,-104,-186,-122,-75,-96
-249,-141,108,195,-178,-17,100,-87,-168,-117,-62,-127
-156,-104,53,130,-104,-25,87,-92,-156,-120,-80,-115
-101,-107,-6,104,-48,-56,54,-59,-135,-144,-82,-124
-97,-52,44,75,-70,-4,72,-17,-91,-97,-48,-118
3,-41,-44,20,23,-42,71,5,-63,-76,-69,-107
-105,-71,34,88,-69,-18,86,29,-26,-55,-30,-68
-92,-48,44,70,-68,-2,106,38,-4,-43,-28,-71
-47,-41,6,44,-26,-17,96,76,40,-36,-18,-69
-73,-57,17,65,-45,-20,103,89,57,-27,-13,-78
-53,-18,35,35,-43,8,97,104,70,6,-6,-63
-54,17,71,19,-63,44,111,167,127,73,17,-37
-63,80,143,-9,-103,111,144,255,203,163,68,-7
-44,96,140,-26,-92,117,148,357,296,248,149,43
-42,110,152,-34,-97,131,149,411,341,308,171,62
9,147,137,-78,-64,142,139,429,351,313,179,83
