I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-5,-20,-15,13,5,-17,20,-5,-30,-30,-35,15
-5,-20,-15,13,5,-17,20,-5,-30,-30,-35,15
-5,-20,-15,13,5,-17,20,-8,-30,-30,-35,15
-5,-20,-15,13,5,-17,16,-11,-30,-30,-35,19
-4,-19,-15,12,5,-17,15,-14,-30,-30,-35,20
-6,-21,-15,14,4,-17,15,-15,-30,-31,-35,20
4,-18,-23,7,13,-20,10,-20,-35,-34,-35,25
1,-27,-28,13,15,-27,10,-25,-35,-36,-35,25
-17,-41,-24,29,4,-32,9,-28,-35,-34,-35,25
-13,-39,-26,27,6,-32,5,-34,-35,-39,-35,25
-18,-41,-24,30,3,-32,5,-33,-35,-41,-35,25
-17,-45,-28,32,6,-36,8,-28,-37,-36,-33,23
-2,-45,-44,24,21,-44,10,-25,-40,-34,-29,20
-2,-42,-40,22,20,-41,10,-22,-40,-29,-30,17
-3,-34,-31,19,15,-33,13,-17,-33,-26,-30,14
0,-27,-27,14,14,-27,16,-15,-25,-23,-30,11
-3,-21,-18,13,7,-20,14,-4,-17,-17,-30,10
3,-12,-15,5,10,-13,28,10,-9,-14,-23,20
11,-4,-15,-3,13,-9,42,23,-2,-9,-14,21
26,12,-14,-18,20,-1,34,28,13,-6,-6,14
51,35,-16,-42,33,9,28,27,27,8,3,11
56,43,-12,-49,34,15,0,19,13,22,12,5
69,34,-35,-51,52,0,-28,-15,-20,13,9,2
81,24,-58,-52,69,-17,-20,-15,-30,2,0,-4
53,5,-48,-29,50,-21,-15,-9,-25,-6,-5,-14
5,-38,-43,17,24,-41,-7,-24,-40,-30,-14,-27
-30,-65,-36,48,3,-50,0,-42,-49,-37,-21,-37
-36,-65,-29,51,-3,-47,4,-40,-39,-33,-27,-35
-34,-60,-25,47,-4,-42,12,-36,-43,-38,-32,-30
-10,-48,-38,29,14,-43,6,-36,-34,-30,-28,-24
3,-45,-48,21,26,-46,15,-24,-36,-41,-36,-24
0,-34,-34,17,17,-34,4,-35,-40,-28,-33,-13
4,-36,-40,17,22,-38,16,-13,-36,-42,-37,-20
-10,-35,-24,23,7,-29,3,-52,-47,-29,-29,-19
-3,-32,-30,18,14,-31,0,-19,-30,-38,-29,-29
-16,-54,-39,35,12,-46,-6,-67,-67,-38,-34,-28
67,-72,-139,2,104,-105,-89,-24,22,45,-1,3
183,-13,-196,-85,190,-104,-219,-154,308,441,210,126
531,267,-265,-399,398,1,-736,-499,1144,1502,812,518
867,367,-500,-617,683,-66,-1124,-435,1188,1310,913,630
322,276,-46,-299,184,115,-1062,-1065,-447,-95,305,331
-122,293,416,-86,-269,354,-722,-1117,-849,-365,5,134
-47,147,194,-50,-121,170,-172,-217,-200,-121,-21,40
-68,0,68,34,-67,33,30,-30,-100,-97,-44,-16
-62,-37,25,50,-43,-6,60,37,-32,-74,-56,-56
-90,-65,26,77,-58,-19,98,66,-46,-77,-63,-68
-92,-57,35,74,-63,-11,89,69,-29,-63,-58,-69
-88,-63,25,76,-56,-19,105,88,-20,-67,-60,-76
-95,-64,31,79,-63,-16,100,72,-23,-59,-53,-77
-86,-65,21,75,-53,-22,113,94,-9,-57,-56,-81
-90,-63,27,76,-59,-18,115,81,-17,-53,-55,-79
-77,-58,19,67,-48,-19,114,97,-3,-49,-55,-80
-76,-55,21,66,-48,-17,123,101,-7,-51,-56,-80
-71,-51,19,61,-45,-16,133,117,1,-49,-54,-81
-61,-47,14,54,-37,-17,139,124,3,-51,-56,-86
-61,-45,16,52,-38,-14,146,136,6,-49,-53,-89
-67,-50,17,58,-42,-16,162,164,11,-56,-50,-90
-71,-50,21,60,-46,-15,180,189,13,-61,-50,-90
-74,-50,24,62,-49,-13,199,218,18,-60,-48,-90
-70,-47,23,58,-46,-12,224,245,26,-61,-45,-90
-69,-27,42,48,-55,7,241,277,38,-59,-46,-90
-58,-14,45,36,-51,15,233,291,40,-60,-39,-89
-41,-8,33,24,-37,13,224,288,41,-56,-26,-80
-23,1,25,11,-24,13,215,276,39,-55,-15,-72
-9,9,18,0,-14,13,206,262,44,-54,-5,-63
-11,17,28,-4,-20,23,175,238,62,-20,5,-56
2,24,22,-13,-10,22,121,184,56,3,16,-55
8,20,12,-14,-2,15,80,122,42,-2,23,-55
9,13,5,-11,2,9,44,70,29,-3,18,-55
11,9,-1,-10,6,4,19,30,6,-7,11,-55
1,2,1,-2,0,1,13,-1,-7,-10,4,-56
1,-2,-3,1,2,-3,10,-20,-23,-11,-2,-63
-4,-9,-5,7,1,-7,7,-29,-42,-24,-9,-62
-21,-26,-5,24,-8,-15,2,-34,-48,-30,-13,-59
-22,-31,-9,27,-7,-20,0,-28,-50,-32,-16,-60
-19,-29,-11,24,-4,-20,6,-22,-50,-40,-19,-60
-19,-34,-15,27,-2,-24,13,-16,-50,-40,-22,-60
-21,-35,-14,29,-3,-25,19,-11,-50,-40,-25,-59
-27,-34,-8,31,-9,-21,26,-6,-50,-40,-25,-55
-30,-31,-1,31,-15,-16,32,0,-50,-40,-27,-55
-34,-28,6,31,-20,-11,38,5,-46,-39,-30,-55
-38,-25,13,31,-25,-6,39,10,-41,-34,-30,-55
-41,-23,19,32,-30,-2,36,17,-36,-31,-27,-55
-37,-20,17,28,-27,-1,33,19,-33,-28,-22,-52
-32,-18,14,24,-22,-2,30,14,-27,-23,-19,-46
-25,-14,11,20,-18,-1,27,8,-26,-20,-16,-41
-24,-16,8,20,-15,-4,25,5,-31,-16,-11,-38
-19,-14,5,16,-12,-4,23,0,-29,-15,-11,-32
4,7,3,-6,0,5,17,-5,-32,-14,-27,-30
10,9,0,-9,5,4,12,-8,-36,-11,-31,-30
6,1,-5,-3,5,-2,9,-13,-34,-9,-26,-30
6,-1,-7,-3,7,-3,4,-16,-39,-12,-25,-30
5,-7,-12,1,9,-9,-1,-20,-40,-15,-20,-30
4,-10,-14,3,10,-12,-4,-23,-40,-15,-20,-30
-5,-17,-12,11,4,-14,-5,-27,-44,-15,-25,-34
-23,-28,-5,26,-8,-17,-5,-30,-45,-15,-25,-35
-31,-35,-3,33,-14,-19,-5,-26,-44,-15,-25,-35
-38,-35,3,37,-20,-16,-5,-25,-40,-12,-25,-39
-65,-35,31,50,-48,-2,-8,-25,-40,-10,-25,-40
-60,-35,25,47,-42,-5,-10,-20,-38,-10,-23,-39
-43,-35,8,39,-25,-13,-10,-20,-34,-10,-20,-35
-47,-35,12,41,-29,-11,-10,-21,-35,-10,-17,-35
-44,-35,9,39,-26,-13,-10,-26,-31,-10,-14,-33
-46,-35,11,41,-28,-11,-11,-30,-30,-10,-10,-29
-44,-35,9,40,-26,-13,-14,-30,-30,-10,-10,-31
-48,-35,13,41,-30,-11,-17,-30,-30,-10,-15,-26
-65,-35,30,50,-47,-2,-20,-30,-30,-10,-15,-25
-61,-33,28,47,-45,-2,-22,-30,-29,-10,-15,-25
-48,-27,20,37,-34,-3,-26,-30,-25,-10,-15,-20
-37,-23,15,30,-26,-4,-23,-29,-25,-10,-15,-20
-26,-18,7,22,-16,-5,-17,-23,-25,-10,-13,-19
-15,-14,1,14,-8,-6,-12,-17,-25,-10,-9,-14
-13,-9,4,11,-8,-2,-9,-13,-26,-10,-7,-11
-30,-16,14,23,-22,-1,-4,-6,-19,-9,-4,-8
-25,-8,17,17,-21,4,1,-2,-7,0,-1,-3
-8,24,32,-9,-20,27,6,5,6,9,0,-1
5,47,42,-26,-19,44,14,12,18,20,10,6
32,61,29,-47,1,45,10,20,36,34,27,23
36,54,18,-45,9,36,-12,24,27,27,32,33
28,35,8,-32,10,21,-43,-10,-6,16,23,26
24,25,1,-25,11,12,-51,-39,-17,9,14,14
18,13,-5,-15,11,3,-45,-42,-21,4,7,5
9,-7,-16,0,13,-11,-40,-42,-25,-5,-5,-5
-9,-23,-13,16,2,-18,-37,-50,-31,-10,-15,-8
-20,-30,-10,25,-5,-20,-31,-46,-33,-17,-28,-14
-27,-34,-7,31,-10,-20,-31,-53,-38,-25,-35,-17
-27,-28,-1,28,-13,-14,-38,-48,-32,-28,-34,-22
-27,-29,-2,28,-12,-15,-30,-49,-38,-43,-37,-28
-20,-22,-2,21,-8,-12,-45,-56,-32,-29,-32,-27
-15,-23,-9,19,-3,-16,-32,-39,-36,-44,-39,-37
-16,-17,-1,17,-7,-9,-50,-67,-35,-23,-30,-32
-9,-15,-7,12,0,-11,-34,-23,-27,-49,-34,-46
-4,-35,-31,20,14,-33,-60,-93,-52,-28,-15,-26
79,-71,-151,-4,115,-111,-138,-21,50,49,-4,-20
234,36,-198,-135,216,-80,-337,-218,421,545,252,132
646,320,-327,-483,486,-3,-897,-403,1284,1486,833,534
833,340,-493,-586,662,-76,-1195,-336,945,944,748,549
230,280,51,-255,89,165,-1099,-1132,-639,-246,211,298
-111,286,397,-88,-254,341,-669,-968,-693,-271,26,177
-39,125,164,-43,-102,144,-139,-132,-140,-104,-37,49
-77,17,94,30,-85,55,6,-48,-98,-98,-72,-8
-50,-7,42,28,-46,17,50,49,-30,-85,-80,-23
-48,-18,30,32,-38,6,72,44,-48,-87,-81,-38
-55,-28,27,41,-41,0,78,66,-27,-71,-78,-39
-49,-35,14,42,-31,-10,91,70,-29,-74,-84,-41
-56,-37,18,46,-37,-9,86,57,-22,-66,-84,-39
-76,-64,12,70,-44,-26,101,76,-13,-67,-86,-41
-83,-66,18,74,-50,-24,102,93,-15,-62,-84,-40
-77,-64,13,70,-45,-25,108,123,-5,-59,-85,-40
-77,-61,16,69,-46,-22,116,114,-9,-63,-84,-40
-75,-59,16,67,-45,-21,123,130,-1,-65,-80,-40
-81,-60,21,70,-51,-19,135,134,-2,-65,-80,-40
-78,-52,26,64,-52,-13,144,149,2,-68,-80,-40
-77,-48,29,62,-53,-9,164,174,7,-71,-80,-38
-74,-41,34,57,-54,-3,194,202,12,-70,-81,-31
-75,-37,38,55,-56,1,224,239,19,-66,-77,-27
-68,-29,39,48,-53,5,256,270,22,-65,-69,-21
-50,-15,35,32,-42,10,272,293,33,-65,-61,-15
-40,-5,35,22,-37,15,272,295,41,-64,-53,-11
-30,5,35,12,-33,20,268,285,40,-66,-45,1
-19,15,35,1,-27,25,262,281,39,-62,-29,15
-11,24,36,-7,-24,30,232,267,42,-57,-4,28
6,36,30,-21,-13,32,185,232,45,-32,18,37
20,42,22,-31,-1,32,140,178,35,-8,21,36
17,33,16,-26,0,24,91,123,25,-12,16,30
13,21,8,-18,2,14,57,78,14,-15,14,26
9,10,1,-10,4,6,41,34,-8,-18,9,21
7,0,-6,-3,6,-3,25,8,-25,-23,6,17
5,-4,-10,-1,8,-7,19,-6,-34,-25,3,12
7,-5,-12,-1,10,-9,21,-13,-43,-30,-2,9
11,-5,-16,-2,14,-10,17,-9,-49,-34,-5,5
7,-5,-11,-1,9,-8,15,-7,-45,-35,-8,2
1,-5,-6,3,4,-5,15,-4,-45,-35,-13,-3
-3,-4,-2,4,0,-3,18,-1,-45,-35,-16,-5
-13,-10,3,11,-7,-3,21,1,-45,-35,-19,0
