I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-155,-50,105,102,-130,27,-145,45,25,15,130,-5
-164,-48,117,106,-140,34,-145,45,25,15,130,-5
-167,-43,124,105,-145,40,-142,45,26,21,130,-8
-135,-39,96,87,-116,29,-140,45,30,26,130,-11
-133,-35,98,83,-115,32,-137,62,30,32,130,-14
-150,-30,121,90,-135,45,-134,78,35,38,130,-15
-143,-22,120,83,-131,49,-139,80,44,42,130,-9
-135,-16,120,76,-127,52,-140,79,46,47,143,-2
-130,-10,120,70,-125,55,-140,84,44,50,145,4
-121,-1,120,61,-120,60,-146,84,45,45,146,11
-112,9,120,51,-117,64,-145,86,45,38,160,17
-147,-1,146,74,-146,72,-142,88,45,34,158,23
-191,-23,168,107,-180,72,-139,95,47,27,154,25
-183,-20,163,101,-173,71,-136,107,50,22,151,28
-173,-4,168,88,-170,82,-134,111,50,20,146,32
-162,8,170,77,-166,89,-130,119,49,20,144,33
-142,28,170,57,-156,99,-130,131,52,20,146,38
-126,47,173,39,-150,110,-128,136,48,19,142,36
-121,57,178,31,-150,117,-125,152,71,41,155,54
-107,72,179,17,-143,125,-124,186,96,59,173,72
-62,91,153,-15,-108,121,-130,205,118,77,189,87
-31,96,128,-33,-80,112,-144,235,168,116,230,125
-7,110,117,-52,-63,113,-140,282,211,144,259,144
29,132,103,-81,-37,117,-134,325,253,175,296,165
54,137,83,-95,-15,109,-129,353,284,203,315,177
61,133,72,-97,-6,102,-124,346,306,218,308,173
52,131,79,-92,-13,105,-126,336,307,227,311,176
49,127,78,-88,-15,103,-122,328,295,228,308,174
51,125,75,-89,-13,100,-120,318,293,221,305,176
46,122,76,-84,-15,99,-120,304,281,214,305,172
36,108,72,-72,-18,90,-126,278,264,206,302,158
29,99,71,-64,-21,85,-138,247,242,199,293,149
33,101,68,-67,-17,84,-141,223,226,191,284,142
22,99,77,-61,-28,88,-138,195,209,177,276,136
19,101,82,-60,-32,91,-149,158,179,163,267,129
3,94,92,-49,-45,93,-156,142,148,149,258,122
-40,65,105,-12,-73,85,-155,131,127,131,247,112
-45,43,88,0,-66,66,-152,118,113,118,238,103
-58,29,87,14,-73,58,-150,103,99,107,233,104
-43,21,64,11,-54,42,-150,91,98,98,230,105
-42,16,58,13,-51,37,-145,91,100,99,227,105
-67,20,87,24,-77,53,-127,89,102,100,221,105
-43,57,100,-7,-72,79,-88,109,107,101,221,105
