I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-42,-160,-118,101,38,-139,12,-50,-83,-60,-4,50
-48,-176,-128,113,40,-152,17,-44,-87,-70,-14,42
-66,-190,-124,128,29,-156,26,-45,-89,-62,-14,40
-73,-202,-129,137,29,-165,13,-52,-79,-67,-27,28
-42,-194,-151,118,55,-172,120,102,-56,-97,-59,1
-42,-189,-147,116,53,-168,318,512,135,-57,-74,-30
172,266,94,-219,39,179,249,598,585,452,352,280
399,967,568,-683,-85,767,-401,-472,1199,1686,1149,856
253,478,225,-365,14,351,-801,-998,648,1110,742,643
47,-105,-152,29,100,-129,-493,-529,-414,-195,29,147
-39,-83,-44,61,3,-63,-146,-199,-217,-82,56,88
-49,-147,-98,98,25,-122,1,0,-22,-61,7,63
-39,-113,-75,76,19,-94,26,19,-51,-48,8,64
-17,-125,-108,71,46,-117,46,42,16,-20,5,57
-7,-120,-114,64,53,-117,53,51,-24,-48,-9,46
-20,-116,-97,68,39,-106,47,48,17,-10,3,49
-13,-119,-107,66,47,-112,56,62,0,-36,-3,47
-14,-102,-89,58,38,-95,54,55,20,-7,18,53
-10,-105,-95,58,42,-100,56,69,24,-16,16,51
5,-91,-96,43,51,-93,50,72,40,2,30,59
20,-88,-108,34,65,-98,47,87,54,11,38,68
33,-71,-103,19,68,-87,44,95,56,29,54,79
44,-58,-102,7,73,-80,39,108,77,45,62,83
47,-49,-96,2,72,-72,36,121,89,61,74,90
52,-39,-91,-7,72,-65,31,132,116,81,88,96
71,-17,-88,-27,80,-52,20,147,136,98,106,106
80,-3,-82,-38,81,-42,9,160,159,123,127,129
89,11,-79,-50,84,-34,-3,181,185,150,145,141
114,39,-75,-76,95,-17,-22,202,208,182,174,161
146,71,-75,-108,110,-2,-49,201,229,208,197,188
175,100,-75,-137,124,12,-71,192,232,235,221,207
200,124,-76,-161,137,24,-98,190,230,257,253,232
216,148,-68,-182,142,40,-129,176,231,272,276,253
202,149,-53,-176,128,48,-145,143,216,264,287,254
181,141,-40,-161,110,51,-155,104,173,247,281,249
148,115,-33,-131,90,41,-120,72,122,225,252,235
84,59,-25,-71,54,17,-62,53,71,165,198,195
45,8,-38,-26,41,-15,-31,39,31,103,141,149
27,-41,-68,7,48,-55,-5,25,17,59,100,113
8,-73,-81,33,45,-77,5,13,8,38,82,95
-4,-85,-81,44,39,-83,11,6,-10,33,76,79
-16,-94,-78,55,31,-86,28,1,-25,25,69,70
-21,-95,-74,59,27,-84,28,-4,-31,19,61,69
-24,-95,-71,59,24,-83,20,-10,-30,13,54,65
-29,-95,-66,62,19,-80,19,-15,-27,7,47,62
