I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
380,-45,-425,-167,403,-235,-215,-318,-360,-125,-366,-399
363,-60,-423,-151,393,-241,-213,-331,-368,-135,-361,-395
337,-78,-415,-129,377,-247,-209,-324,-377,-145,-365,-412
335,-74,-409,-130,373,-241,-207,-320,-371,-134,-390,-432
329,-73,-402,-128,366,-237,-204,-314,-370,-129,-379,-422
327,-70,-396,-128,361,-233,-201,-308,-366,-123,-372,-419
320,-70,-389,-125,354,-229,-199,-304,-364,-114,-364,-413
316,-67,-383,-124,350,-225,-196,-299,-362,-131,-357,-407
308,-65,-372,-121,340,-218,-194,-300,-359,-143,-353,-403
298,-63,-361,-117,330,-212,-195,-299,-360,-136,-347,-397
245,-82,-326,-81,286,-204,-194,-300,-359,-136,-344,-393
218,-85,-303,-66,261,-194,-196,-300,-360,-131,-339,-388
224,-79,-303,-72,263,-191,-192,-296,-358,-130,-334,-383
197,-78,-274,-59,236,-176,-182,-290,-351,-126,-326,-380
183,-70,-252,-56,218,-161,-172,-284,-343,-116,-313,-373
116,-99,-215,-8,166,-156,-162,-278,-335,-109,-302,-362
71,-103,-173,16,122,-138,-155,-245,-327,-75,-293,-352
73,-93,-166,10,120,-129,-151,-222,-321,-57,-283,-343
68,-91,-159,12,114,-125,-149,-226,-315,-62,-279,-337
70,-82,-152,6,111,-117,-144,-224,-309,-59,-257,-332
65,-82,-147,9,106,-114,-140,-225,-305,-62,-267,-329
70,-69,-139,0,105,-104,-139,-225,-297,-59,-284,-323
64,-72,-136,4,100,-104,-141,-224,-296,-60,-258,-321
79,-55,-135,-11,107,-95,-139,-219,-293,-53,-249,-318
69,-65,-134,-2,102,-99,-142,-216,-297,-59,-260,-325
67,-70,-137,2,102,-103,-153,-212,-304,-74,-273,-339
92,-37,-129,-27,111,-83,-131,-209,-274,-43,-266,-330
106,-28,-134,-39,120,-81,-128,-204,-259,-27,-252,-319
132,36,-96,-84,114,-30,-150,-202,-254,-16,-221,-289
73,14,-60,-44,66,-23,-135,-187,-243,-2,-200,-264
-20,-22,-2,21,-9,-12,-124,-149,-240,9,-195,-258
-142,-12,130,77,-135,59,-84,-122,-228,38,-179,-247
-272,-64,208,168,-240,72,-54,-116,-230,29,-179,-243
-315,-87,228,201,-271,70,-58,-126,-216,33,-170,-231
-297,-105,191,201,-243,42,-49,-105,-223,17,-181,-233
-275,-75,200,174,-237,62,-65,-130,-207,21,-168,-220
-314,-119,195,216,-255,38,-29,-82,-207,9,-182,-236
-322,-103,219,213,-271,58,76,71,-22,29,-215,-283
-190,30,220,80,-205,125,101,8,163,219,-84,-204
164,561,397,-363,-117,478,-626,-709,-305,872,569,274
481,1116,635,-798,-77,875,-1459,-1369,-565,1783,1315,804
288,531,243,-410,22,387,-985,-953,-473,1152,792,467
-43,-62,-19,52,-12,-40,-285,-463,-500,15,-83,-134
-91,-56,35,73,-63,-10,-171,-301,-306,25,-185,-233
-88,-84,5,85,-46,-39,-115,-154,-206,32,-185,-243
-107,-57,51,82,-78,-3,-87,-134,-195,-16,-191,-258
-90,-67,23,78,-56,-22,-75,-89,-171,-1,-186,-259
-54,-53,1,53,-27,-25,-69,-90,-180,-26,-203,-265
-49,-62,-12,56,-18,-37,-63,-86,-160,-9,-202,-266
-61,-90,-29,76,-16,-59,-55,-79,-163,-31,-208,-282
-39,-70,-30,55,-4,-50,-51,-80,-151,-19,-200,-279
-19,-65,-46,42,14,-55,-45,-71,-144,-24,-201,-279
-1,-51,-49,26,24,-50,-45,-72,-130,-13,-199,-274
18,-43,-61,13,40,-52,-45,-60,-118,-11,-196,-275
41,-33,-74,-4,58,-53,-44,-57,-107,-7,-189,-273
75,-20,-96,-27,86,-58,-47,-49,-93,-1,-182,-265
102,-16,-118,-43,110,-67,-66,-41,-83,3,-176,-261
128,7,-121,-68,125,-57,-72,-25,-62,23,-168,-254
141,21,-119,-81,130,-49,-69,6,-33,42,-156,-251
161,40,-120,-101,141,-40,-71,31,2,68,-141,-239
184,64,-120,-124,152,-28,-69,46,29,83,-129,-225
202,84,-118,-143,160,-17,-69,77,66,120,-106,-209
228,119,-108,-173,168,5,-70,120,107,167,-55,-175
233,147,-86,-190,159,30,-69,152,135,199,1,-158
256,189,-66,-222,161,61,-71,168,160,235,21,-156
243,188,-55,-216,149,66,-68,163,149,231,22,-149
240,166,-73,-203,156,46,-75,151,121,224,26,-147
248,160,-88,-204,168,36,-102,117,74,218,13,-139
227,134,-93,-180,159,20,-111,68,12,172,-17,-147
223,104,-119,-164,171,-8,-114,4,-49,119,-60,-186
210,64,-146,-137,178,-41,-118,-63,-125,65,-118,-227
206,31,-175,-118,190,-72,-123,-101,-182,18,-169,-266
183,-2,-185,-90,185,-94,-125,-153,-229,-26,-203,-292
183,-33,-217,-75,200,-125,-126,-182,-256,-63,-221,-296
180,-54,-234,-63,207,-144,-147,-181,-270,-82,-230,-304
163,-59,-223,-52,193,-141,-151,-190,-275,-87,-232,-304
164,-60,-224,-52,195,-142,-149,-189,-275,-92,-236,-307
145,-72,-217,-36,181,-144,-155,-191,-294,-113,-253,-324
167,-49,-216,-58,191,-132,-154,-194,-292,-116,-253,-322
163,-54,-216,-54,189,-135,-157,-195,-285,-110,-245,-315
160,-74,-234,-43,197,-154,-160,-194,-284,-109,-244,-313
190,-62,-252,-64,222,-157,-162,-189,-275,-105,-236,-306
189,-63,-252,-62,220,-157,-165,-186,-277,-104,-235,-305
201,-57,-258,-72,230,-157,-169,-183,-279,-100,-234,-304
204,-55,-259,-75,232,-157,-170,-178,-281,-101,-236,-306
204,-60,-264,-72,234,-162,-174,-175,-278,-99,-234,-304
212,-60,-271,-76,242,-165,-175,-175,-281,-105,-234,-305
215,-61,-276,-77,246,-168,-176,-175,-303,-119,-253,-319
222,-59,-282,-81,252,-170,-179,-175,-307,-121,-254,-317
217,-61,-278,-78,247,-169,-181,-175,-303,-118,-247,-310
231,-57,-288,-87,259,-172,-179,-175,-303,-117,-248,-309
245,-55,-300,-95,273,-177,-181,-176,-297,-112,-238,-301
247,-52,-299,-97,273,-175,-195,-180,-307,-122,-247,-302
242,-49,-291,-97,267,-169,-195,-180,-324,-139,-264,-305
246,-47,-293,-100,270,-169,-196,-182,-326,-141,-266,-305
239,-43,-282,-98,261,-162,-193,-185,-324,-139,-263,-307
235,-61,-296,-87,266,-178,-201,-185,-326,-141,-267,-310
265,-60,-325,-102,295,-192,-216,-182,-325,-139,-263,-310
254,-52,-305,-101,280,-179,-206,-179,-322,-142,-265,-305
236,-80,-317,-78,277,-198,-207,-178,-321,-155,-282,-301
203,-81,-284,-60,243,-182,-193,-174,-314,-144,-277,-292
243,-69,-313,-87,278,-191,-201,-173,-320,-146,-268,-290
57,-64,-121,3,89,-92,-150,-107,-249,-76,-187,-232
-364,-55,310,210,-337,127,-10,19,-128,62,-68,-116
-526,-56,470,290,-497,207,53,77,-77,121,-13,-52
-600,-55,546,327,-573,245,80,98,-53,146,32,-20
-630,-55,574,342,-601,259,89,116,-48,150,47,-7
-643,-56,588,349,-615,266,84,115,-45,148,40,-8
-666,-55,612,360,-638,278,84,116,-36,151,38,-1
-636,-54,582,345,-609,264,78,114,-34,148,35,1
-638,-44,593,341,-615,275,79,117,-25,152,29,6
-616,-42,574,328,-595,266,71,109,-15,150,37,10
-603,-30,573,316,-588,272,94,125,9,174,62,24
-617,-14,602,315,-609,293,112,135,22,202,71,35
-592,21,613,285,-602,317,102,143,29,211,87,45
-555,86,641,235,-598,363,100,159,55,236,105,68
-574,63,637,255,-606,350,95,153,47,226,104,64
-617,8,626,304,-622,317,90,144,8,197,94,53
-628,-34,594,331,-611,279,94,135,-14,177,87,46
-626,-55,572,340,-599,258,96,132,-18,160,77,34
-640,-66,574,353,-607,254,92,111,-40,167,69,28
-635,-79,555,357,-595,238,107,117,-62,144,56,11
-613,-55,558,334,-585,251,111,77,-42,156,48,8
-587,-98,489,342,-537,195,110,150,-24,129,40,-21
-609,-74,535,341,-572,230,248,339,181,160,24,-47
-519,78,597,220,-558,337,165,117,217,376,157,82
-162,680,842,-259,-502,761,-778,-724,-262,1102,885,633
56,1084,1028,-570,-486,1056,-1416,-1234,-390,1871,1535,1115
-168,450,619,-141,-394,534,-732,-690,-263,1096,911,694
-423,17,439,203,-431,228,-94,-192,-242,155,160,137
-405,47,452,178,-428,249,-3,-27,-81,190,100,34
-395,-4,391,199,-393,193,72,113,-29,158,53,-3
-418,-40,379,229,-398,169,79,106,-19,130,16,-23
-370,-68,303,219,-336,117,70,133,-11,101,2,-41
-326,-54,272,190,-299,109,65,114,-22,73,-32,-63
-252,-56,196,154,-224,70,57,100,-28,71,-69,-85
-165,-51,114,108,-140,31,45,103,-61,34,-92,-109
-89,-45,44,67,-66,0,15,97,-63,21,-111,-124
-5,-45,-40,25,18,-43,11,100,-77,12,-126,-136
22,-36,-58,7,40,-47,7,91,-67,26,-116,-139
-11,-32,-21,22,5,-26,5,99,-53,26,-118,-136
11,-23,-34,6,22,-28,1,97,-44,34,-114,-129
45,-18,-63,-13,54,-40,0,103,-22,40,-115,-125
53,-11,-64,-21,59,-37,4,97,-3,42,-98,-118
72,0,-72,-35,71,-35,7,110,33,52,-82,-114
77,24,-53,-50,64,-14,30,164,60,78,-61,-99
47,35,-12,-41,29,11,50,203,97,108,-34,-78
-5,53,58,-24,-32,55,62,245,151,146,4,-57
-6,91,97,-43,-52,94,65,293,200,190,49,-27
-8,99,108,-46,-58,103,56,324,235,222,65,-5
-8,122,129,-57,-69,125,54,343,256,257,110,6
40,163,123,-102,-42,143,48,365,274,274,149,30
85,193,109,-139,-12,151,45,365,269,266,151,52
71,198,128,-135,-29,163,39,338,250,256,153,57
45,181,137,-113,-46,159,33,298,202,251,133,49
44,149,105,-97,-31,127,29,223,134,233,102,24
28,104,76,-66,-24,89,22,150,67,180,57,-11
39,91,53,-65,-7,72,18,97,3,129,2,-48
-31,60,92,-15,-62,76,11,55,-36,96,-33,-68
-101,-2,99,51,-100,49,-3,15,-77,64,-65,-88
-49,-3,46,26,-47,21,-17,-24,-122,31,-91,-116
