I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
604,412,-192,-508,397,110,-842,-576,73,634,977,831
309,149,-160,-229,235,-6,-568,-535,-345,32,368,359
-5,-51,-46,28,21,-48,-129,-301,-317,-204,-28,-14
-75,-17,58,46,-66,20,-46,-103,-140,-129,13,-39
-167,-111,56,139,-111,-27,16,-111,-132,-185,-21,-91
-208,-117,91,162,-149,-13,15,-94,-89,-133,-19,-89
-213,-110,103,162,-158,-4,63,-70,-91,-102,-52,-111
-203,-123,79,163,-141,-22,74,-60,-85,-153,-55,-114
-154,-90,64,122,-109,-13,61,-73,-75,-122,-43,-104
-177,-78,98,127,-137,10,91,-54,-76,-154,-53,-127
-161,-88,74,124,-117,-7,67,-66,-65,-180,-38,-126
-201,-105,96,153,-148,-4,87,-81,-63,-159,-59,-124
-204,-82,121,143,-162,19,74,-58,-55,-180,-70,-112
-169,-78,91,123,-130,7,77,-63,-63,-153,-68,-110
-208,-80,129,144,-168,24,69,-23,-63,-165,-64,-99
-160,-88,72,124,-116,-8,43,-20,-52,-142,-61,-118
-132,-73,60,102,-96,-6,80,-18,-49,-100,-54,-135
-171,-73,97,122,-133,12,109,5,-24,-133,-64,-116
-151,-98,53,124,-102,-22,94,22,21,-104,-59,-112
-135,-79,56,107,-95,-12,39,61,31,-89,-39,-109
-135,-69,66,102,-100,-1,50,66,72,-70,-17,-96
-127,-38,89,82,-108,25,95,146,122,-42,1,-67
-88,-4,84,46,-86,39,33,208,168,-9,15,-34
-40,31,71,4,-56,51,0,188,205,36,41,-15
-8,75,83,-34,-46,79,10,213,251,65,99,35
50,105,54,-78,-2,79,-44,236,303,90,139,74
74,128,54,-101,10,91,-86,254,302,137,164,91
107,172,64,-140,21,118,-60,227,340,204,196,120
129,189,60,-159,35,124,-63,186,328,189,220,137
83,167,84,-126,0,126,-82,134,254,162,233,142
78,197,118,-138,-20,157,-70,62,210,155,193,124
34,127,93,-81,-30,110,-68,40,148,100,165,86
-25,52,77,-14,-51,64,-22,-4,104,79,136,60
-37,46,84,-5,-61,65,-9,-25,57,30,95,31
-105,-26,79,65,-92,26,-10,-63,22,-15,71,-4
-144,-13,131,78,-138,59,1,-93,19,-10,30,-40
-149,-6,143,77,-146,69,1,-81,0,-46,21,-58
-129,-7,121,68,-125,57,10,-98,-18,-49,29,-47
-100,38,138,31,-119,88,0,-72,9,-34,15,-44
-133,1,133,66,-133,67,4,-78,21,-46,-17,-39
-103,16,119,43,-111,67,6,-88,-3,-42,-12,-29
-119,-7,112,63,-115,52,0,-94,-9,-51,2,-49
-156,-43,113,99,-134,35,14,-88,-18,-71,-35,-67
-135,-24,111,80,-123,43,61,-59,-7,-53,-36,-65
-141,-37,104,88,-122,34,38,-58,26,-39,-25,-60
-132,-12,120,72,-126,54,7,-40,33,-28,-24,-53
-140,-15,125,78,-133,55,32,-43,41,-29,-2,-44
-114,-13,100,64,-107,44,12,-43,53,-34,-12,-47
-131,-16,115,73,-123,49,22,-55,39,-24,-32,-57
-144,-43,101,93,-123,29,55,-65,41,-22,-20,-42
-93,-22,71,57,-82,25,40,-58,39,-21,0,-38
-89,10,99,39,-94,54,6,-68,36,-10,10,-40
-52,22,74,15,-63,48,13,-43,32,-8,24,-33
-85,10,95,37,-90,52,53,-46,28,-20,40,-25
-139,0,139,70,-139,69,23,-50,26,-7,23,-20
-78,25,102,26,-90,63,-9,-39,0,6,4,-9
-104,17,122,43,-113,69,15,-66,13,4,8,14
-111,16,127,47,-119,71,8,-70,-9,-18,-7,-15
-68,15,83,26,-75,49,29,-62,-47,0,-23,-39
-127,-25,102,76,-114,38,56,-68,-34,1,-17,-25
-161,-38,123,99,-142,42,32,-64,-33,-6,-1,-22
-166,-73,93,119,-129,10,41,-64,-23,0,7,-14
-95,-38,57,66,-75,10,20,-64,-17,-5,5,-7
-93,-4,89,48,-91,42,1,-63,-2,11,14,-13
-155,-30,126,92,-140,48,11,-79,1,2,3,-22
-118,-13,105,65,-111,46,4,-78,-17,-4,-14,-20
-130,-15,115,73,-123,50,5,-61,-9,4,-6,-19
-34,79,113,-22,-74,96,7,-65,12,10,-1,-23
5,129,124,-67,-60,127,32,-34,50,37,24,-4
