I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
7,-15,-22,4,15,-18,70,-10,-65,-50,-55,-20
8,-15,-23,4,16,-19,70,-10,-69,-54,-55,-20
1,-15,-16,7,9,-15,70,-10,-75,-60,-55,-20
24,-11,-36,-6,30,-23,70,-10,-74,-64,-55,-20
32,-9,-42,-11,37,-26,70,-10,-77,-65,-55,-20
25,-10,-36,-7,30,-23,71,-10,-80,-65,-54,-20
33,-2,-35,-15,34,-18,80,-4,-80,-65,-51,-20
36,5,-31,-21,33,-12,80,1,-77,-65,-48,-20
45,16,-29,-30,37,-6,76,6,-71,-63,-45,-20
43,18,-26,-30,34,-4,75,12,-66,-57,-42,-20
32,8,-24,-19,28,-8,70,18,-61,-53,-40,-20
23,-2,-25,-10,24,-14,70,22,-55,-48,-38,-18
11,-13,-25,1,18,-19,74,27,-51,-44,-33,-13
8,-16,-25,4,17,-20,78,30,-55,-39,-30,-7
23,-5,-28,-9,25,-16,80,23,-55,-41,-27,-4
44,14,-30,-29,37,-8,80,15,-56,-52,-22,2
31,-3,-34,-13,32,-18,80,9,-60,-56,-21,4
27,-8,-35,-9,31,-21,80,1,-59,-54,-24,1
30,-6,-36,-12,33,-21,79,-6,-62,-56,-27,-2
13,-23,-35,5,24,-29,76,-8,-65,-54,-30,-5
25,-15,-40,-5,32,-27,75,-5,-65,-57,-32,-7
37,-12,-49,-12,43,-30,75,-2,-65,-60,-36,-11
37,-2,-39,-17,38,-20,75,1,-71,-60,-32,-7
26,-12,-38,-7,33,-25,75,4,-73,-62,-26,-5
15,-28,-44,7,30,-36,77,5,-69,-65,-21,-5
21,-24,-44,2,33,-34,80,-1,-70,-65,-16,-1
24,-25,-49,1,37,-37,80,-6,-66,-61,-9,0
24,-26,-50,1,37,-37,80,-13,-64,-60,-6,0
27,-23,-50,-2,39,-36,80,-13,-66,-60,-18,-6
19,-31,-50,6,35,-40,79,-9,-70,-56,-21,-11
14,-37,-50,12,32,-43,75,-11,-78,-54,-19,-16
20,-29,-50,5,35,-39,75,-6,-80,-57,-20,-22
28,-23,-50,-3,39,-36,74,-5,-80,-60,-20,-28
34,-15,-49,-9,41,-32,70,-5,-80,-60,-20,-28
0,-44,-45,22,23,-44,69,1,-80,-62,-15,-21
-4,-45,-41,24,19,-43,74,7,-80,-66,-16,-14
6,-32,-38,14,22,-35,80,12,-73,-65,-14,-8
-5,-38,-33,22,15,-36,89,17,-62,-59,-9,-1
33,3,-30,-18,31,-13,90,24,-52,-46,-11,5
40,9,-31,-25,35,-10,84,26,-47,-37,-7,4
55,27,-29,-41,42,-1,81,45,-51,-40,-5,12
92,60,-32,-76,62,14,74,43,-49,-42,-4,20
74,47,-27,-61,50,10,61,6,-51,-45,0,10
70,31,-39,-50,54,-4,52,2,-50,-49,0,5
45,-22,-68,-11,57,-45,38,-4,-50,-49,-7,-5
17,-59,-77,21,47,-68,39,-10,-65,-60,-15,-10
3,-71,-74,35,39,-72,72,-13,-64,-59,-23,-19
-23,-92,-68,57,23,-80,76,-23,-65,-61,-31,-36
-16,-86,-70,51,27,-78,75,-10,-57,-60,-37,-41
-16,-73,-57,44,21,-65,82,-23,-60,-59,-43,-43
-2,-70,-68,36,33,-69,79,-4,-51,-63,-47,-46
-4,-64,-60,34,29,-62,99,-31,-61,-50,-50,-50
0,-112,-112,56,56,-111,85,35,-36,-47,-39,-48
-6,-143,-137,75,65,-140,145,115,55,-24,-37,-70
58,163,104,-110,-23,133,64,-333,42,156,141,122
261,817,556,-539,-148,686,-431,-1053,108,830,681,670
205,1010,806,-609,-301,908,-724,-1541,-265,807,627,767
-17,345,362,-164,-190,353,-480,-1312,-820,-227,-110,177
-50,-117,-67,84,8,-92,-144,-572,-523,-374,-250,-114
-19,-82,-63,50,22,-72,25,-134,-151,-92,-88,-55
-15,-89,-74,51,30,-81,72,-3,-90,-94,-67,-54
-15,-84,-69,49,28,-76,80,48,-33,-49,-25,-41
-14,-84,-69,49,28,-76,94,68,-23,-65,-36,-40
-9,-81,-72,45,32,-76,96,82,0,-44,-22,-33
-10,-74,-64,42,28,-69,94,88,-1,-44,-23,-27
-8,-75,-67,42,30,-71,96,101,8,-36,-17,-24
-4,-66,-63,35,30,-64,95,109,14,-26,-12,-18
-5,-67,-62,36,29,-64,94,119,21,-20,-9,-18
-1,-60,-59,30,29,-59,90,133,44,-5,-1,-13
4,-55,-60,26,32,-57,87,148,54,-1,0,-12
2,-49,-52,24,27,-50,85,161,68,9,8,-9
1,-45,-46,22,24,-45,82,183,81,14,9,-4
1,-37,-39,18,20,-38,79,219,103,31,34,9
-1,-34,-33,18,16,-33,87,257,142,59,52,16
22,-3,-25,-10,23,-13,93,308,187,96,64,27
37,19,-18,-28,27,1,86,358,228,129,96,47
39,31,-8,-35,23,12,83,408,277,176,133,71
64,77,12,-71,26,45,78,463,334,231,176,112
