I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-44,-104,-60,74,8,-82,15,-10,-50,-105,-155,-90
-42,-102,-60,72,9,-81,15,-10,-50,-105,-155,-90
-35,-95,-60,65,13,-77,15,-10,-50,-105,-155,-90
-32,-92,-60,62,14,-76,15,-7,-50,-105,-155,-86
-51,-110,-60,80,5,-85,15,-4,-50,-105,-155,-85
-49,-109,-60,79,6,-84,15,-6,-51,-106,-155,-85
-48,-101,-53,75,3,-77,9,-9,-43,-98,-148,-78
-55,-97,-42,76,-6,-69,2,-18,-38,-94,-139,-70
-51,-84,-33,68,-9,-58,-4,-21,-29,-88,-132,-64
-39,-61,-21,50,-9,-41,-11,-29,-25,-82,-123,-57
-39,-49,-9,44,-15,-29,-22,-32,-16,-78,-121,-52
-22,-20,2,21,-12,-9,-84,-63,-23,-75,-118,-45
4,16,13,-10,-5,14,-142,-148,-86,-103,-122,-42
3,11,8,-7,-3,9,-141,-148,-110,-122,-117,-34
10,-19,-28,5,19,-23,-103,-87,-118,-138,-122,-31
-5,-67,-62,36,29,-64,-44,-48,-103,-122,-131,-40
-40,-106,-67,73,13,-86,-3,-41,-114,-139,-150,-60
-53,-137,-84,95,16,-110,33,-25,-98,-162,-178,-90
-72,-153,-81,113,5,-117,38,-26,-103,-168,-176,-94
-98,-187,-89,143,-5,-137,52,-11,-104,-185,-198,-113
-92,-173,-81,133,-5,-127,44,-17,-90,-142,-168,-101
-95,-185,-90,140,-2,-137,58,-7,-128,-192,-222,-125
-94,-192,-98,143,2,-145,116,89,43,-66,-173,-126
-90,-209,-118,150,14,-163,135,116,77,19,-86,-99
299,-144,-442,-77,371,-292,25,228,656,779,694,218
692,257,-435,-474,563,-89,-306,-75,661,1401,1576,773
134,113,-21,-123,78,46,-183,-422,-859,-262,159,287
-444,-376,68,410,-255,-154,162,-241,-1549,-1649,-1201,-480
-353,-343,9,348,-181,-167,84,-123,-1160,-1272,-891,-429
-192,-206,-14,199,-89,-110,30,18,-490,-582,-496,-244
-117,-166,-49,142,-34,-107,50,62,-130,-226,-258,-141
-63,-173,-110,118,24,-141,70,32,-90,-180,-233,-128
-42,-167,-125,105,42,-146,85,49,-18,-124,-194,-120
-43,-159,-116,101,36,-137,69,28,-18,-119,-176,-108
-37,-160,-123,99,43,-142,73,35,25,-105,-184,-112
-32,-150,-117,91,43,-133,62,24,34,-77,-161,-97
-29,-151,-121,90,46,-136,62,23,57,-56,-170,-100
-16,-139,-123,78,54,-130,55,22,82,-28,-147,-87
-1,-132,-131,67,66,-132,45,57,117,0,-136,-82
13,-123,-136,55,75,-130,35,81,168,52,-111,-68
29,-112,-141,42,85,-126,24,81,227,108,-86,-46
52,-92,-144,21,98,-118,13,97,312,190,-46,-17
95,-55,-150,-20,123,-102,-7,115,407,283,6,13
140,-18,-158,-61,149,-88,-28,121,521,387,59,41
182,31,-151,-106,166,-59,-69,115,620,488,127,88
226,85,-141,-155,183,-28,-113,112,695,560,182,126
248,114,-134,-181,191,-10,-143,111,728,601,228,170
265,143,-122,-204,193,10,-161,86,715,590,249,208
261,156,-105,-208,182,25,-160,49,674,550,237,217
216,137,-80,-176,148,28,-160,27,578,479,222,197
169,108,-60,-138,114,24,-137,9,447,365,165,149
118,57,-60,-88,89,-1,-97,-5,323,254,94,101
60,0,-59,-30,59,-29,-63,-17,202,141,26,50
4,-52,-56,25,30,-54,-28,-28,115,47,-41,1
-34,-87,-54,61,10,-70,-4,-37,55,-19,-86,-34
-40,-99,-59,70,10,-79,8,-47,20,-63,-112,-54
-40,-110,-71,75,16,-90,17,-46,15,-80,-118,-61
-42,-111,-69,76,14,-90,28,-41,7,-94,-131,-67
-52,-124,-73,88,11,-98,35,-39,1,-103,-148,-78
-52,-132,-80,92,14,-106,35,-34,-6,-106,-157,-89
-44,-128,-84,87,20,-106,35,-31,-12,-105,-160,-90
-59,-142,-83,101,12,-112,35,-27,-15,-105,-163,-95
-67,-146,-79,107,6,-112,35,-25,-18,-105,-165,-94
-62,-142,-80,102,10,-111,38,-25,-20,-105,-160,-89
-63,-139,-76,102,6,-107,40,-22,-24,-105,-156,-91
-61,-136,-75,99,7,-105,40,-19,-25,-105,-154,-87
-58,-133,-75,96,9,-104,40,-21,-29,-106,-149,-85
-59,-129,-70,94,6,-99,40,-33,-30,-105,-146,-86
-58,-126,-68,93,5,-97,40,-42,-31,-105,-143,-81
-58,-122,-64,91,3,-93,33,-33,-28,-109,-138,-75
-58,-120,-61,89,1,-90,22,-30,-25,-108,-135,-70
