I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-26,-31,-5,29,-11,-17,-65,-114,-135,-74,0,25
-43,-48,-5,46,-18,-26,-65,-115,-139,-75,0,29
-60,-64,-4,62,-28,-33,-69,-123,-145,-89,1,35
-62,-61,1,62,-31,-30,-70,-125,-145,-97,6,35
-66,-67,-1,67,-32,-34,-65,-126,-146,-93,4,35
-64,-68,-3,66,-30,-35,-65,-131,-151,-109,1,35
-62,-72,-10,67,-26,-41,-64,-135,-148,-114,-1,36
-61,-67,-6,64,-27,-36,-60,-135,-159,-105,-6,33
-80,-75,5,77,-43,-34,-60,-135,-159,-102,-3,43
-69,-51,18,60,-43,-16,-67,-134,-145,-92,0,58
-48,-5,42,26,-45,18,-53,-107,-129,-64,18,60
-31,22,53,4,-42,37,-14,-92,-109,-46,43,65
20,71,51,-46,-16,61,4,-103,-113,-52,43,62
32,61,29,-47,0,45,-28,-106,-117,-47,33,60
22,34,12,-28,5,23,-103,-144,-140,-57,30,75
25,33,8,-30,8,21,-147,-187,-178,-90,18,73
43,43,0,-43,21,22,-138,-193,-194,-91,14,66
33,27,-6,-30,19,10,-124,-184,-193,-87,5,55
-21,-34,-13,28,-4,-23,-118,-183,-194,-97,-2,44
-36,-71,-35,54,0,-53,-113,-177,-187,-109,-3,42
26,-41,-67,7,47,-54,-105,-171,-214,-137,-18,28
55,-18,-73,-18,64,-45,-105,-176,-208,-122,-12,33
-15,-91,-76,53,31,-83,-90,-180,-207,-137,-50,10
3,-82,-85,40,44,-83,-98,-179,-211,-127,-21,23
7,-81,-88,38,47,-84,-71,-152,-189,-145,-64,-6
14,-69,-83,28,49,-76,-77,-153,-196,-129,-29,-3
27,-64,-91,19,59,-77,-13,22,2,-43,-33,-4
209,-41,-249,-84,229,-145,5,242,340,471,382,177
646,155,-491,-400,568,-168,-147,402,933,1320,1176,678
340,-88,-429,-126,384,-258,41,206,396,130,109,327
-219,-388,-169,303,-25,-278,231,-105,-651,-1279,-1002,-245
-286,-295,-10,291,-138,-152,414,284,-126,-632,-626,-235
-329,-266,63,298,-196,-102,681,626,275,-223,-417,-278
-313,-261,53,287,-183,-104,848,685,267,-126,-310,-260
-372,-262,110,317,-241,-76,1022,293,20,-194,-314,-255
-410,-277,133,344,-271,-72,974,-210,-368,-409,-319,-250
-325,-251,74,287,-199,-88,902,-169,-295,-335,-260,-197
-205,-148,56,176,-130,-46,523,-165,-242,-257,-175,-128
-30,-65,-35,48,2,-49,44,-123,-114,-105,-38,-40
23,-61,-84,19,54,-72,-32,-67,-67,-74,3,-5
25,-59,-83,17,54,-71,-74,-67,-54,-63,35,13
58,-57,-115,0,86,-86,-99,-40,-26,-44,28,9
60,-54,-115,-2,88,-84,-115,-40,-27,-37,30,9
62,-50,-112,-6,87,-81,-125,-19,-4,-17,32,11
58,-52,-109,-3,84,-81,-120,-12,-5,-7,27,9
40,-65,-105,13,73,-85,-131,3,19,28,37,13
46,-60,-105,7,76,-82,-126,21,41,35,57,34
54,-56,-110,1,82,-82,-133,33,67,61,66,29
74,-46,-119,-14,97,-82,-126,46,82,87,76,40
77,-55,-132,-11,105,-93,-137,81,106,113,101,67
76,-64,-140,-6,108,-101,-157,92,135,140,98,59
108,-37,-144,-35,126,-91,-154,108,166,163,106,56
146,-29,-174,-58,160,-101,-155,146,202,193,126,49
176,-19,-195,-79,186,-107,-166,169,228,204,130,44
178,-12,-190,-82,184,-101,-176,188,257,229,134,39
184,2,-182,-93,183,-90,-178,209,280,235,137,57
182,5,-176,-93,179,-85,-179,229,294,226,142,87
176,8,-167,-92,171,-80,-200,214,278,222,143,83
183,42,-141,-113,162,-49,-210,185,241,216,152,91
174,71,-104,-122,139,-16,-200,155,210,208,157,112
159,92,-68,-125,113,11,-194,125,180,188,145,108
124,82,-42,-103,82,20,-171,98,150,160,138,97
89,70,-19,-80,54,25,-145,71,111,121,128,88
48,51,3,-50,22,27,-116,39,67,75,117,77
31,50,19,-41,6,34,-83,-1,21,28,100,68
44,66,22,-56,11,44,-75,-38,-30,-5,64,57
37,51,14,-44,11,32,-73,-79,-80,-44,34,48
43,51,7,-47,18,29,-69,-96,-107,-57,25,34
12,13,1,-13,5,7,-67,-104,-121,-57,15,8
-27,-33,-7,30,-10,-20,-64,-105,-126,-77,7,-6
-5,-13,-8,9,2,-11,-69,-94,-120,-73,3,-4
-5,-10,-5,8,0,-7,-70,-88,-116,-70,-3,-6
-39,-42,-2,41,-18,-22,-70,-77,-112,-68,-9,-11
-52,-52,0,52,-26,-26,-69,-83,-106,-64,-14,-8
-53,-49,4,50,-28,-22,-62,-85,-92,-63,-11,-22
-57,-51,6,53,-31,-22,-58,-69,-78,-53,-4,-35
-46,-45,1,46,-23,-22,-52,-61,-69,-47,3,-25
-34,-37,-3,36,-15,-20,-47,-60,-64,-37,9,-20
-21,-29,-8,25,-6,-18,-40,-59,-59,-31,16,-12
-14,-23,-9,19,-2,-16,-45,-56,-54,-34,19,-10
-11,-15,-5,14,-3,-10,-50,-54,-45,-36,14,-10
-1,-10,-8,6,4,-9,-52,-58,-55,-41,11,-10
9,-2,-12,-3,11,-7,-63,-76,-73,-39,8,-10
19,4,-15,-11,16,-5,-69,-88,-79,-41,4,-10
19,0,-19,-9,19,-10,-72,-87,-79,-40,-1,-11
10,-9,-19,0,15,-14,-75,-98,-99,-40,1,-9
-4,-19,-15,12,6,-17,-69,-117,-111,-55,-2,-13
44,32,-12,-37,28,10,-65,-121,-105,-59,5,2
37,26,-11,-32,24,8,-84,-116,-133,-82,5,9
-24,-30,-5,27,-9,-17,-91,-114,-143,-92,-23,-8
15,8,-7,-11,10,1,-83,-111,-135,-89,-29,-3
4,6,3,-5,0,5,-83,-109,-136,-91,-20,0
-30,-19,11,24,-21,-3,-76,-121,-130,-89,-15,3
-32,-23,10,27,-21,-6,-76,-129,-131,-93,-7,8
-9,18,28,-5,-18,23,-63,-116,-108,-63,-1,10
17,73,55,-45,-19,64,-51,-98,-77,-41,12,18
-8,78,86,-35,-47,82,-34,-94,-72,-16,33,28
11,99,88,-55,-39,93,-6,-99,-74,1,43,33
5,84,78,-45,-37,81,-48,-104,-87,-29,33,29
4,79,76,-42,-36,77,-112,-143,-125,-51,29,30
14,84,70,-49,-28,77,-141,-182,-153,-69,20,43
12,78,66,-45,-27,72,-144,-180,-158,-78,15,42
-1,61,62,-30,-31,61,-107,-168,-152,-92,9,26
-30,24,54,3,-42,39,-89,-162,-153,-98,-6,12
-2,23,25,-11,-14,24,-98,-153,-151,-94,-16,3
-31,-22,9,26,-19,-7,-84,-156,-177,-133,-51,-13
-34,-24,10,29,-22,-7,-89,-155,-168,-118,-41,-8
-28,-25,3,26,-15,-10,-75,-153,-163,-131,-61,-22
-44,-39,5,41,-24,-17,-79,-159,-172,-123,-41,-8
