I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
95,174,80,-135,7,127,126,-118,388,219,214,248
97,176,78,-137,9,126,131,-97,422,247,228,267
124,195,72,-160,26,133,133,-70,472,310,277,320
143,211,68,-177,37,139,126,-68,493,312,298,328
154,214,60,-184,47,137,120,-57,496,309,295,325
165,222,57,-194,54,139,116,-58,490,295,287,317
125,199,74,-163,25,136,91,-114,429,235,237,291
113,160,47,-136,32,103,53,-172,361,162,169,249
99,121,22,-111,38,71,39,-242,296,85,113,195
55,78,24,-67,15,51,29,-313,234,40,71,168
30,48,17,-39,6,32,16,-352,187,-16,26,136
15,30,15,-23,0,23,11,-378,144,-85,-34,90
5,15,10,-10,-3,13,8,-398,134,-108,-68,76
-1,7,8,-3,-4,7,6,-406,135,-122,-87,73
-2,1,4,0,-3,2,2,-404,132,-115,-89,67
-6,-6,0,6,-2,-3,0,-405,130,-129,-99,62
-9,-12,-3,11,-3,-8,-2,-405,129,-151,-113,56
-12,-20,-8,16,-2,-14,-5,-404,134,-140,-109,59
-5,-16,-11,10,3,-13,-5,-401,133,-141,-108,60
-17,-5,12,11,-14,3,-5,-394,139,-136,-104,60
-34,5,40,14,-37,22,-5,-393,143,-134,-105,60
-20,19,40,0,-30,29,-5,-384,162,-139,-102,60
-6,34,40,-14,-23,37,-10,-359,184,-140,-98,59
-3,37,40,-17,-22,38,-15,-348,176,-140,-94,55
-10,29,40,-9,-25,34,-19,-351,175,-140,-92,53
-15,25,40,-5,-28,32,-24,-349,172,-141,-84,49
-14,19,33,-3,-24,25,-28,-350,168,-140,-92,48
-12,14,26,-1,-19,20,-33,-350,184,-140,-115,42
-10,9,19,1,-15,14,-35,-347,191,-140,-108,53
-7,5,11,1,-9,8,-35,-341,189,-140,-101,72
2,5,3,-4,-1,4,-35,-336,190,-140,-94,68
0,2,2,-2,-1,2,-35,-331,189,-139,-89,65
-8,0,7,4,-7,3,-35,-324,191,-151,-90,63
-12,0,12,6,-12,6,-30,-321,194,-156,-90,60
-10,4,14,3,-13,9,-30,-324,196,-154,-90,60
-1,10,11,-5,-6,11,-29,-325,197,-155,-90,60
8,15,7,-12,0,11,-36,-325,202,-155,-108,60
16,21,5,-19,5,12,-46,-325,198,-155,-118,61
28,27,-1,-27,14,13,-40,-325,203,-155,-112,74
25,29,4,-27,10,16,-35,-323,225,-155,-114,76
3,25,22,-14,-10,23,-32,-315,232,-155,-107,74
-4,23,27,-10,-15,25,-24,-309,233,-155,-112,76
0,19,19,-9,-9,19,-31,-302,237,-152,-109,74
0,18,18,-9,-9,18,-40,-297,252,-164,-99,77
3,12,9,-8,-4,10,-33,-275,259,-162,-101,79
12,29,17,-20,-3,22,-29,-248,269,-146,-79,82
27,83,56,-55,-15,69,-23,-245,307,-138,-66,76
30,94,64,-62,-18,79,-17,-242,330,-117,-57,95
30,83,53,-56,-12,68,-13,-239,332,-96,-42,131
38,78,41,-58,-2,59,-9,-236,350,-73,-20,128
29,68,40,-49,-6,54,-31,-235,370,-105,-46,123
45,63,18,-54,14,40,-68,-229,365,-159,-96,122
76,55,-21,-66,49,17,-74,-224,360,-153,-74,114
