I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-7,17,24,-5,-16,21,25,108,76,108,107,82
19,58,39,-39,-10,49,21,139,102,178,168,125
44,122,78,-83,-18,99,14,179,163,242,234,169
59,158,99,-109,-20,128,8,213,194,304,305,239
74,216,142,-145,-34,179,1,221,217,351,348,272
90,259,169,-175,-40,214,-5,208,240,374,382,291
101,279,178,-190,-39,229,-16,196,231,408,409,334
97,296,200,-197,-52,248,-40,176,206,418,405,336
82,276,194,-180,-56,235,-50,131,154,365,382,300
52,210,158,-131,-53,184,-42,78,89,256,291,246
43,153,110,-98,-34,131,-36,29,31,169,191,163
20,90,70,-55,-25,79,-29,-8,-15,128,133,86
-21,21,42,0,-32,31,-22,-35,-55,90,89,45
-40,-11,29,25,-34,9,-20,-58,-72,45,48,12
-39,-39,0,39,-19,-19,-20,-63,-86,-10,-3,-1
-30,-53,-23,42,-3,-38,-20,-66,-102,-14,-6,-18
-29,-47,-19,38,-5,-33,-20,-79,-99,9,7,-37
-35,-55,-19,45,-8,-37,-20,-79,-100,-34,-30,-41
-48,-63,-15,56,-17,-38,-19,-75,-100,-52,-43,-53
-55,-70,-14,63,-20,-42,-16,-75,-108,-33,-28,-49
-50,-69,-19,60,-15,-44,-14,-75,-108,-35,-31,-45
-49,-65,-16,57,-16,-40,-21,-75,-101,0,-3,-27
-53,-63,-10,58,-22,-36,-27,-75,-96,-6,25,-46
-58,-60,-2,59,-28,-30,-23,-71,-90,-31,1,-67
-59,-56,3,57,-30,-27,-20,-70,-85,-15,-4,-38
-64,-49,15,57,-40,-17,-18,-69,-86,-22,-17,-42
-69,-44,25,56,-47,-9,-14,-66,-95,-25,-27,-46
-60,-40,20,50,-40,-10,-19,-64,-95,-9,9,-53
-57,-41,17,49,-37,-12,-30,-67,-95,10,30,-33
-51,-37,13,43,-32,-11,-30,-70,-96,36,36,-29
-57,-35,21,46,-39,-7,-25,-70,-94,15,29,-49
-57,-35,22,45,-39,-6,-24,-70,-97,-26,7,-56
-41,-32,9,36,-25,-11,-19,-69,-100,19,20,-68
-24,-20,4,22,-14,-8,-23,-77,-100,12,40,-64
-9,-18,-9,14,0,-14,-31,-86,-100,-16,28,-65
-44,-47,-2,46,-21,-25,-26,-89,-100,28,39,-66
-65,-50,15,57,-40,-17,-24,-86,-101,13,27,-63
-43,-47,-4,45,-19,-25,-19,-83,-106,2,29,-68
-32,-24,8,28,-20,-8,-16,-77,-90,10,55,-55
-19,61,79,-21,-49,70,-10,-65,-55,45,65,-9
-13,86,99,-37,-56,93,14,-47,-33,76,86,2
