I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-87,-19,68,53,-78,24,97,39,58,0,-58,19
-92,-24,68,58,-80,21,97,39,58,0,-63,24
-97,-29,68,63,-82,19,97,39,58,0,-68,29
-97,-29,68,63,-82,19,97,39,58,-4,-68,29
-97,-29,68,63,-82,19,97,39,58,-9,-68,29
-97,-29,68,63,-82,19,102,43,58,-9,-68,24
-97,-29,68,63,-82,19,107,48,58,-9,-68,19
-97,-29,68,63,-82,19,107,48,58,-9,-68,19
-97,-29,68,63,-82,19,107,48,58,-9,-68,19
-102,-29,73,65,-87,21,107,48,63,-9,-68,19
-107,-29,78,68,-92,24,107,48,68,-9,-68,19
-107,-34,73,70,-90,19,112,48,68,-9,-68,14
-107,-39,68,73,-87,14,117,48,68,-9,-68,9
-107,-39,68,73,-87,14,117,48,68,-9,-68,9
-107,-39,68,73,-87,14,117,48,68,-9,-68,9
-107,-39,68,73,-87,14,117,43,68,-9,-73,9
-107,-39,68,73,-87,14,117,39,68,-9,-78,9
-107,-39,68,73,-87,14,122,39,68,-9,-78,9
-107,-39,68,73,-87,14,126,39,68,-9,-78,9
-107,-39,68,73,-87,14,126,39,68,-9,-78,9
-107,-39,68,73,-87,14,126,39,68,-9,-78,9
-107,-39,68,73,-87,14,126,39,68,-9,-78,9
-107,-39,68,73,-87,14,126,39,68,-9,-78,9
-107,-39,68,73,-87,14,122,39,68,-9,-78,4
-107,-39,68,73,-87,14,117,39,68,-9,-78,0
-107,-39,68,73,-87,14,117,39,68,-9,-78,0
-107,-39,68,73,-87,14,117,39,68,-9,-78,0
-107,-39,68,73,-87,14,117,39,73,-9,-78,0
-107,-39,68,73,-87,14,117,39,78,-9,-78,0
-107,-39,68,73,-87,14,117,39,78,-4,-78,0
-107,-39,68,73,-87,14,117,39,78,0,-78,0
-102,-24,78,63,-90,26,117,39,82,0,-73,0
-97,-9,87,53,-92,39,117,39,87,0,-68,0
-87,0,87,43,-87,43,122,43,97,9,-63,4
-78,9,87,34,-82,48,126,48,107,19,-58,9
-73,19,92,26,-82,56,131,53,112,24,-53,9
-63,29,92,17,-78,61,136,58,117,29,-43,14
-58,39,97,9,-78,68,141,63,126,34,-34,24
