I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
156,234,78,-195,39,156,-146,48,361,673,507,351
156,234,78,-195,39,156,-146,48,361,673,507,351
156,234,78,-195,39,156,-146,48,361,673,507,351
156,234,78,-195,39,156,-146,48,361,673,507,351
219,283,63,-251,78,173,-244,-14,395,839,658,473
273,331,58,-302,107,195,-331,-78,419,995,800,585
326,380,53,-353,136,217,-419,-141,444,1151,941,697
380,429,48,-405,165,239,-507,-204,468,1307,1083,810
429,429,0,-429,214,214,-566,-234,478,1405,1195,907
468,429,-39,-448,253,195,-624,-253,478,1503,1298,995
507,429,-78,-468,292,175,-683,-273,478,1600,1400,1083
546,429,-117,-488,331,156,-741,-292,478,1698,1503,1171
522,361,-161,-441,341,100,-736,-361,258,1439,1322,1068
497,292,-204,-395,351,43,-732,-419,48,1180,1141,966
473,224,-248,-348,361,-12,-727,-478,-161,922,961,863
448,156,-292,-302,370,-68,-722,-536,-370,663,780,761
375,87,-287,-231,331,-100,-692,-605,-561,409,570,600
312,19,-292,-165,302,-136,-673,-673,-741,156,361,448
248,-48,-297,-100,273,-173,-653,-741,-922,-97,151,297
185,-117,-302,-34,244,-209,-634,-810,-1102,-351,-58,146
156,-136,-292,-9,224,-214,-605,-766,-1073,-405,-126,87
136,-156,-292,9,214,-224,-575,-722,-1054,-448,-185,29
117,-175,-292,29,204,-234,-546,-678,-1034,-492,-244,-29
97,-195,-292,48,195,-244,-517,-634,-1015,-536,-302,-87
92,-204,-297,56,195,-251,-468,-575,-946,-502,-287,-97
87,-204,-292,58,190,-248,-429,-517,-888,-478,-283,-97
82,-204,-287,61,185,-246,-390,-458,-829,-453,-278,-97
78,-204,-283,63,180,-244,-351,-400,-771,-429,-273,-97
68,-195,-263,63,165,-229,-312,-346,-722,-405,-263,-107
58,-185,-244,63,151,-214,-273,-302,-673,-380,-253,-107
48,-175,-224,63,136,-200,-234,-258,-624,-356,-244,-107
39,-165,-204,63,122,-185,-195,-214,-575,-331,-234,-107
24,-146,-170,61,97,-158,-141,-165,-512,-297,-204,-102
9,-136,-146,63,78,-141,-97,-126,-448,-263,-185,-97
-4,-126,-122,65,58,-124,-53,-87,-385,-229,-165,-92
-19,-117,-97,68,39,-107,-9,-48,-322,-195,-146,-87
-29,-92,-63,61,17,-78,14,-24,-287,-161,-131,-82
-39,-78,-39,58,0,-58,29,0,-253,-136,-117,-78
-48,-63,-14,56,-17,-39,43,24,-219,-112,-102,-73
-58,-48,9,53,-34,-19,58,48,-185,-87,-87,-68
