I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-107,-156,-48,131,-29,-102,302,204,0,-488,29,-244
-107,-156,-48,131,-29,-102,302,204,0,-488,29,-244
-107,-156,-48,131,-29,-102,302,204,0,-488,29,-244
-107,-156,-48,131,-29,-102,302,204,0,-488,29,-244
-122,-185,-63,153,-29,-124,297,190,0,-488,34,-239
-126,-204,-78,165,-24,-141,292,185,0,-488,39,-234
-131,-224,-92,178,-19,-158,287,180,0,-488,43,-229
-136,-244,-107,190,-14,-175,283,175,0,-488,48,-224
-126,-234,-107,180,-9,-170,292,165,-4,-497,43,-229
-117,-224,-107,170,-4,-165,292,165,-9,-497,39,-234
-107,-214,-107,161,0,-161,292,165,-14,-497,34,-239
-97,-204,-107,151,4,-156,292,165,-19,-497,29,-244
-63,-175,-112,119,24,-143,302,175,-19,-497,24,-248
-39,-156,-117,97,39,-136,302,185,-19,-497,19,-253
-14,-136,-122,75,53,-129,302,195,-19,-497,14,-258
9,-117,-126,53,68,-122,302,204,-19,-497,9,-263
0,-131,-131,65,65,-131,287,200,-24,-507,4,-258
-9,-146,-136,78,63,-141,273,195,-29,-507,0,-253
-19,-161,-141,90,61,-151,258,190,-34,-507,-4,-248
-29,-175,-146,102,58,-161,244,185,-39,-507,-9,-244
-4,-185,-180,95,87,-183,229,170,-29,-507,-4,-234
9,-185,-195,87,102,-190,224,156,-29,-507,0,-234
24,-185,-209,80,117,-197,219,141,-29,-507,4,-234
39,-185,-224,73,131,-204,214,126,-29,-507,9,-234
24,-185,-209,80,117,-197,195,136,-39,-507,9,-248
19,-185,-204,82,112,-195,185,136,-39,-507,9,-253
14,-185,-200,85,107,-192,175,136,-39,-507,9,-258
9,-185,-195,87,102,-190,165,136,-39,-507,9,-263
14,-190,-204,87,109,-197,151,122,-43,-517,9,-273
19,-195,-214,87,117,-204,146,117,-48,-517,9,-273
24,-200,-224,87,124,-212,141,112,-53,-517,9,-273
29,-204,-234,87,131,-219,136,107,-58,-517,9,-273
19,-190,-209,85,114,-200,126,102,-43,-517,19,-258
19,-185,-204,82,112,-195,126,97,-39,-517,29,-244
19,-180,-200,80,109,-190,126,92,-34,-517,39,-229
19,-175,-195,78,107,-185,126,87,-29,-517,48,-214
9,-185,-195,87,102,-190,126,78,-34,-527,39,-204
0,-185,-185,92,92,-185,126,68,-39,-527,39,-204
-9,-185,-175,97,82,-180,126,58,-43,-527,39,-204
