I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-19,-9,9,14,-14,0,-48,0,9,0,19,0
-19,-9,9,14,-14,0,-48,0,9,0,19,0
-19,-9,9,14,-14,0,-48,0,9,0,19,0
-19,-9,9,14,-14,0,-48,0,9,0,19,0
-34,-19,14,26,-24,-2,-58,-9,4,9,9,0
-39,-29,9,34,-24,-9,-58,-9,0,9,9,0
-43,-39,4,41,-24,-17,-58,-9,-4,9,9,0
-48,-48,0,48,-24,-24,-58,-9,-9,9,9,0
-48,-39,9,43,-29,-14,-48,0,-9,0,9,-9
-48,-39,9,43,-29,-14,-48,0,-9,0,9,-9
-48,-39,9,43,-29,-14,-48,0,-9,0,9,-9
-48,-39,9,43,-29,-14,-48,0,-9,0,9,-9
-34,-29,4,31,-19,-12,-58,-9,-19,0,9,-9
-29,-29,0,29,-14,-14,-58,-9,-19,0,9,-9
-24,-29,-4,26,-9,-17,-58,-9,-19,0,9,-9
-19,-29,-9,24,-4,-19,-58,-9,-19,0,9,-9
-19,-24,-4,21,-7,-14,-48,0,-14,9,19,0
-19,-19,0,19,-9,-9,-48,0,-9,9,19,0
-19,-14,4,17,-12,-4,-48,0,-4,9,19,0
-19,-9,9,14,-14,0,-48,0,0,9,19,0
-29,-19,9,24,-19,-4,-48,0,-9,0,9,0
-29,-19,9,24,-19,-4,-48,0,-9,0,9,0
-29,-19,9,24,-19,-4,-48,0,-9,0,9,0
-29,-19,9,24,-19,-4,-48,0,-9,0,9,0
-39,-24,14,31,-26,-4,-48,0,-9,0,9,-9
-39,-29,9,34,-24,-9,-48,0,-9,0,9,-9
-39,-34,4,36,-21,-14,-48,0,-9,0,9,-9
-39,-39,0,39,-19,-19,-48,0,-9,0,9,-9
-34,-39,-4,36,-14,-21,-48,0,-9,9,9,0
-29,-39,-9,34,-9,-24,-48,0,-9,9,9,0
-24,-39,-14,31,-4,-26,-48,0,-9,9,9,0
-19,-39,-19,29,0,-29,-48,0,-9,9,9,0
-19,-24,-4,21,-7,-14,-39,0,0,9,19,0
-19,-19,0,19,-9,-9,-39,0,0,9,19,0
-19,-14,4,17,-12,-4,-39,0,0,9,19,0
-19,-9,9,14,-14,0,-39,0,0,9,19,0
-14,-19,-4,17,-4,-12,-39,0,-9,9,9,9
-9,-19,-9,14,0,-14,-39,0,-9,9,9,9
-4,-19,-14,12,4,-17,-39,0,-9,9,9,9
0,-19,-19,9,9,-19,-39,0,-9,9,9,9
-4,-24,-19,14,7,-21,-48,-9,-19,0,9,4
-9,-29,-19,19,4,-24,-48,-9,-19,0,9,0
-14,-34,-19,24,2,-26,-48,-9,-19,0,9,-4
-19,-39,-19,29,0,-29,-48,-9,-19,0,9,-9
-29,-39,-9,34,-9,-24,-48,-9,-19,0,0,0
-29,-39,-9,34,-9,-24,-48,-9,-19,0,0,0
-29,-39,-9,34,-9,-24,-48,-9,-19,0,0,0
-29,-39,-9,34,-9,-24,-48,-9,-19,0,0,0
-39,-48,-9,43,-14,-29,-48,-9,-19,0,9,0
-39,-48,-9,43,-14,-29,-48,-9,-19,0,9,0
-39,-48,-9,43,-14,-29,-48,-9,-19,0,9,0
-39,-48,-9,43,-14,-29,-48,-9,-19,0,9,0
-29,-43,-14,36,-7,-29,-39,0,-9,4,19,4
-29,-39,-9,34,-9,-24,-39,0,-9,9,19,9
-29,-34,-4,31,-12,-19,-39,0,-9,14,19,14
-29,-29,0,29,-14,-14,-39,0,-9,19,19,19
-29,-19,9,24,-19,-4,-39,-9,-19,19,9,9
-29,-19,9,24,-19,-4,-39,-9,-19,19,9,9
-29,-19,9,24,-19,-4,-39,-9,-19,19,9,9
-29,-19,9,24,-19,-4,-39,-9,-19,19,9,9
-29,-29,0,29,-14,-14,-48,-9,-19,9,9,0
-29,-29,0,29,-14,-14,-48,-9,-19,9,9,0
-29,-29,0,29,-14,-14,-48,-9,-19,9,9,0
-29,-29,0,29,-14,-14,-48,-9,-19,9,9,0
-19,-34,-14,26,-2,-24,-48,-9,-19,9,0,0
-19,-39,-19,29,0,-29,-48,-9,-19,9,0,0
-19,-43,-24,31,2,-34,-48,-9,-19,9,0,0
-19,-48,-29,34,4,-39,-48,-9,-19,9,0,0
-9,-39,-29,24,9,-34,-39,-9,-19,9,9,9
-9,-39,-29,24,9,-34,-39,-9,-19,9,9,9
-9,-39,-29,24,9,-34,-39,-9,-19,9,9,9
