I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-19,-9,9,14,-14,0,-9,185,0,-9,-9,-9
-19,-9,9,14,-14,0,-4,185,0,-9,-9,-9
-19,-9,9,14,-14,0,0,185,0,-9,-9,-9
-24,-9,14,17,-19,2,4,185,0,0,4,-4
-29,-9,19,19,-24,4,9,185,0,9,19,0
-34,-9,24,21,-29,7,9,190,0,9,19,0
-39,-9,29,24,-34,9,9,195,0,9,19,0
-39,-9,29,24,-34,9,9,195,0,4,19,0
-39,-9,29,24,-34,9,9,195,0,0,19,0
-39,-9,29,24,-34,9,4,190,0,0,14,-4
-39,-9,29,24,-34,9,0,185,0,0,9,-9
-39,-14,24,26,-31,4,0,185,0,-9,4,-9
-39,-19,19,29,-29,0,0,185,0,-19,0,-9
-39,-19,19,29,-29,0,0,195,0,-9,0,-9
-39,-19,19,29,-29,0,0,204,0,0,0,-9
-39,-19,19,29,-29,0,0,204,0,0,0,-9
-39,-19,19,29,-29,0,0,204,0,0,0,-9
-29,-19,9,24,-19,-4,0,204,0,0,4,-4
-19,-19,0,19,-9,-9,0,204,0,0,9,0
-29,-14,14,21,-21,0,0,204,0,0,9,0
-39,-9,29,24,-34,9,0,204,0,0,9,0
-39,-9,29,24,-34,9,0,204,0,0,4,0
-39,-9,29,24,-34,9,0,204,0,0,0,0
-39,-9,29,24,-34,9,0,209,0,0,0,0
-39,-9,29,24,-34,9,0,214,0,0,0,0
-39,-9,29,24,-34,9,0,214,0,-4,0,-4
-39,-9,29,24,-34,9,0,214,0,-9,0,-9
-39,-9,29,24,-34,9,0,214,0,-9,0,-9
-39,-9,29,24,-34,9,0,214,0,-9,0,-9
-43,-14,29,29,-36,7,0,219,0,-9,4,-4
-48,-19,29,34,-39,4,0,224,0,-9,9,0
-48,-19,29,34,-39,4,0,224,4,-9,9,0
-48,-19,29,34,-39,4,0,224,9,-9,9,0
-43,-19,24,31,-34,2,0,229,9,-4,9,0
-39,-19,19,29,-29,0,0,234,9,0,9,0
-39,-19,19,29,-29,0,0,234,9,0,9,0
-39,-19,19,29,-29,0,0,234,9,0,9,0
-39,-19,19,29,-29,0,0,234,9,0,9,0
-39,-19,19,29,-29,0,0,234,9,0,9,0
-39,-14,24,26,-31,4,0,234,4,0,9,0
-39,-9,29,24,-34,9,0,234,0,0,9,0
-39,-9,29,24,-34,9,0,239,0,0,4,0
-39,-9,29,24,-34,9,0,244,0,0,0,0
-43,-9,34,26,-39,12,4,244,0,0,0,0
-48,-9,39,29,-43,14,9,244,0,0,0,0
-48,-9,39,29,-43,14,9,244,4,0,0,0
-48,-9,39,29,-43,14,9,244,9,0,0,0
-43,-14,29,29,-36,7,9,248,9,0,0,0
-39,-19,19,29,-29,0,9,253,9,0,0,0
-39,-19,19,29,-29,0,9,253,9,0,-4,-4
