I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-48,0,48,24,-48,24,19,9,0,0,-9,-9
-48,-4,43,26,-46,19,19,9,0,-4,-14,-9
-48,-9,39,29,-43,14,19,9,0,-9,-19,-9
-48,-9,39,29,-43,14,19,4,0,-9,-24,-9
-48,-9,39,29,-43,14,19,0,0,-9,-29,-9
-53,-9,43,31,-48,17,19,0,0,-9,-29,-9
-58,-9,48,34,-53,19,19,0,0,-9,-29,-9
-58,-9,48,34,-53,19,19,-4,-4,-9,-29,-9
-58,-9,48,34,-53,19,19,-9,-9,-9,-29,-9
-58,-9,48,34,-53,19,19,-9,-9,-9,-29,-9
-58,-9,48,34,-53,19,19,-9,-9,-9,-29,-9
-63,-9,53,36,-58,21,24,-9,-14,-9,-29,-9
-68,-9,58,39,-63,24,29,-9,-19,-9,-29,-9
-68,-9,58,39,-63,24,29,-14,-19,-19,-34,-14
-68,-9,58,39,-63,24,29,-19,-19,-29,-39,-19
-68,-9,58,39,-63,24,29,-19,-19,-29,-39,-19
-68,-9,58,39,-63,24,29,-19,-19,-29,-39,-19
-68,-9,58,39,-63,24,29,-19,-19,-29,-39,-19
-68,-9,58,39,-63,24,29,-19,-19,-29,-39,-19
-68,-9,58,39,-63,24,24,-19,-19,-24,-39,-19
-68,-9,58,39,-63,24,19,-19,-19,-19,-39,-19
-58,0,58,29,-58,29,19,-14,-4,-14,-34,-9
-43,9,53,17,-48,31,14,0,4,0,-19,0
-34,19,53,7,-43,36,14,14,19,9,-9,9
-24,39,63,-7,-43,51,4,34,34,29,0,19
-9,63,73,-26,-41,68,-4,58,53,43,4,29
0,78,78,-39,-39,78,-4,78,68,53,14,39
14,78,63,-46,-24,70,-9,92,78,58,19,48
24,92,68,-58,-21,80,-19,107,87,58,34,58
34,97,63,-65,-14,80,-19,117,92,63,39,58
53,112,58,-82,-2,85,-34,131,102,73,43,68
78,112,34,-95,21,73,-43,151,117,87,53,78
87,112,24,-100,31,68,-43,151,117,87,53,78
87,107,19,-97,34,63,-48,141,107,82,43,68
73,82,9,-78,31,46,-48,97,68,53,19,43
53,43,-9,-48,31,17,-43,34,29,14,-9,19
39,14,-24,-26,31,-4,-39,-4,4,-14,-29,0
34,4,-29,-19,31,-12,-29,-9,-4,-19,-39,0
34,0,-34,-17,34,-17,-19,-14,-9,-24,-43,-4
34,0,-34,-17,34,-17,-19,-29,-24,-34,-48,-4
34,4,-29,-19,31,-12,-19,-34,-24,-34,-48,-4
24,4,-19,-14,21,-7,-14,-34,-24,-34,-48,-9
9,4,-4,-7,7,0,-9,-24,-19,-29,-48,-9
-29,4,34,12,-31,19,9,-14,-14,-29,-43,-4
-63,-4,58,34,-61,26,34,-9,-4,-24,-43,-4
-68,-9,58,39,-63,24,39,-9,-4,-24,-48,-19
-73,-19,53,46,-63,17,48,-14,-9,-29,-63,-34
-78,-29,48,53,-63,9,53,-19,-9,-34,-68,-34
-82,-34,48,58,-65,7,58,-19,-9,-34,-68,-34
-82,-29,53,56,-68,12,58,-19,-9,-34,-58,-29
-82,-29,53,56,-68,12,53,-19,-9,-34,-53,-29
-82,-29,53,56,-68,12,53,-19,-9,-29,-53,-29
-82,-24,58,53,-70,17,53,-19,-9,-29,-53,-29
-87,-24,63,56,-75,19,53,-19,-9,-29,-53,-24
-87,-24,63,56,-75,19,58,-19,-9,-29,-48,-24
-87,-24,63,56,-75,19,58,-24,-9,-34,-48,-24
-87,-24,63,56,-75,19,58,-24,-9,-34,-48,-24
-92,-24,68,58,-80,21,58,-24,-19,-34,-48,-29
-107,-34,73,70,-90,19,73,-19,-19,-43,-53,-34
-126,-48,78,87,-102,14,102,0,-19,-43,-63,-43
-161,-63,97,112,-129,17,146,68,19,-24,-63,-43
-195,-63,131,129,-163,34,180,170,82,14,-43,-48
-180,-53,126,117,-153,36,180,258,136,43,-29,-39
-14,-19,-4,17,-4,-12,136,395,229,117,19,9
287,48,-239,-168,263,-95,19,517,297,170,82,82
702,190,-512,-446,607,-161,-204,575,370,248,170,190
1161,302,-858,-732,1010,-278,-448,502,356,253,219,268
1459,405,-1054,-932,1256,-324,-634,380,312,253,253,326
1537,453,-1083,-995,1310,-314,-751,78,156,170,224,341
1293,488,-805,-890,1049,-158,-775,-336,-92,43,161,312
883,395,-488,-639,685,-46,-649,-829,-429,-209,-39,156
424,283,-141,-353,283,70,-502,-1268,-736,-434,-229,-24
209,224,14,-217,97,119,-439,-1337,-795,-468,-268,-73
170,146,-24,-158,97,61,-375,-1200,-766,-463,-292,-87
107,131,24,-119,41,78,-317,-971,-639,-395,-258,-78
78,131,53,-104,12,92,-283,-722,-468,-292,-200,-48
53,112,58,-82,-2,85,-209,-473,-287,-170,-131,-19
9,82,73,-46,-31,78,-131,-307,-180,-97,-82,4
-29,48,78,-9,-53,63,-68,-200,-126,-68,-73,4
-68,24,92,21,-80,58,-14,-117,-73,-48,-73,0
-112,14,126,48,-119,70,19,-63,-29,-19,-58,0
-126,4,131,61,-129,68,29,-48,-19,0,-43,4
-126,4,131,61,-129,68,39,-48,-14,0,-43,4
-131,4,136,63,-134,70,43,-39,-14,0,-43,0
-146,0,146,73,-146,73,53,-14,0,4,-39,0
-151,-4,146,78,-148,70,58,0,14,4,-34,0
-151,-9,141,80,-146,65,63,9,14,9,-34,0
-156,-9,146,82,-151,68,63,14,19,9,-34,4
-161,-4,156,82,-158,75,63,29,19,14,-34,9
-161,-4,156,82,-158,75,63,34,29,14,-29,9
-161,-4,156,82,-158,75,63,39,29,14,-29,9
-156,-4,151,80,-153,73,63,34,29,19,-29,4
-156,-4,151,80,-153,73,63,24,29,24,-29,0
-156,-4,151,80,-153,73,58,24,29,29,-29,9
-156,-4,151,80,-153,73,53,24,29,29,-29,9
-151,-4,146,78,-148,70,53,24,34,29,-24,4
-146,-4,141,75,-143,68,53,24,34,29,-24,4
-146,-4,141,75,-143,68,48,34,34,29,-24,9
-146,-4,141,75,-143,68,43,43,29,24,-29,9
-141,-4,136,73,-139,65,43,43,24,24,-29,4
-141,-4,136,73,-139,65,43,48,19,24,-29,4
