I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
107,605,497,-356,-195,551,-346,-644,-273,-107,-4,146
102,614,512,-358,-204,563,-341,-644,-268,-102,4,151
112,619,507,-366,-197,563,-341,-644,-263,-97,9,161
112,624,512,-368,-200,568,-341,-644,-253,-87,14,170
102,619,517,-361,-207,568,-346,-644,-244,-82,19,175
112,629,517,-370,-202,573,-346,-634,-239,-73,24,180
117,639,522,-378,-202,580,-346,-629,-229,-63,39,190
126,629,502,-378,-187,566,-351,-624,-224,-53,43,195
141,639,497,-390,-178,568,-356,-619,-219,-53,48,200
161,653,492,-407,-165,573,-351,-605,-200,-39,63,209
161,653,492,-407,-165,573,-351,-605,-195,-34,73,219
146,634,488,-390,-170,561,-346,-595,-180,-24,82,229
146,614,468,-380,-161,541,-346,-585,-165,-9,92,234
141,610,468,-375,-163,539,-346,-575,-161,-4,97,234
146,619,473,-383,-163,546,-341,-561,-151,4,107,239
165,634,468,-400,-151,551,-346,-566,-141,14,117,248
175,649,473,-412,-148,561,-356,-561,-136,14,122,248
170,634,463,-402,-146,549,-351,-541,-117,29,131,253
175,629,453,-402,-139,541,-346,-527,-102,39,141,263
190,629,439,-409,-124,534,-346,-517,-97,48,146,268
200,619,419,-409,-109,519,-341,-502,-87,58,151,273
209,610,400,-409,-95,505,-341,-492,-82,63,161,273
214,605,390,-409,-87,497,-336,-473,-68,78,170,283
214,600,385,-407,-85,492,-326,-453,-48,92,185,297
204,580,375,-392,-85,478,-312,-439,-43,102,190,297
200,570,370,-385,-85,470,-312,-429,-34,107,190,297
219,570,351,-395,-65,461,-317,-419,-24,112,200,297
224,566,341,-395,-58,453,-312,-409,-9,117,200,297
229,561,331,-395,-51,446,-312,-390,0,126,204,302
219,556,336,-387,-58,446,-307,-380,0,131,209,302
224,551,326,-387,-51,439,-307,-361,14,141,214,302
229,541,312,-385,-41,427,-297,-346,24,151,224,312
229,527,297,-378,-34,412,-292,-336,29,151,219,302
229,522,292,-375,-31,407,-292,-331,29,151,219,297
239,512,273,-375,-17,392,-287,-317,34,156,219,297
229,492,263,-361,-17,378,-273,-297,53,161,224,302
229,483,253,-356,-12,368,-263,-273,68,170,229,302
239,478,239,-358,0,358,-268,-258,68,170,229,297
234,468,234,-351,0,351,-268,-253,68,161,224,287
229,444,214,-336,7,329,-263,-248,68,161,219,278
229,429,200,-329,14,314,-253,-234,73,161,214,273
214,409,195,-312,9,302,-234,-219,68,156,209,268
219,409,190,-314,14,300,-234,-214,68,156,204,258
229,409,180,-319,24,295,-224,-200,82,165,204,258
224,400,175,-312,24,287,-219,-185,92,170,209,263
224,390,165,-307,29,278,-214,-175,92,165,209,253
219,375,156,-297,31,265,-204,-165,97,165,204,248
209,361,151,-285,29,256,-190,-151,102,165,204,244
200,346,146,-273,26,246,-180,-136,107,170,204,244
200,326,126,-263,36,226,-170,-126,107,165,200,234
195,322,126,-258,34,224,-170,-122,102,161,190,224
190,317,126,-253,31,222,-161,-112,102,156,185,214
185,302,117,-244,34,209,-156,-97,107,156,185,209
170,273,102,-222,34,187,-146,-92,112,156,180,204
170,258,87,-214,41,173,-141,-82,112,156,180,204
165,253,87,-209,39,170,-131,-73,112,151,175,195
161,248,87,-204,36,168,-126,-73,107,141,165,180
156,229,73,-192,41,151,-122,-68,102,136,151,170
146,214,68,-180,39,141,-112,-73,92,126,141,156
136,204,68,-170,34,136,-102,-63,97,126,141,151
136,195,58,-165,39,126,-97,-58,97,122,136,146
146,200,53,-173,46,126,-92,-48,92,117,131,141
146,195,48,-170,48,122,-97,-43,92,117,131,136
112,170,58,-141,26,114,-87,-43,82,112,122,126
97,156,58,-126,19,107,-73,-39,82,107,117,117
112,161,48,-136,31,104,-73,-29,82,102,112,112
92,151,58,-122,17,104,-63,-34,78,92,102,107
87,136,48,-112,19,92,-53,-24,78,97,102,102
102,126,24,-114,39,75,-48,-4,87,102,102,97
97,117,19,-107,39,68,-43,-4,82,87,92,87
82,107,24,-95,29,65,-53,-9,78,87,92,87
78,87,9,-82,34,48,-43,-4,82,87,92,87
87,82,-4,-85,46,39,-34,0,82,87,92,82
78,82,4,-80,36,43,-24,4,78,78,87,78
68,73,4,-70,31,39,-19,9,73,73,78,73
63,58,-4,-61,34,26,-14,14,78,73,78,68
53,43,-9,-48,31,17,-4,19,73,63,68,58
43,34,-9,-39,26,12,0,19,68,58,58,48
29,19,-9,-24,19,4,4,24,68,63,58,48
29,14,-14,-21,21,0,4,29,68,63,63,48
39,29,-9,-34,24,9,9,39,73,63,58,43
34,29,-4,-31,19,12,4,29,63,53,48,39
43,24,-19,-34,31,2,4,24,58,43,43,29
58,24,-34,-41,46,-4,0,34,58,43,43,29
39,9,-29,-24,34,-9,19,48,68,53,48,39
14,-14,-29,0,21,-21,34,58,73,58,48,34
4,-29,-34,12,19,-31,34,63,68,53,43,34
0,-39,-39,19,19,-39,39,68,63,48,39,29
-9,-43,-34,26,12,-39,48,68,58,39,29,14
-14,-53,-39,34,12,-46,48,68,53,34,24,4
-9,-43,-34,26,12,-39,43,73,58,39,24,9
4,-29,-34,12,19,-31,39,78,58,34,19,4
4,-29,-34,12,19,-31,39,78,53,29,14,0
4,-34,-39,14,21,-36,43,78,53,29,19,0
0,-43,-43,21,21,-43,53,87,63,39,19,9
0,-48,-48,24,24,-48,63,92,63,43,24,9
0,-39,-39,19,19,-39,68,97,68,43,24,9
0,-39,-39,19,19,-39,73,97,68,39,24,9
-4,-43,-39,24,17,-41,78,107,73,43,29,14
-19,-58,-39,39,9,-48,87,112,78,48,29,9
-9,-53,-43,31,17,-48,97,126,82,53,29,9
9,-43,-53,17,31,-48,102,136,87,58,39,14
9,-34,-43,12,26,-39,102,136,87,58,34,9
-9,-39,-29,24,9,-34,117,141,87,53,34,9
-4,-29,-24,17,9,-26,131,146,97,63,43,14
9,-34,-43,12,26,-39,141,156,102,63,39,19
4,-39,-43,17,24,-41,146,156,107,68,43,19
-14,-34,-19,24,2,-26,141,151,97,63,39,14
-4,-14,-9,9,2,-12,136,151,97,63,34,14
9,-4,-14,-2,12,-9,131,156,102,68,43,19
14,-19,-34,2,24,-26,131,165,107,73,48,24
29,-9,-39,-9,34,-24,122,165,107,68,48,19
34,-9,-43,-12,39,-26,92,165,107,68,48,24
39,-9,-48,-14,43,-29,87,161,102,68,48,19
34,-19,-53,-7,43,-36,82,161,102,63,43,19
24,-24,-48,0,36,-36,87,161,102,68,48,29
19,-19,-39,0,29,-29,78,146,92,58,39,19
34,-9,-43,-12,39,-26,63,136,82,53,39,19
48,-9,-58,-19,53,-34,53,131,82,53,43,19
34,-19,-53,-7,43,-36,48,126,78,48,34,14
14,-19,-34,2,24,-26,48,122,68,39,24,4
24,0,-24,-12,24,-12,58,122,73,43,24,4
34,-9,-43,-12,39,-26,53,117,68,34,19,0
24,-19,-43,-2,34,-31,43,107,58,24,9,-4
4,-24,-29,9,17,-26,34,92,43,14,0,-14
4,-34,-39,14,21,-36,34,92,43,14,0,-14
29,-24,-53,-2,41,-39,34,102,48,19,9,-4
48,-4,-53,-21,51,-29,43,122,63,34,24,4
68,-4,-73,-31,70,-39,43,131,78,48,34,19
63,-19,-82,-21,73,-51,43,136,82,58,39,24
68,-9,-78,-29,73,-43,34,136,78,53,34,19
82,0,-82,-41,82,-41,24,131,78,48,34,14
73,-9,-82,-31,78,-46,29,131,73,43,29,14
63,-29,-92,-17,78,-61,34,131,78,43,29,19
68,-29,-97,-19,82,-63,29,122,63,34,24,14
63,-29,-92,-17,78,-61,29,117,53,29,19,9
39,-43,-82,2,61,-63,43,117,53,29,19,0
39,-68,-107,14,73,-87,48,122,48,24,9,0
34,-92,-126,29,80,-109,48,107,43,14,4,-4
19,-107,-126,43,73,-117,58,112,43,19,4,-9
34,-107,-141,36,87,-124,63,126,48,24,9,0
48,-117,-165,34,107,-141,63,126,48,19,9,0
39,-141,-180,51,109,-161,63,122,43,14,0,-9
14,-141,-156,63,85,-148,63,117,39,9,0,-14
-4,-141,-136,73,65,-139,68,117,34,4,-4,-19
-14,-136,-122,75,53,-129,73,122,29,0,-14,-29
-19,-126,-107,73,43,-117,78,117,29,0,-14,-29
-29,-136,-107,82,39,-122,82,126,39,9,-9,-29
-39,-151,-112,95,36,-131,92,131,43,14,-4,-29
-39,-146,-107,92,34,-126,102,126,43,9,-4,-29
-39,-146,-107,92,34,-126,102,131,43,9,-4,-24
-39,-156,-117,97,39,-136,102,126,43,9,-9,-29
-48,-175,-126,112,39,-151,97,122,39,4,-14,-34
-58,-170,-112,114,26,-141,102,122,34,0,-19,-39
-48,-151,-102,100,26,-126,102,117,29,0,-19,-39
-34,-146,-112,90,39,-129,97,117,29,0,-14,-39
-24,-136,-112,80,43,-124,92,126,39,4,-9,-29
-34,-151,-117,92,41,-134,92,131,43,4,-9,-29
