I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-24,48,73,-12,-48,61,0,4,-14,58,39,39
-29,39,68,-4,-48,53,0,9,-4,53,43,29
-39,19,58,9,-48,39,0,4,-9,48,34,29
-43,43,87,0,-65,65,4,9,-4,53,43,39
0,68,68,-34,-34,68,9,19,-4,58,43,43
-14,58,73,-21,-43,65,9,14,-9,48,34,34
-29,58,87,-14,-58,73,4,14,-9,48,29,34
4,68,63,-36,-29,65,-4,0,-19,43,24,24
0,87,87,-43,-43,87,0,4,-14,43,39,34
-19,87,107,-34,-63,97,14,14,-4,53,53,48
-68,43,112,12,-90,78,9,9,-4,53,48,43
-92,19,112,36,-102,65,4,4,-4,48,48,43
-39,43,82,-2,-61,63,-4,4,0,43,48,48
-29,63,92,-17,-61,78,0,4,4,48,53,48
-48,53,102,-2,-75,78,4,14,4,48,53,43
-9,48,58,-19,-34,53,0,9,0,43,43,34
0,53,53,-26,-26,53,4,9,0,43,43,24
-29,53,82,-12,-56,68,14,24,9,63,63,39
-39,34,73,2,-56,53,0,4,0,53,53,29
-14,24,39,-4,-26,31,-9,-4,-14,34,34,19
-24,39,63,-7,-43,51,-4,0,-9,39,34,34
-14,53,68,-19,-41,61,4,9,-4,43,43,39
-14,48,63,-17,-39,56,4,9,-4,34,29,24
-43,29,73,7,-58,51,0,0,-14,24,9,4
-24,24,48,0,-36,36,0,0,-14,19,4,-4
19,63,43,-41,-12,53,9,14,0,39,24,9
0,78,78,-39,-39,78,19,19,4,48,34,29
-9,63,73,-26,-41,68,19,19,4,43,34,34
-34,48,82,-7,-58,65,19,19,4,39,39,48
-14,43,58,-14,-36,51,19,24,0,34,34,43
-19,14,34,2,-26,24,34,34,0,24,19,24
-9,9,19,0,-14,14,43,48,4,29,19,24
0,29,29,-14,-14,29,58,58,14,43,39,34
-14,4,19,4,-17,12,58,58,14,39,29,29
-14,-14,0,14,-7,-7,53,48,0,24,14,14
9,0,-9,-4,9,-4,53,48,-4,24,19,19
0,14,14,-7,-7,14,58,58,0,39,24,29
19,48,29,-34,-4,39,53,63,19,48,43,48
29,78,48,-53,-9,63,43,73,34,78,63,73
14,87,73,-51,-29,80,14,58,39,87,68,78
24,112,87,-68,-31,100,-19,39,43,97,78,73
39,131,92,-85,-26,112,-53,19,43,107,87,73
0,112,112,-56,-56,112,-78,9,39,97,82,73
-4,122,126,-58,-65,124,-92,4,48,97,92,78
24,161,136,-92,-56,148,-107,4,58,107,107,107
92,156,63,-124,14,109,-161,-39,24,73,82,92
112,131,19,-122,46,75,-190,-68,-4,39,53,73
78,141,63,-109,7,102,-185,-68,4,43,68,97
78,161,82,-119,-2,122,-180,-58,19,48,87,107
92,180,87,-136,2,134,-175,-53,29,58,97,112
87,165,78,-126,4,122,-175,-58,29,53,97,112
112,161,48,-136,31,104,-156,-48,34,48,97,102
117,141,24,-129,46,82,-151,-58,19,29,73,87
43,97,53,-70,-4,75,-131,-58,9,14,63,82
19,82,63,-51,-21,73,-122,-68,-9,-4,34,58
29,92,63,-61,-17,78,-102,-68,-19,-4,29,63
0,92,92,-46,-46,92,-87,-63,-14,0,43,73
39,102,63,-70,-12,82,-97,-73,-24,-4,39,73
58,126,68,-92,-4,97,-87,-63,-14,0,53,82
24,122,97,-73,-36,109,-78,-58,0,14,73,82
29,97,68,-63,-19,82,-82,-63,-4,4,58,63
53,82,29,-68,12,56,-82,-68,-14,0,48,53
78,102,24,-90,26,63,-73,-58,0,14,53,68
29,122,92,-75,-31,107,-43,-34,9,34,68,92
29,112,82,-70,-26,97,-39,-39,-9,19,53,68
34,107,73,-70,-19,90,-39,-48,-14,14,43,63
43,107,63,-75,-9,85,-29,-43,-19,9,39,53
43,102,58,-73,-7,80,-29,-48,-24,0,24,39
24,92,68,-58,-21,80,-19,-48,-34,-4,14,29
9,63,53,-36,-21,58,-9,-43,-34,-4,4,19
-43,43,87,0,-65,65,0,-39,-43,-4,0,19
-73,9,82,31,-78,46,0,-43,-68,-19,-4,9
-68,0,68,34,-68,34,0,-53,-92,-29,-14,0
-78,9,87,34,-82,48,0,-58,-97,-34,-14,4
-53,14,68,19,-61,41,4,-48,-87,-29,-4,4
-53,0,53,26,-53,26,9,-43,-78,-29,-9,-4
-53,-4,48,29,-51,21,9,-43,-73,-29,-19,-19
-34,4,39,14,-36,21,19,-34,-68,-29,-19,-24
-53,-4,48,29,-51,21,19,-29,-73,-29,-24,-24
-53,-29,24,41,-39,-2,9,-39,-82,-43,-39,-24
-14,-9,4,12,-9,-2,14,-34,-78,-39,-29,-19
-14,0,14,7,-14,7,29,-24,-63,-34,-19,-14
-34,9,43,12,-39,26,48,-4,-48,-19,0,-4
-53,4,58,24,-56,31,48,-4,-48,-19,0,-9
-63,-19,43,41,-53,12,34,-24,-73,-34,-9,-19
-39,-4,34,21,-36,14,24,-34,-78,-39,-4,-14
-14,19,34,-2,-24,26,24,-34,-78,-34,-4,-4
-29,29,58,0,-43,43,34,-19,-63,-19,4,4
-24,29,53,-2,-39,41,29,-19,-63,-24,0,0
-39,4,43,17,-41,24,29,-24,-63,-29,-14,-9
-63,-4,58,34,-61,26,34,-19,-63,-29,-14,-14
-63,0,63,31,-63,31,34,-24,-68,-29,-14,-14
-39,19,58,9,-48,39,43,-19,-63,-19,-4,-4
-53,29,82,12,-68,56,53,-14,-53,-9,0,0
-29,-9,19,19,-24,4,34,-34,-68,-29,-19,-14
-63,-34,29,48,-46,-2,39,-24,-63,-29,-19,-9
-53,-24,29,39,-41,2,34,-29,-73,-39,-29,-24
-29,-19,9,24,-19,-4,29,-29,-78,-43,-29,-24
-39,-19,19,29,-29,0,29,-39,-87,-43,-39,-34
-43,-19,24,31,-34,2,24,-48,-97,-53,-43,-48
-87,-34,53,61,-70,9,39,-34,-87,-43,-39,-39
-122,-29,92,75,-107,31,63,-9,-53,-14,-14,-24
-58,0,58,29,-58,29,78,9,-34,-4,-4,-19
-43,-4,39,24,-41,17,102,43,-9,4,-4,-24
-39,-34,4,36,-21,-14,122,87,39,14,-4,-39
0,-53,-53,26,26,-53,117,131,117,24,14,-24
-24,-63,-39,43,7,-51,122,156,200,63,63,9
0,-58,-58,29,29,-58,117,146,244,82,97,48
82,-58,-141,-12,112,-100,73,107,317,73,122,87
146,-43,-190,-51,168,-117,29,82,409,78,161,151
209,-4,-214,-102,212,-109,-34,0,453,87,219,244
283,34,-248,-158,265,-107,-122,-117,448,82,283,341
326,92,-234,-209,280,-70,-200,-214,483,87,366,478
351,165,-185,-258,268,-9,-302,-322,531,112,478,644
414,263,-151,-339,283,56,-400,-414,575,126,585,800
502,317,-185,-409,344,65,-473,-478,619,87,629,912
570,341,-229,-456,400,56,-522,-512,678,0,634,1010
673,351,-322,-512,497,14,-561,-512,741,-131,600,1083
766,326,-439,-546,602,-56,-585,-517,771,-292,531,1122
839,273,-566,-556,702,-146,-605,-527,771,-463,434,1132
814,180,-634,-497,724,-226,-570,-541,663,-634,268,1039
775,117,-658,-446,717,-270,-512,-575,468,-761,92,897
605,122,-483,-363,544,-180,-414,-610,248,-814,4,819
361,136,-224,-248,292,-43,-297,-639,-4,-829,-78,717
175,82,-92,-129,134,-4,-170,-649,-283,-868,-253,458
39,-9,-48,-14,43,-29,-48,-610,-497,-927,-458,146
-19,-112,-92,65,36,-102,24,-610,-717,-1005,-649,-117
-68,-204,-136,136,34,-170,78,-619,-897,-1044,-771,-322
-68,-278,-209,173,70,-244,112,-580,-936,-1044,-814,-439
-43,-380,-336,212,146,-358,136,-522,-912,-1039,-839,-541
-34,-463,-429,248,197,-446,161,-463,-868,-1024,-854,-610
-4,-536,-531,270,263,-534,180,-424,-839,-1005,-868,-663
58,-575,-634,258,346,-605,175,-390,-785,-961,-863,-692
136,-570,-707,217,422,-639,141,-361,-722,-907,-829,-688
156,-541,-697,192,427,-619,107,-346,-649,-824,-771,-644
68,-492,-561,212,314,-527,78,-331,-566,-707,-678,-575
92,-439,-531,173,312,-485,19,-346,-527,-639,-624,-551
