I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-175,-136,39,156,-107,-48,156,78,-39,-68,-126,-175
-175,-136,39,156,-107,-48,156,78,-39,-68,-126,-175
-175,-136,39,156,-107,-48,156,78,-39,-68,-126,-175
-175,-136,39,156,-107,-48,156,78,-39,-68,-126,-175
-165,-146,19,156,-92,-63,156,78,-34,-63,-136,-180
-165,-146,19,156,-92,-63,156,78,-29,-58,-136,-185
-165,-146,19,156,-92,-63,156,78,-24,-53,-136,-190
-165,-146,19,156,-92,-63,156,78,-19,-48,-136,-195
-165,-136,29,151,-97,-53,161,82,-9,-58,-146,-204
-165,-136,29,151,-97,-53,165,87,-9,-58,-146,-204
-165,-136,29,151,-97,-53,170,92,-9,-58,-146,-204
-165,-136,29,151,-97,-53,175,97,-9,-58,-146,-204
-170,-141,29,156,-100,-56,185,107,0,-48,-136,-204
-175,-146,29,161,-102,-58,185,107,0,-48,-136,-204
-180,-151,29,165,-104,-61,185,107,0,-48,-136,-204
-185,-156,29,170,-107,-63,185,107,0,-48,-136,-204
-185,-146,39,165,-112,-53,185,117,4,-48,-136,-204
-185,-146,39,165,-112,-53,185,117,9,-48,-136,-204
-185,-146,39,165,-112,-53,185,117,14,-48,-136,-204
-185,-146,39,165,-112,-53,185,117,19,-48,-136,-204
-175,-146,29,161,-102,-58,190,122,29,-43,-136,-204
-175,-146,29,161,-102,-58,195,126,29,-39,-136,-204
-175,-146,29,161,-102,-58,200,131,29,-34,-136,-204
-175,-146,29,161,-102,-58,204,136,29,-29,-136,-204
-185,-141,43,163,-114,-48,214,141,29,-34,-146,-209
-185,-136,48,161,-117,-43,214,146,29,-39,-146,-214
-185,-131,53,158,-119,-39,214,151,29,-43,-146,-219
-185,-126,58,156,-122,-34,214,156,29,-48,-146,-224
-175,-131,43,153,-109,-43,229,170,39,-39,-146,-214
-175,-136,39,156,-107,-48,234,175,39,-39,-146,-214
-175,-141,34,158,-104,-53,239,180,39,-39,-146,-214
-175,-146,29,161,-102,-58,244,185,39,-39,-146,-214
-190,-151,39,170,-114,-56,244,195,39,-43,-161,-229
-195,-156,39,175,-117,-58,244,195,39,-48,-165,-234
-200,-161,39,180,-119,-61,244,195,39,-53,-170,-239
-204,-165,39,185,-122,-63,244,195,39,-58,-175,-244
-204,-156,48,180,-126,-53,253,214,43,-48,-175,-244
-204,-156,48,180,-126,-53,263,224,48,-48,-175,-244
-204,-156,48,180,-126,-53,273,234,53,-48,-175,-244
-204,-156,48,180,-126,-53,283,244,58,-48,-175,-244
-209,-146,63,178,-136,-41,297,248,73,-39,-175,-253
-214,-146,68,180,-141,-39,302,253,78,-39,-175,-253
-219,-146,73,183,-146,-36,307,258,82,-39,-175,-253
-224,-146,78,185,-151,-34,312,263,87,-39,-175,-253
-224,-156,68,190,-146,-43,322,283,102,-29,-185,-263
-224,-156,68,190,-146,-43,331,292,107,-29,-185,-263
-224,-156,68,190,-146,-43,341,302,112,-29,-185,-263
-224,-156,68,190,-146,-43,351,312,117,-29,-185,-263
-224,-156,68,190,-146,-43,356,322,126,-34,-200,-278
-224,-156,68,190,-146,-43,361,322,126,-39,-204,-283
