I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-48,-292,-244,170,97,-268,97,97,204,126,-19,39
-48,-292,-244,170,97,-268,97,97,204,126,-19,39
-48,-292,-244,170,97,-268,97,97,204,126,-19,39
-48,-292,-244,170,97,-268,97,97,204,126,-19,39
-39,-283,-244,161,102,-263,87,97,190,117,-14,48
-39,-283,-244,161,102,-263,87,97,185,117,-9,48
-39,-283,-244,161,102,-263,87,97,180,117,-4,48
-39,-283,-244,161,102,-263,87,97,175,117,0,48
-39,-287,-248,163,104,-268,87,97,180,126,9,48
-39,-292,-253,165,107,-273,87,97,185,126,9,48
-39,-297,-258,168,109,-278,87,97,190,126,9,48
-39,-302,-263,170,112,-283,87,97,195,126,9,48
-48,-302,-253,175,102,-278,87,87,190,112,0,43
-48,-302,-253,175,102,-278,87,87,185,107,-9,39
-48,-302,-253,175,102,-278,87,87,180,102,-19,34
-48,-302,-253,175,102,-278,87,87,175,97,-29,29
-48,-292,-244,170,97,-268,87,78,185,102,-29,29
-48,-292,-244,170,97,-268,87,78,185,107,-29,29
-48,-292,-244,170,97,-268,87,78,185,112,-29,29
-48,-292,-244,170,97,-268,87,78,185,117,-29,29
-39,-292,-253,165,107,-273,97,78,175,126,-19,34
-39,-292,-253,165,107,-273,97,78,175,126,-9,39
-39,-292,-253,165,107,-273,97,78,175,126,0,43
-39,-292,-253,165,107,-273,97,78,175,126,9,48
-24,-283,-258,153,117,-270,92,73,175,117,24,53
-19,-283,-263,151,122,-273,87,68,175,117,29,58
-14,-283,-268,148,126,-275,82,63,175,117,34,63
-9,-283,-273,146,131,-278,78,58,175,117,39,68
-29,-292,-263,161,117,-278,82,68,165,117,29,58
-39,-292,-253,165,107,-273,87,68,165,117,19,58
-48,-292,-244,170,97,-268,92,68,165,117,9,58
-58,-292,-234,175,87,-263,97,68,165,117,0,58
-53,-278,-224,165,85,-251,87,58,165,117,0,58
-48,-273,-224,161,87,-248,87,58,165,117,0,58
-43,-268,-224,156,90,-246,87,58,165,117,0,58
-39,-263,-224,151,92,-244,87,58,165,117,0,58
-34,-273,-239,153,102,-256,78,53,156,112,-9,48
-29,-283,-253,156,112,-268,78,48,156,107,-19,39
-24,-292,-268,158,122,-280,78,43,156,102,-29,29
-19,-302,-283,161,131,-292,78,39,156,97,-39,19
-39,-312,-273,175,117,-292,92,53,165,102,-24,34
-48,-312,-263,180,107,-287,97,58,165,107,-19,39
-58,-312,-253,185,97,-283,102,63,165,112,-14,43
-68,-312,-244,190,87,-278,107,68,165,117,-9,48
-63,-307,-244,185,90,-275,102,53,156,107,-19,43
-58,-302,-244,180,92,-273,97,48,156,107,-19,39
-53,-297,-244,175,95,-270,92,43,156,107,-19,34
-48,-292,-244,170,97,-268,87,39,156,107,-19,29
-58,-283,-224,170,82,-253,97,39,146,97,-9,39
-58,-283,-224,170,82,-253,97,39,146,97,-9,39
-58,-283,-224,170,82,-253,97,39,146,97,-9,39
-58,-283,-224,170,82,-253,97,39,146,97,-9,39
-48,-287,-239,168,95,-263,97,39,146,107,-14,39
-48,-292,-244,170,97,-268,97,39,146,107,-19,39
-48,-297,-248,173,100,-273,97,39,146,107,-24,39
-48,-302,-253,175,102,-278,97,39,146,107,-29,39
-34,-297,-263,165,114,-280,87,29,136,97,-19,43
-29,-292,-263,161,117,-278,87,29,136,97,-9,48
-24,-287,-263,156,119,-275,87,29,136,97,0,53
-19,-283,-263,151,122,-273,87,29,136,97,9,58
-29,-292,-263,161,117,-278,78,29,146,102,0,53
-39,-292,-253,165,107,-273,78,29,146,107,0,48
-48,-292,-244,170,97,-268,78,29,146,112,0,43
-58,-292,-234,175,87,-263,78,29,146,117,0,39
-43,-283,-239,163,97,-261,87,34,141,107,4,53
-39,-283,-244,161,102,-263,87,39,136,107,9,58
-34,-283,-248,158,107,-265,87,43,131,107,14,63
-29,-283,-253,156,112,-268,87,48,126,107,19,68
-39,-283,-244,161,102,-263,87,43,126,97,0,53
