I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-39,-14,24,26,-31,4,-14,-29,-102,-78,-34,-400
-43,-19,24,31,-34,2,-14,-29,-97,-78,-34,-400
-43,-19,24,31,-34,2,-14,-29,-97,-73,-34,-400
-43,-24,19,34,-31,-2,-14,-29,-102,-73,-34,-400
-43,-39,4,41,-24,-17,-14,-19,-102,-73,-34,-409
-43,-39,4,41,-24,-17,-14,-14,-102,-73,-34,-414
-43,-34,9,39,-26,-12,-14,-14,-102,-73,-34,-424
-43,-34,9,39,-26,-12,-9,-14,-102,-73,-34,-434
-43,-34,9,39,-26,-12,-4,-14,-102,-73,-29,-434
-43,-34,9,39,-26,-12,-4,-14,-102,-73,-29,-434
-39,-29,9,34,-24,-9,-9,-14,-102,-78,-34,-434
-39,-29,9,34,-24,-9,-9,-14,-102,-78,-34,-439
-39,-29,9,34,-24,-9,-9,-14,-102,-78,-29,-439
-43,-24,19,34,-31,-2,-9,-14,-102,-73,-29,-434
-43,-14,29,29,-36,7,-4,-9,-102,-73,-24,-434
-43,-4,39,24,-41,17,-4,-9,-92,-68,-24,-434
-53,-29,24,41,-39,-2,4,-9,-82,-58,-24,-448
-78,-29,48,53,-63,9,0,-19,-92,-68,-24,-458
-82,-24,58,53,-70,17,9,-14,-87,-63,-19,-468
-92,-19,73,56,-82,26,29,0,-87,-58,-19,-468
-87,-9,78,48,-82,34,39,0,-78,-58,-14,-478
-78,9,87,34,-82,48,39,14,-73,-48,-4,-488
-73,4,78,34,-75,41,48,34,-48,-24,9,-483
-63,0,63,31,-63,31,63,53,-34,-14,19,-483
-43,14,58,14,-51,36,82,87,-9,14,48,-473
-19,48,68,-14,-43,58,97,131,39,58,87,-444
9,78,68,-43,-29,73,126,180,97,117,131,-409
73,126,53,-100,9,90,151,234,146,156,175,-380
107,165,58,-136,24,112,161,273,180,204,209,-336
141,180,39,-161,51,109,151,268,204,234,234,-297
204,204,0,-204,102,102,122,248,214,248,258,-263
297,219,-78,-258,187,70,63,209,214,268,268,-244
375,229,-146,-302,261,41,-39,146,175,248,258,-244
448,229,-219,-339,334,4,-161,63,126,219,229,-253
531,239,-292,-385,412,-26,-253,4,97,204,219,-263
610,244,-366,-427,488,-61,-356,-58,63,190,209,-268
683,268,-414,-475,549,-73,-468,-151,0,156,175,-283
732,317,-414,-524,573,-48,-541,-224,-48,126,156,-297
751,356,-395,-553,573,-19,-605,-317,-102,87,122,-331
736,370,-366,-553,551,2,-678,-439,-185,19,68,-390
702,336,-366,-519,534,-14,-741,-551,-302,-87,-19,-488
668,253,-414,-461,541,-80,-805,-678,-444,-219,-122,-610
614,131,-483,-373,549,-175,-854,-775,-575,-351,-248,-751
522,-24,-546,-248,534,-285,-839,-805,-678,-473,-361,-863
429,-136,-566,-146,497,-351,-814,-819,-741,-561,-444,-956
341,-204,-546,-68,444,-375,-834,-873,-771,-590,-473,-985
258,-253,-512,-2,385,-383,-810,-873,-756,-590,-473,-980
209,-273,-483,31,346,-378,-736,-810,-717,-566,-458,-966
165,-224,-390,29,278,-307,-663,-732,-653,-507,-409,-917
117,-165,-283,24,200,-224,-590,-644,-570,-429,-341,-863
97,-117,-214,9,156,-165,-488,-522,-483,-361,-273,-810
78,-68,-146,-4,112,-107,-395,-395,-385,-283,-200,-746
29,-43,-73,7,51,-58,-307,-292,-302,-219,-136,-692
-19,-39,-19,29,0,-29,-229,-209,-239,-170,-102,-658
-19,-24,-4,21,-7,-14,-175,-151,-195,-136,-87,-634
-4,-19,-14,12,4,-17,-131,-107,-175,-117,-73,-614
9,-9,-19,0,14,-14,-82,-63,-156,-92,-58,-614
9,-9,-19,0,14,-14,-53,-39,-136,-78,-39,-614
4,-4,-9,0,7,-7,-53,-29,-131,-78,-34,-624
14,-4,-19,-4,17,-12,-43,-19,-126,-78,-34,-624
14,-19,-34,2,24,-26,-29,-4,-112,-68,-29,-629
-9,-48,-39,29,14,-43,-24,14,-107,-73,-29,-653
-4,-43,-39,24,17,-41,-4,29,-97,-78,-24,-673
0,-39,-39,19,19,-39,4,34,-97,-78,-24,-678
4,-34,-39,14,21,-36,4,34,-97,-68,-24,-688
9,-24,-34,7,21,-29,4,34,-97,-68,-24,-697
0,-24,-24,12,12,-24,4,24,-107,-58,-19,-722
0,-34,-34,17,17,-34,4,24,-107,-63,-19,-741
-4,-34,-29,19,12,-31,4,24,-102,-63,-24,-761
-9,-39,-29,24,9,-34,9,29,-102,-63,-24,-780
-4,-29,-24,17,9,-26,24,43,-87,-58,-24,-800
-9,-29,-19,19,4,-24,29,43,-82,-58,-19,-814
-9,-29,-19,19,4,-24,29,43,-82,-53,-19,-829
-9,-24,-14,17,2,-19,29,39,-82,-53,-19,-844
-9,-24,-14,17,2,-19,34,48,-78,-43,-9,-863
-4,-19,-14,12,4,-17,34,48,-78,-43,-9,-878
0,-19,-19,9,9,-19,29,58,-78,-43,-9,-893
0,-19,-19,9,9,-19,29,58,-78,-48,-9,-907
-9,-24,-14,17,2,-19,34,53,-73,-53,-14,-936
-19,-34,-14,26,-2,-24,34,53,-78,-53,-14,-951
-24,-39,-14,31,-4,-26,29,58,-82,-53,-19,-966
-29,-43,-14,36,-7,-29,24,43,-87,-58,-24,-985
-29,-34,-4,31,-12,-19,39,53,-78,-48,-14,-1010
-24,-34,-9,29,-7,-21,43,53,-78,-48,-19,-1024
-24,-29,-4,26,-9,-17,48,53,-82,-53,-19,-1044
-24,-29,-4,26,-9,-17,48,53,-82,-53,-19,-1058
-24,-43,-19,34,-2,-31,39,63,-78,-53,-14,-1068
-24,-48,-24,36,0,-36,48,63,-78,-53,-14,-1078
-24,-48,-24,36,0,-36,48,68,-78,-53,-14,-1088
-24,-43,-19,34,-2,-31,48,68,-82,-53,-14,-1098
-24,-39,-14,31,-4,-26,48,68,-82,-48,-24,-1117
-24,-34,-9,29,-7,-21,48,68,-78,-48,-24,-1127
-24,-29,-4,26,-9,-17,43,68,-78,-48,-24,-1137
-24,-24,0,24,-12,-12,43,68,-78,-48,-24,-1146
-29,-43,-14,36,-7,-29,58,73,-87,-58,-19,-1151
-34,-48,-14,41,-9,-31,58,73,-82,-53,-19,-1156
-39,-48,-9,43,-14,-29,58,78,-82,-53,-19,-1161
-43,-53,-9,48,-17,-31,63,78,-82,-53,-19,-1161
-34,-43,-9,39,-12,-26,53,68,-82,-53,-29,-1176
-29,-43,-14,36,-7,-29,48,68,-87,-53,-29,-1180
-24,-43,-19,34,-2,-31,48,68,-87,-53,-29,-1185
-19,-43,-24,31,2,-34,48,73,-87,-53,-29,-1190
-19,-34,-14,26,-2,-24,58,73,-78,-53,-19,-1205
-14,-34,-19,24,2,-26,58,73,-78,-48,-19,-1220
-14,-34,-19,24,2,-26,58,73,-78,-48,-24,-1234
-19,-34,-14,26,-2,-24,63,73,-73,-53,-24,-1249
-9,-34,-24,21,7,-29,68,78,-73,-43,-14,-1312
-9,-34,-24,21,7,-29,68,82,-73,-43,-14,-1366
-9,-34,-24,21,7,-29,68,87,-78,-43,-14,-1420
-9,-39,-29,24,9,-34,68,97,-78,-43,-14,-1473
-9,-48,-39,29,14,-43,68,97,-68,-43,-14,-1542
-9,-48,-39,29,14,-43,68,97,-68,-39,-14,-1600
-14,-48,-34,31,9,-41,68,97,-68,-39,-14,-1659
-14,-53,-39,34,12,-46,73,97,-68,-39,-14,-1717
-19,-48,-29,34,4,-39,73,97,-78,-43,-14,-1844
-19,-43,-24,31,2,-34,73,97,-78,-43,-14,-1971
-19,-39,-19,29,0,-29,73,97,-78,-43,-14,-2098
