I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-136,-107,29,122,-82,-39,58,-97,39,-117,-185,-78
-136,-107,29,122,-82,-39,58,-97,39,-117,-185,-78
-136,-107,29,122,-82,-39,58,-97,39,-117,-185,-78
-136,-107,29,122,-82,-39,58,-97,39,-117,-185,-78
-136,-107,29,122,-82,-39,58,-87,39,-117,-185,-68
-136,-107,29,122,-82,-39,58,-87,39,-117,-185,-68
-136,-107,29,122,-82,-39,58,-87,39,-117,-185,-68
-136,-107,29,122,-82,-39,58,-87,39,-117,-185,-68
-136,-107,29,122,-82,-39,58,-78,48,-107,-185,-68
-136,-107,29,122,-82,-39,58,-78,48,-107,-185,-68
-136,-107,29,122,-82,-39,58,-78,48,-107,-185,-68
-136,-107,29,122,-82,-39,58,-78,48,-107,-185,-68
-126,-102,24,114,-75,-39,58,-78,58,-107,-175,-58
-126,-97,29,112,-78,-34,58,-78,58,-107,-175,-58
-126,-92,34,109,-80,-29,58,-78,58,-107,-175,-58
-126,-87,39,107,-82,-24,58,-78,58,-107,-175,-58
-126,-78,48,102,-87,-14,58,-73,63,-97,-175,-58
-126,-78,48,102,-87,-14,58,-68,68,-97,-175,-58
-126,-78,48,102,-87,-14,58,-63,73,-97,-175,-58
-126,-78,48,102,-87,-14,58,-58,78,-97,-175,-58
-117,-87,29,102,-73,-29,58,-58,87,-87,-175,-58
-117,-87,29,102,-73,-29,58,-58,87,-87,-175,-58
-117,-87,29,102,-73,-29,58,-58,87,-87,-175,-58
-117,-87,29,102,-73,-29,58,-58,87,-87,-175,-58
-117,-78,39,97,-78,-19,58,-48,97,-78,-170,-48
-117,-78,39,97,-78,-19,58,-48,97,-78,-165,-48
-117,-78,39,97,-78,-19,58,-48,97,-78,-161,-48
-117,-78,39,97,-78,-19,58,-48,97,-78,-156,-48
-117,-68,48,92,-82,-9,58,-43,112,-68,-146,-39
-117,-68,48,92,-82,-9,58,-39,117,-68,-146,-39
-117,-68,48,92,-82,-9,58,-34,122,-68,-146,-39
-117,-68,48,92,-82,-9,58,-29,126,-68,-146,-39
-107,-63,43,85,-75,-9,58,-24,141,-53,-136,-29
-107,-58,48,82,-78,-4,58,-19,146,-48,-136,-29
-107,-53,53,80,-80,0,58,-14,151,-43,-136,-29
-107,-48,58,78,-82,4,58,-9,156,-39,-136,-29
-97,-39,58,68,-78,9,58,-4,161,-29,-126,-19
-97,-39,58,68,-78,9,58,0,165,-29,-126,-19
-97,-39,58,68,-78,9,58,4,170,-29,-126,-19
-97,-39,58,68,-78,9,58,9,175,-29,-126,-19
-87,-34,53,61,-70,9,68,24,185,-14,-117,-14
-87,-29,58,58,-73,14,68,29,195,-9,-117,-9
-87,-24,63,56,-75,19,68,34,204,-4,-117,-4
-87,-19,68,53,-78,24,68,39,214,0,-117,0
-82,-14,68,48,-75,26,78,53,224,14,-102,9
-78,-9,68,43,-73,29,78,58,234,19,-97,9
-73,-4,68,39,-70,31,78,63,244,24,-92,9
-68,0,68,34,-68,34,78,68,253,29,-87,9
-58,4,63,26,-61,34,68,73,258,34,-82,14
-58,9,68,24,-63,39,68,78,263,39,-78,19
-58,14,73,21,-65,43,68,82,268,43,-73,24
-58,19,78,19,-68,48,68,87,273,48,-68,29
-53,24,78,14,-65,51,68,92,287,63,-63,43
-48,29,78,9,-63,53,68,97,292,68,-58,48
-43,34,78,4,-61,56,68,102,297,73,-53,53
-39,39,78,0,-58,58,68,107,302,78,-48,58
-34,48,82,-7,-58,65,63,117,312,92,-34,73
-29,58,87,-14,-58,73,58,117,312,97,-29,78
-24,68,92,-21,-58,80,53,117,312,102,-24,82
-19,78,97,-29,-58,87,48,117,312,107,-19,87
-4,92,97,-43,-51,95,43,107,322,122,-4,102
0,97,97,-48,-48,97,39,107,322,126,0,107
4,102,97,-53,-46,100,34,107,322,131,4,112
9,107,97,-58,-43,102,29,107,322,136,9,117
14,112,97,-63,-41,104,24,97,322,151,19,131
19,117,97,-68,-39,107,19,97,322,156,29,136
24,122,97,-73,-36,109,14,97,322,161,39,141
29,126,97,-78,-34,112,9,97,322,165,48,146
39,131,92,-85,-26,112,4,92,312,170,53,156
48,136,87,-92,-19,112,0,87,312,175,58,165
58,141,82,-100,-12,112,-4,82,312,180,63,175
68,146,78,-107,-4,112,-9,78,312,185,68,185
82,151,68,-117,7,109,-19,73,297,200,82,195
87,156,68,-122,9,112,-29,68,292,204,87,204
92,161,68,-126,12,114,-39,63,287,209,92,214
97,165,68,-131,14,117,-48,58,283,214,97,224
112,170,58,-141,26,114,-58,43,263,224,112,239
117,175,58,-146,29,117,-68,29,253,224,117,244
122,180,58,-151,31,119,-78,14,244,224,122,248
126,185,58,-156,34,122,-87,0,234,224,126,253
136,195,58,-165,39,126,-97,-9,224,224,131,258
136,195,58,-165,39,126,-107,-19,214,224,136,263
136,195,58,-165,39,126,-117,-29,204,224,141,268
136,195,58,-165,39,126,-126,-39,195,224,146,273
141,204,63,-173,39,134,-136,-63,170,224,156,278
146,204,58,-175,43,131,-146,-78,156,224,156,283
151,204,53,-178,48,129,-156,-92,141,224,156,287
156,204,48,-180,53,126,-165,-107,126,224,156,292
156,195,39,-175,58,117,-170,-117,107,209,151,283
156,195,39,-175,58,117,-175,-126,97,204,146,283
156,195,39,-175,58,117,-180,-136,87,200,141,283
156,195,39,-175,58,117,-185,-146,78,195,136,283
141,180,39,-161,51,109,-175,-161,58,185,122,268
136,165,29,-151,53,97,-175,-165,48,175,117,263
131,151,19,-141,56,85,-175,-170,39,165,112,258
126,136,9,-131,58,73,-175,-175,29,156,107,253
117,131,14,-124,51,73,-165,-180,19,136,87,234
107,126,19,-117,43,73,-165,-185,9,126,78,224
97,122,24,-109,36,73,-165,-190,0,117,68,214
87,117,29,-102,29,73,-165,-195,-9,107,58,204
78,102,24,-90,26,63,-161,-200,-19,92,43,190
68,97,29,-82,19,63,-156,-204,-29,78,29,175
58,92,34,-75,12,63,-151,-209,-39,63,14,161
48,87,39,-68,4,63,-146,-214,-48,48,0,146
39,68,29,-53,4,48,-141,-204,-58,34,-19,126
29,58,29,-43,0,43,-136,-204,-58,19,-29,117
19,48,29,-34,-4,39,-131,-204,-58,4,-39,107
9,39,29,-24,-9,34,-126,-204,-58,-9,-48,97
-9,29,39,-9,-24,34,-112,-204,-63,-29,-68,78
