I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-97,-43,53,70,-75,4,63,63,102,29,-24,-92
-97,-43,53,70,-75,4,58,58,102,29,-24,-87
-92,-39,53,65,-73,7,58,58,102,24,-29,-87
-87,-39,48,63,-68,4,53,53,97,14,-34,-92
-87,-34,53,61,-70,9,53,48,92,14,-34,-92
-82,-29,53,56,-68,12,48,48,87,9,-39,-97
-82,-29,53,56,-68,12,48,53,92,9,-43,-102
-78,-29,48,53,-63,9,48,43,92,9,-43,-102
-73,-19,53,46,-63,17,43,43,92,9,-43,-102
-68,-19,48,43,-58,14,43,43,92,9,-43,-97
-68,-19,48,43,-58,14,39,34,87,4,-43,-97
-58,-14,43,36,-51,14,34,34,82,0,-48,-107
-58,-24,34,41,-46,4,34,34,78,0,-53,-107
-53,-19,34,36,-43,7,34,29,78,0,-53,-107
-58,-14,43,36,-51,14,34,29,78,-4,-63,-112
-58,-24,34,41,-46,4,34,34,78,0,-63,-112
-58,-19,39,39,-48,9,39,39,82,-4,-63,-112
-53,-24,29,39,-41,2,39,39,82,-9,-58,-112
-48,-19,29,34,-39,4,34,34,78,-9,-58,-112
-43,-14,29,29,-36,7,34,34,78,-14,-58,-112
-43,-24,19,34,-31,-2,29,34,73,-19,-63,-112
-43,-14,29,29,-36,7,29,29,73,-19,-63,-107
-43,-14,29,29,-36,7,29,29,68,-24,-73,-112
-39,-24,14,31,-26,-4,29,34,73,-24,-68,-112
-39,-14,24,26,-31,4,24,29,73,-24,-68,-117
-39,-14,24,26,-31,4,29,29,73,-29,-73,-117
-39,-14,24,26,-31,4,24,29,78,-24,-68,-112
-39,-9,29,24,-34,9,24,29,73,-29,-68,-112
-39,-9,29,24,-34,9,24,29,73,-29,-73,-107
-43,-4,39,24,-41,17,24,24,68,-34,-73,-112
-39,-9,29,24,-34,9,19,24,68,-39,-78,-117
-39,-14,24,26,-31,4,19,24,68,-39,-82,-122
-39,-9,29,24,-34,9,19,24,63,-43,-82,-126
-39,-4,34,21,-36,14,19,24,63,-48,-87,-126
-43,0,43,21,-43,21,14,24,68,-53,-82,-126
-48,4,53,21,-51,29,9,19,63,-53,-82,-117
-48,4,53,21,-51,29,9,19,63,-58,-87,-117
-48,4,53,21,-51,29,9,14,63,-63,-87,-122
-48,14,63,17,-56,39,9,14,58,-68,-97,-126
-48,14,63,17,-56,39,0,14,53,-73,-102,-131
