I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-39,34,73,2,-56,53,-14,4,-58,-63,-63,-29
-73,39,112,17,-92,75,4,19,-29,-39,-39,-19
-107,29,136,39,-122,82,14,24,-14,-19,-29,-9
-136,9,146,63,-141,78,24,24,-9,-14,-19,-14
-141,14,156,63,-148,85,24,34,-14,-4,-19,-19
-112,9,122,51,-117,65,14,24,-24,-9,-24,-24
-73,24,97,24,-85,61,24,29,-19,-4,-24,-24
-102,19,122,41,-112,70,34,53,9,14,-4,0
-112,29,141,41,-126,85,24,48,4,9,-14,-4
-92,43,136,24,-114,90,9,43,0,0,-34,-14
-73,34,107,19,-90,70,19,43,4,-4,-39,-19
-63,29,92,17,-78,61,24,43,0,-9,-39,-29
-58,24,82,17,-70,53,14,34,-14,-19,-43,-43
-53,39,92,7,-73,65,4,19,-19,-29,-53,-53
-58,43,102,7,-80,73,9,24,-19,-24,-53,-53
-58,29,87,14,-73,58,4,19,-14,-19,-58,-39
-78,4,82,36,-80,43,4,24,0,-9,-48,-24
-87,19,107,34,-97,63,14,34,4,0,-34,-24
-82,43,126,19,-104,85,9,34,4,0,-34,-24
-73,14,87,29,-80,51,0,19,-4,-14,-48,-34
-68,-9,58,39,-63,24,-4,4,-19,-34,-68,-53
-48,0,48,24,-48,24,-19,-9,-39,-43,-78,-63
-39,0,39,19,-39,19,-24,-24,-48,-63,-102,-73
-73,-24,48,48,-61,12,0,-14,-39,-58,-97,-73
-73,-39,34,56,-53,-2,9,0,-19,-39,-82,-48
-68,-43,24,56,-46,-9,14,9,-14,-24,-73,-34
-87,-53,34,70,-61,-9,24,19,4,-24,-63,-39
-87,-48,39,68,-63,-4,14,0,-4,-43,-82,-58
-92,-48,43,70,-68,-2,14,-9,-24,-58,-92,-73
-97,-48,48,73,-73,0,14,-29,-24,-63,-102,-78
-107,-39,68,73,-87,14,19,-29,-19,-48,-87,-63
-107,-43,63,75,-85,9,24,-19,-19,-39,-78,-63
-107,-58,48,82,-78,-4,14,-9,-14,-39,-68,-58
-117,-43,73,80,-95,14,9,-9,-14,-34,-68,-58
-112,-48,63,80,-87,7,4,-24,-29,-48,-78,-63
-97,-43,53,70,-75,4,4,-24,-34,-53,-78,-53
-78,-19,58,48,-68,19,14,-34,-39,-58,-87,-58
-68,-29,39,48,-53,4,9,-48,-43,-73,-102,-68
-82,-58,24,70,-53,-17,19,-48,-43,-78,-107,-68
-97,-73,24,85,-61,-24,9,-58,-53,-87,-112,-78
-117,-68,48,92,-82,-9,0,-68,-53,-97,-117,-82
-117,-68,48,92,-82,-9,19,-48,-43,-73,-97,-68
-117,-68,48,92,-82,-9,24,-43,-34,-68,-92,-58
-122,-78,43,100,-82,-17,34,-43,-29,-73,-97,-63
-131,-97,34,114,-82,-31,19,-48,-43,-87,-107,-68
-161,-97,63,129,-112,-17,19,-58,-48,-102,-126,-82
-180,-68,112,124,-146,21,19,-73,-58,-122,-151,-107
-170,-63,107,117,-139,21,24,-73,-53,-122,-151,-97
-141,-107,34,124,-87,-36,34,-63,-43,-102,-136,-87
-126,-117,9,122,-68,-53,29,-53,-43,-92,-126,-87
-136,-82,53,109,-95,-14,39,-48,-24,-82,-117,-78
-156,-73,82,114,-119,4,34,-53,-34,-92,-126,-82
-141,-87,53,114,-97,-17,19,-73,-48,-117,-141,-97
-122,-112,9,117,-65,-51,29,-92,-58,-131,-156,-102
-136,-122,14,129,-75,-53,29,-92,-58,-136,-161,-117
-141,-126,14,134,-78,-56,19,-97,-68,-126,-156,-122
-146,-122,24,134,-85,-48,19,-92,-58,-122,-156,-122
-141,-117,24,129,-82,-46,14,-102,-58,-131,-161,-122
-131,-112,19,122,-75,-46,4,-112,-68,-146,-165,-131
-156,-102,53,129,-104,-24,9,-107,-63,-151,-170,-131
-170,-112,58,141,-114,-26,4,-92,-58,-151,-170,-126
-180,-122,58,151,-119,-31,0,-107,-73,-165,-190,-141
-185,-126,58,156,-122,-34,9,-117,-82,-180,-204,-146
-190,-122,68,156,-129,-26,24,-112,-78,-175,-204,-156
-175,-117,58,146,-117,-29,29,-112,-78,-170,-200,-156
-185,-112,73,148,-129,-19,24,-107,-78,-161,-195,-151
-204,-102,102,153,-153,0,24,-102,-73,-161,-200,-146
-190,-131,58,161,-124,-36,39,-92,-53,-151,-195,-141
-170,-122,48,146,-109,-36,24,-97,-68,-161,-200,-141
-190,-112,78,151,-134,-17,19,-92,-78,-165,-195,-136
-200,-102,97,151,-148,-2,29,-82,-63,-151,-170,-126
-195,-102,92,148,-143,-4,29,-87,-58,-146,-161,-131
-175,-97,78,136,-126,-9,14,-102,-73,-151,-165,-136
-156,-87,68,122,-112,-9,9,-102,-73,-146,-165,-146
-170,-92,78,131,-124,-7,14,-78,-58,-117,-151,-131
-175,-107,68,141,-122,-19,14,-63,-58,-107,-146,-112
-156,-107,48,131,-102,-29,4,-63,-68,-117,-151,-112
-156,-102,53,129,-104,-24,9,-48,-58,-112,-141,-117
-161,-87,73,124,-117,-7,4,-48,-53,-112,-131,-122
-151,-68,82,109,-117,7,9,-58,-53,-112,-136,-117
-131,-53,78,92,-104,12,-9,-63,-63,-107,-136,-102
-102,-48,53,75,-78,2,-29,-58,-68,-102,-136,-92
-131,-43,87,87,-109,21,-9,-34,-48,-78,-112,-68
-151,-43,107,97,-129,31,-4,-19,-34,-63,-97,-63
-112,-14,97,63,-104,41,-9,-14,-34,-48,-82,-58
-78,-14,63,46,-70,24,-19,-14,-43,-53,-78,-63
-68,-34,34,51,-51,0,-34,-14,-43,-48,-73,-53
