I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-156,-29,126,92,-141,48,107,78,175,-146,-341,-244
-156,-29,126,92,-141,48,107,78,175,-146,-341,-244
-156,-29,126,92,-141,48,107,78,175,-146,-341,-244
-156,-29,126,92,-141,48,107,78,175,-146,-341,-244
-151,-29,122,90,-136,46,107,63,156,-156,-331,-229
-146,-29,117,87,-131,43,107,58,146,-156,-322,-224
-141,-29,112,85,-126,41,107,53,136,-156,-312,-219
-136,-29,107,82,-122,39,107,48,126,-156,-302,-214
-131,-29,102,80,-117,36,92,34,112,-165,-292,-204
-126,-29,97,78,-112,34,87,29,97,-165,-283,-195
-122,-29,92,75,-107,31,82,24,82,-165,-273,-185
-117,-29,87,73,-102,29,78,19,68,-165,-263,-175
-112,-19,92,65,-102,36,63,9,43,-165,-253,-165
-107,-19,87,63,-97,34,58,0,29,-165,-244,-156
-102,-19,82,61,-92,31,53,-9,14,-165,-234,-146
-97,-19,78,58,-87,29,48,-19,0,-165,-224,-136
-92,-19,73,56,-82,26,39,-24,-19,-175,-214,-126
-87,-19,68,53,-78,24,39,-29,-29,-175,-204,-117
-82,-19,63,51,-73,21,39,-34,-39,-175,-195,-107
-78,-19,58,48,-68,19,39,-39,-48,-175,-185,-97
-73,-19,53,46,-63,17,34,-39,-63,-185,-175,-87
-68,-19,48,43,-58,14,29,-39,-68,-185,-165,-78
-63,-19,43,41,-53,12,24,-39,-73,-185,-156,-68
-58,-19,39,39,-48,9,19,-39,-78,-185,-146,-58
-48,-9,39,29,-43,14,14,-48,-87,-185,-136,-43
-39,-9,29,24,-34,9,9,-48,-97,-185,-126,-39
-29,-9,19,19,-24,4,4,-48,-107,-185,-117,-34
-19,-9,9,14,-14,0,0,-48,-117,-185,-107,-29
-19,-9,9,14,-14,0,-9,-58,-126,-175,-92,-24
-19,-9,9,14,-14,0,-9,-58,-126,-175,-87,-19
-19,-9,9,14,-14,0,-9,-58,-126,-175,-82,-14
